FZS09 Emission Map

Labels,Ex=300.00nm,Ex=400.00nm,Ex=500.00nm,Ex=600.00nm,Ex=700.00nm,Ex=800.00nm,
Type,Emission Scan,Emission Scan,Emission Scan,Emission Scan,Emission Scan,Emission Scan,
Comment,,,,,,,
Start,700.00,700.00,700.00,700.00,702.00,802.00,
Stop,950.00,950.00,950.00,950.00,950.00,950.00,
Step,0.500,0.500,0.500,0.500,0.500,0.500,
Fixed/Offset,300.00,400.00,500.00,600.00,700.00,800.00,
Xaxis,Wavelength,Wavelength,Wavelength,Wavelength,Wavelength,Wavelength,
Yaxis,Counts,Counts,Counts,Counts,Counts,Counts,
Scan Corr. by File,True,True,True,True,True,True,
Corr. by Ref. Det.,True,True,True,True,True,True,
Fixed/Offset Corr. by File,False,False,False,False,False,False,
Repeats,1,1,1,1,1,1,
Dwell Time,0.10,0.10,0.10,0.10,0.10,0.10,
Lamp,Xenon,Xenon,Xenon,Xenon,Xenon,Xenon,
Temp,0.00,0.00,0.00,0.00,0.00,0.00,
Scan Polariser,None,None,None,None,None,None,
Scan Slit,2.0004635,2.0004635,2.0004635,2.0004635,2.0004635,2.0004635,
Fixed/Offset Polariser,None,None,None,None,None,None,
Fixed/Offset Slit,2.0004635,2.0004635,2.0004635,2.0004635,2.0004635,2.0004635,
Detector,Detector 1,Detector 1,Detector 1,Detector 1,Detector 1,Detector 1,

807.00,1.76203475E+6,3.28361175E+6,3.99177250E+6,4.00281075E+6,3.23512975E+6,7.85486563E+5,
807.500,1.75203113E+6,3.25003075E+6,3.99268900E+6,3.97231500E+6,3.23287300E+6,7.77797563E+5,
808.00,1.74401338E+6,3.24129975E+6,3.97263875E+6,3.94624975E+6,3.23029300E+6,7.75829313E+5,
808.500,1.75105938E+6,3.21655825E+6,3.92638150E+6,3.92858425E+6,3.19891625E+6,7.43404000E+5,
809.00,1.72189263E+6,3.18043425E+6,3.90653775E+6,3.92223775E+6,3.17685950E+6,7.48485063E+5,
809.500,1.71547163E+6,3.17839900E+6,3.87122675E+6,3.92441725E+6,3.15243150E+6,7.41132750E+5,
810.00,1.70222538E+6,3.13963125E+6,3.84678825E+6,3.87192750E+6,3.13794925E+6,7.29834188E+5,
810.500,1.66609525E+6,3.13321025E+6,3.80375300E+6,3.81796400E+6,3.07857850E+6,7.11444188E+5,
811.00,1.68041288E+6,3.10021300E+6,3.79691600E+6,3.82639200E+6,3.09877000E+6,7.13157938E+5,
811.500,1.65280175E+6,3.07057800E+6,3.77701250E+6,3.78470600E+6,3.05206475E+6,7.04683250E+5,
812.00,1.63947288E+6,3.02141000E+6,3.69788550E+6,3.74312925E+6,3.01741850E+6,6.95020875E+5,
812.500,1.62901888E+6,3.00309575E+6,3.68504450E+6,3.66455075E+6,2.98484775E+6,6.81858438E+5,
813.00,1.63031113E+6,2.98624950E+6,3.66651500E+6,3.67783125E+6,2.97193900E+6,7.05223813E+5,
813.500,1.60155750E+6,2.96224050E+6,3.59778325E+6,3.62559450E+6,2.94098350E+6,7.15741500E+5,
814.00,1.57073800E+6,2.92683175E+6,3.57043400E+6,3.60175225E+6,2.94613250E+6,7.24199188E+5,
814.500,1.58410125E+6,2.90214025E+6,3.54097550E+6,3.54530825E+6,2.89923475E+6,7.50837000E+5,
815.00,1.56434325E+6,2.85617650E+6,3.50887500E+6,3.52975825E+6,2.88458000E+6,7.84589750E+5,
815.500,1.53487788E+6,2.82548725E+6,3.47947725E+6,3.48716650E+6,2.83917475E+6,7.75340563E+5,
816.00,1.50886475E+6,2.78928700E+6,3.42131925E+6,3.43763925E+6,2.79584625E+6,7.63627125E+5,
816.500,1.49480938E+6,2.78036325E+6,3.38901975E+6,3.42265050E+6,2.75027975E+6,7.34243563E+5,
817.00,1.48032325E+6,2.74998550E+6,3.36838700E+6,3.36260200E+6,2.72661500E+6,7.10959438E+5,
817.500,1.47190163E+6,2.71395325E+6,3.31409600E+6,3.33777800E+6,2.71973500E+6,6.88557625E+5,
818.00,1.44408525E+6,2.69065200E+6,3.29706400E+6,3.28719075E+6,2.66451225E+6,6.72405000E+5,
818.500,1.44474813E+6,2.65299350E+6,3.24505050E+6,3.27872575E+6,2.65115725E+6,6.34967438E+5,
819.00,1.41142400E+6,2.60554850E+6,3.19726875E+6,3.20883100E+6,2.60351475E+6,6.24782938E+5,
819.500,1.41770000E+6,2.56865800E+6,3.16822125E+6,3.19640575E+6,2.60563825E+6,5.90722000E+5,
820.00,1.38390938E+6,2.54868000E+6,3.11294775E+6,3.12480825E+6,2.56973300E+6,5.78250500E+5,
820.500,1.36009038E+6,2.50563350E+6,3.06143825E+6,3.08729725E+6,2.51758825E+6,5.72877938E+5,
821.00,1.35802113E+6,2.49662350E+6,3.05233050E+6,3.06179075E+6,2.50543975E+6,5.69931188E+5,
821.500,1.32386238E+6,2.45672275E+6,3.01010825E+6,3.01944375E+6,2.46241225E+6,5.66395125E+5,
822.00,1.33537138E+6,2.44499950E+6,2.95459000E+6,2.99105650E+6,2.44344075E+6,5.77108938E+5,
822.500,1.30772338E+6,2.40391075E+6,2.94697200E+6,2.93685000E+6,2.40486075E+6,5.74297625E+5,
823.00,1.29525700E+6,2.38376325E+6,2.90431100E+6,2.89958150E+6,2.37878500E+6,5.96414750E+5,
823.500,1.27345838E+6,2.34682975E+6,2.85335150E+6,2.86499125E+6,2.33163525E+6,5.97430625E+5,
824.00,1.26396338E+6,2.31825975E+6,2.81652200E+6,2.82793400E+6,2.33319625E+6,5.77557688E+5,
824.500,1.22880213E+6,2.26443900E+6,2.75390700E+6,2.76248300E+6,2.28386325E+6,5.44467188E+5,
825.00,1.20842375E+6,2.23677275E+6,2.71482250E+6,2.71224600E+6,2.22475575E+6,5.34396125E+5,
825.500,1.19537738E+6,2.18396425E+6,2.66835850E+6,2.69467925E+6,2.21746800E+6,5.17308594E+5,
826.00,1.17035513E+6,2.15789575E+6,2.64776425E+6,2.63550175E+6,2.16141500E+6,5.02425156E+5,
826.500,1.15346638E+6,2.12322825E+6,2.60629925E+6,2.61318175E+6,2.12757425E+6,4.93183625E+5,
827.00,1.13212525E+6,2.07836150E+6,2.54987475E+6,2.55625350E+6,2.10499625E+6,4.82704625E+5,
827.500,1.10686525E+6,2.05529938E+6,2.51165700E+6,2.51086275E+6,2.06016100E+6,4.81582406E+5,
828.00,1.10342625E+6,2.02897788E+6,2.46535725E+6,2.46758325E+6,2.04247688E+6,4.51636219E+5,
828.500,1.08070050E+6,1.98125988E+6,2.41249025E+6,2.42576575E+6,1.96897213E+6,4.50471938E+5,
829.00,1.07066500E+6,1.94408663E+6,2.38044450E+6,2.38330750E+6,1.96056775E+6,4.41825750E+5,
829.500,1.04636644E+6,1.89611850E+6,2.32823525E+6,2.34639350E+6,1.91710238E+6,4.29393781E+5,
830.00,1.00462531E+6,1.85017475E+6,2.26313450E+6,2.29602575E+6,1.88984938E+6,4.18884781E+5,
830.500,9.94867375E+5,1.82310975E+6,2.22916450E+6,2.25400425E+6,1.84017563E+6,4.10118094E+5,
831.00,9.66547938E+5,1.78289100E+6,2.18301600E+6,2.17637325E+6,1.78824425E+6,4.01877406E+5,
831.500,9.51540500E+5,1.74585875E+6,2.13396450E+6,2.15513075E+6,1.75276825E+6,3.88981313E+5,
832.00,9.41831500E+5,1.71482050E+6,2.09435250E+6,2.11589100E+6,1.72625738E+6,3.85494344E+5,
832.500,8.97609938E+5,1.67092450E+6,2.04325463E+6,2.05825588E+6,1.68575038E+6,3.72662125E+5,
833.00,8.97220500E+5,1.62822300E+6,1.99549450E+6,1.99867625E+6,1.62798588E+6,3.77052500E+5,
833.500,8.61439375E+5,1.58559413E+6,1.94641100E+6,1.95446788E+6,1.61320725E+6,3.67501969E+5,
834.00,8.51845500E+5,1.56110738E+6,1.91277938E+6,1.92093288E+6,1.56740025E+6,3.49782531E+5,
834.500,8.32553250E+5,1.53012513E+6,1.87224700E+6,1.87910363E+6,1.56245350E+6,3.52876563E+5,
835.00,8.09797125E+5,1.47443238E+6,1.81784313E+6,1.83743475E+6,1.48747663E+6,3.47879406E+5,
835.500,7.81590563E+5,1.44830950E+6,1.77852338E+6,1.76808875E+6,1.45871863E+6,3.27912969E+5,
836.00,7.68772250E+5,1.40774000E+6,1.71925338E+6,1.74210063E+6,1.43687025E+6,3.26929906E+5,
836.500,7.46114063E+5,1.37453950E+6,1.69226650E+6,1.69372525E+6,1.36510650E+6,3.10717625E+5,
837.00,7.15226375E+5,1.32906500E+6,1.62933375E+6,1.65492013E+6,1.36760238E+6,3.04581125E+5,
837.500,6.89328188E+5,1.29202063E+6,1.57495150E+6,1.59605838E+6,1.30093075E+6,2.92478281E+5,
838.00,6.86379000E+5,1.27192175E+6,1.54596375E+6,1.54862888E+6,1.29407663E+6,2.81680094E+5,
838.500,6.58840438E+5,1.22496688E+6,1.49469688E+6,1.51294738E+6,1.22119525E+6,2.72752156E+5,
839.00,6.41483188E+5,1.18435250E+6,1.46003825E+6,1.47294163E+6,1.19291013E+6,2.72860531E+5,
839.500,6.24812250E+5,1.15200825E+6,1.41431375E+6,1.43025150E+6,1.17405088E+6,2.51626453E+5,
840.00,6.04885438E+5,1.11656988E+6,1.37274750E+6,1.37627975E+6,1.12818338E+6,2.51008750E+5,
840.500,5.88300688E+5,1.08720000E+6,1.32620425E+6,1.32785025E+6,1.11068550E+6,2.43602031E+5,
841.00,5.61959250E+5,1.05791200E+6,1.29657913E+6,1.29485563E+6,1.09020675E+6,2.35459063E+5,
841.500,5.61361188E+5,1.03293450E+6,1.26098163E+6,1.26721338E+6,1.04064863E+6,2.41613453E+5,
842.00,5.35253750E+5,9.98332438E+5,1.22143863E+6,1.21487863E+6,1.00235838E+6,2.26386031E+5,
842.500,5.23886375E+5,9.70169938E+5,1.18940425E+6,1.19366875E+6,9.77106813E+5,2.28994313E+5,
843.00,5.02076438E+5,9.36586563E+5,1.14748063E+6,1.15898475E+6,9.38735625E+5,2.14399500E+5,
843.500,4.87509531E+5,9.14674375E+5,1.12313088E+6,1.12618513E+6,9.14790875E+5,2.06393609E+5,
844.00,4.76749688E+5,8.79210875E+5,1.07061375E+6,1.07087463E+6,8.85060500E+5,2.00060984E+5,
844.500,4.59494781E+5,8.48077000E+5,1.03399719E+6,1.03576463E+6,8.60822313E+5,1.98378953E+5,
845.00,4.38649844E+5,8.19606875E+5,1.00454963E+6,1.01916150E+6,8.36460875E+5,1.78757172E+5,
845.500,4.21730094E+5,7.93341688E+5,9.72332813E+5,9.86387000E+5,8.06719188E+5,1.84871641E+5,
846.00,4.18231531E+5,7.75990875E+5,9.40055625E+5,9.53006813E+5,7.77085875E+5,1.74636000E+5,
846.500,4.02783844E+5,7.39930625E+5,9.16162813E+5,9.09685438E+5,7.59640500E+5,1.71562094E+5,
847.00,3.96184750E+5,7.13217438E+5,8.97277313E+5,8.87606250E+5,7.34351500E+5,1.68727531E+5,
847.500,3.74141688E+5,7.00903750E+5,8.53888688E+5,8.58557500E+5,7.13870875E+5,1.60928234E+5,
848.00,3.66270344E+5,6.72682063E+5,8.30517625E+5,8.23276188E+5,6.82506875E+5,1.53136859E+5,
848.500,3.54597375E+5,6.57383375E+5,8.05250625E+5,8.07953250E+5,6.60131000E+5,1.52362188E+5,
849.00,3.41829781E+5,6.30907438E+5,7.65446438E+5,7.71181750E+5,6.38323688E+5,1.41498719E+5,
849.500,3.31774906E+5,6.10024688E+5,7.44612938E+5,7.54894875E+5,6.27090438E+5,1.33664547E+5,
850.00,3.18782719E+5,5.90461500E+5,7.19215625E+5,7.25852188E+5,5.94625125E+5,1.34568281E+5,
850.500,3.06192844E+5,5.72349750E+5,7.07702000E+5,6.92850438E+5,5.83678875E+5,1.24101203E+5,
851.00,2.93741406E+5,5.45649063E+5,6.72190188E+5,6.81964125E+5,5.65636438E+5,1.21725672E+5,
851.500,2.85669813E+5,5.38473125E+5,6.52131813E+5,6.51229438E+5,5.45717125E+5,1.19157039E+5,
852.00,2.79510406E+5,5.17742469E+5,6.31307688E+5,6.40757625E+5,5.19105438E+5,1.15686336E+5,
852.500,2.72010813E+5,4.95830406E+5,6.07186375E+5,6.02231813E+5,5.04861156E+5,1.06161117E+5,
853.00,2.58890609E+5,4.74893625E+5,5.87350000E+5,5.87905000E+5,4.80728500E+5,1.10983063E+5,
853.500,2.53711422E+5,4.69040875E+5,5.61062563E+5,5.70273000E+5,4.68867844E+5,9.88273672E+4,
854.00,2.46065219E+5,4.50388094E+5,5.44730250E+5,5.47871063E+5,4.71744969E+5,1.12501578E+5,
854.500,2.27126266E+5,4.37590656E+5,5.34130938E+5,5.22284125E+5,4.45550031E+5,9.41427344E+4,
855.00,2.23654484E+5,4.20089156E+5,5.07306563E+5,5.08007813E+5,4.22569156E+5,9.48418672E+4,
855.500,2.21979500E+5,4.03199469E+5,4.90673000E+5,4.95884750E+5,4.17495844E+5,9.64957969E+4,
856.00,2.11229219E+5,3.89124250E+5,4.73673906E+5,4.70793844E+5,4.10129281E+5,8.93155469E+4,
856.500,2.07058781E+5,3.82424344E+5,4.66409563E+5,4.61308375E+5,4.08362719E+5,8.37721563E+4,
857.00,2.00063297E+5,3.64327281E+5,4.45595188E+5,4.43636688E+5,3.88561125E+5,8.11600391E+4,
857.500,1.94219625E+5,3.54692500E+5,4.31622313E+5,4.40490438E+5,3.91771906E+5,8.27978906E+4,
858.00,1.83656641E+5,3.37430063E+5,4.11898531E+5,4.15307031E+5,3.81141688E+5,7.91313047E+4,
858.500,1.80023109E+5,3.35782063E+5,4.03368875E+5,4.05857188E+5,3.60108969E+5,7.50597891E+4,
859.00,1.73843969E+5,3.19785188E+5,3.80835750E+5,3.83929094E+5,3.47009781E+5,7.21718047E+4,
859.500,1.66509609E+5,3.00931875E+5,3.75390750E+5,3.67562063E+5,3.29816875E+5,7.38408750E+4,
860.00,1.61402031E+5,2.97676438E+5,3.61410281E+5,3.56909563E+5,3.10156875E+5,6.50897188E+4,
860.500,1.57696125E+5,2.86710281E+5,3.50565656E+5,3.42069063E+5,2.89833000E+5,6.32639648E+4,
861.00,1.50163578E+5,2.76018125E+5,3.35781688E+5,3.41431563E+5,2.82690500E+5,6.42571641E+4,
861.500,1.48785875E+5,2.61088328E+5,3.27706219E+5,3.25650844E+5,2.70514563E+5,6.57564453E+4,
862.00,1.42753672E+5,2.59077172E+5,3.17184813E+5,3.15756063E+5,2.58972563E+5,6.28814727E+4,
862.500,1.33056734E+5,2.49993172E+5,3.08400406E+5,3.02198531E+5,2.54230516E+5,5.68692617E+4,
863.00,1.30534680E+5,2.39809844E+5,2.93800125E+5,2.92012656E+5,2.42931188E+5,5.76674258E+4,
863.500,1.25977391E+5,2.35163859E+5,2.83336438E+5,2.73464313E+5,2.39270031E+5,5.84811172E+4,
864.00,1.23256438E+5,2.28226031E+5,2.70751719E+5,2.73594906E+5,2.26566719E+5,5.79252539E+4,
864.500,1.18312984E+5,2.19863438E+5,2.67450406E+5,2.63386938E+5,2.17318672E+5,5.33295508E+4,
865.00,1.17225656E+5,2.10927703E+5,2.55749063E+5,2.56305656E+5,2.12154609E+5,5.46114531E+4,
865.500,1.09674852E+5,2.03923547E+5,2.48988984E+5,2.40440516E+5,2.00309703E+5,4.66684648E+4,
866.00,1.08190375E+5,1.96357734E+5,2.32378234E+5,2.36239125E+5,1.97252203E+5,4.27012305E+4,
866.500,1.04085211E+5,1.90284922E+5,2.28745703E+5,2.28104453E+5,1.89948734E+5,4.88273984E+4,
867.00,1.01918742E+5,1.85216375E+5,2.15940938E+5,2.25249438E+5,1.85736875E+5,4.58446094E+4,
867.500,1.01092063E+5,1.80472406E+5,2.15514359E+5,2.13468859E+5,1.78374969E+5,4.86845156E+4,
868.00,9.45250078E+4,1.74538078E+5,2.09074172E+5,2.08381656E+5,1.73113172E+5,4.40441719E+4,
868.500,8.89650781E+4,1.67188813E+5,2.02246938E+5,2.06313406E+5,1.66697328E+5,4.22897305E+4,
869.00,8.85105469E+4,1.64305094E+5,1.94766906E+5,1.93797016E+5,1.63692891E+5,3.99420195E+4,
869.500,8.39742969E+4,1.54236734E+5,1.89700531E+5,1.88940922E+5,1.55535031E+5,3.80999375E+4,
870.00,8.85698047E+4,1.48762578E+5,1.84687641E+5,1.76731047E+5,1.47453953E+5,3.99429063E+4,
870.500,8.31679688E+4,1.45436125E+5,1.80936375E+5,1.78987969E+5,1.53517500E+5,3.92477188E+4,
871.00,7.87847500E+4,1.41811281E+5,1.70878969E+5,1.72271594E+5,1.37066078E+5,3.67536992E+4,
871.500,7.80637734E+4,1.34794359E+5,1.64338703E+5,1.66587594E+5,1.40093391E+5,4.01756602E+4,
872.00,7.32647500E+4,1.31752375E+5,1.57507531E+5,1.60499734E+5,1.31091938E+5,3.65589453E+4,
872.500,6.92122578E+4,1.30951375E+5,1.52066484E+5,1.54255656E+5,1.31373141E+5,3.57674609E+4,
873.00,7.14699609E+4,1.25315594E+5,1.56864563E+5,1.58233813E+5,1.25236992E+5,3.27677324E+4,
873.500,6.71601875E+4,1.16376578E+5,1.49112156E+5,1.42070594E+5,1.17885484E+5,3.20631445E+4,
874.00,6.46344844E+4,1.13448313E+5,1.41031813E+5,1.45471641E+5,1.17066250E+5,3.34628984E+4,
874.500,6.10713281E+4,1.13176922E+5,1.40338063E+5,1.39763109E+5,1.16128086E+5,3.26207930E+4,
875.00,5.81865859E+4,1.13006742E+5,1.32850859E+5,1.30960086E+5,1.15661961E+5,2.90124453E+4,
875.500,5.96362109E+4,1.05187359E+5,1.28551461E+5,1.27308898E+5,1.06032250E+5,2.50963770E+4,
876.00,5.74394336E+4,1.01783016E+5,1.27038969E+5,1.18982820E+5,1.06538836E+5,3.30315117E+4,
876.500,5.84100313E+4,9.89864453E+4,1.17758500E+5,1.16745219E+5,9.92204219E+4,2.46986738E+4,
877.00,5.80291445E+4,9.07184219E+4,1.20524133E+5,1.12148664E+5,9.33713672E+4,2.70527539E+4,
877.500,5.37406055E+4,9.57911875E+4,1.13754898E+5,1.13368344E+5,9.89124766E+4,3.10246074E+4,
878.00,5.47509922E+4,8.74528047E+4,1.07972953E+5,1.04767359E+5,8.99192266E+4,2.94186953E+4,
878.500,5.92676914E+4,9.12429063E+4,1.06253500E+5,1.06557969E+5,1.01875953E+5,2.65682969E+4,
879.00,5.57806484E+4,8.66227188E+4,1.02090922E+5,1.01200133E+5,9.12263516E+4,3.30380859E+4,
879.500,5.06065508E+4,8.40732813E+4,1.01133547E+5,1.01879289E+5,9.02026328E+4,3.56736055E+4,
880.00,5.36880195E+4,8.23195000E+4,1.00181898E+5,9.92178672E+4,8.93808672E+4,4.07292617E+4,
880.500,5.70245508E+4,8.25709766E+4,9.96460000E+4,9.79651953E+4,8.87281172E+4,4.05807305E+4,
881.00,5.54451289E+4,8.09197109E+4,9.73664531E+4,9.88577344E+4,9.10430938E+4,4.95317188E+4,
881.500,6.41716992E+4,7.97029453E+4,9.51921953E+4,9.88451719E+4,9.45883438E+4,5.69065117E+4,
882.00,5.82115742E+4,7.67018516E+4,9.59958281E+4,9.50994453E+4,8.83078750E+4,5.39459180E+4,
882.500,5.78235938E+4,7.61833594E+4,9.72080313E+4,9.21150469E+4,9.29649297E+4,6.08230313E+4,
883.00,5.94789219E+4,7.14976797E+4,9.17987813E+4,8.85153516E+4,8.80377266E+4,4.38321758E+4,
883.500,5.31594844E+4,7.17997188E+4,8.78529219E+4,8.81708906E+4,8.30878984E+4,4.80336641E+4,
884.00,5.07875313E+4,6.70185000E+4,8.72677109E+4,8.74269219E+4,7.97350000E+4,3.59475469E+4,
884.500,4.49492305E+4,6.49871953E+4,8.15933359E+4,8.55330156E+4,7.76120391E+4,3.05822852E+4,
885.00,4.30640352E+4,6.34846211E+4,7.59671172E+4,7.56191094E+4,7.59482031E+4,3.47516680E+4,
885.500,3.90306094E+4,5.71303828E+4,7.29487031E+4,7.22637891E+4,6.77578281E+4,3.09870156E+4,
886.00,3.96688164E+4,5.94969258E+4,6.75265469E+4,7.13734219E+4,6.21655742E+4,2.37554297E+4,
886.500,3.37610039E+4,5.35746953E+4,7.12356641E+4,6.42927930E+4,5.86223398E+4,2.97932734E+4,
887.00,3.34783242E+4,5.74606133E+4,6.61766563E+4,6.16563711E+4,6.57247500E+4,2.02542656E+4,
887.500,3.50121836E+4,5.22733906E+4,6.26227852E+4,5.91724961E+4,5.60869297E+4,1.70773574E+4,
888.00,2.91686855E+4,4.99384219E+4,6.12186094E+4,5.87637813E+4,5.85085703E+4,2.25048105E+4,
888.500,3.12234902E+4,5.07186680E+4,6.02069219E+4,5.55218125E+4,6.05618945E+4,1.68263984E+4,
889.00,2.81084082E+4,5.01470430E+4,5.84921406E+4,6.18507930E+4,5.77591992E+4,2.25874512E+4,
889.500,2.70770742E+4,4.88083984E+4,5.70105898E+4,5.09464727E+4,5.61372695E+4,2.69293145E+4,
890.00,3.17734746E+4,4.21266094E+4,5.51181719E+4,5.27676367E+4,5.29296133E+4,2.15035664E+4,
890.500,2.78011133E+4,4.07438438E+4,5.63452695E+4,5.17793906E+4,5.13300625E+4,2.33491719E+4,
891.00,2.43663750E+4,4.36632930E+4,5.35531914E+4,5.49915547E+4,5.37109023E+4,1.77897422E+4,
891.500,2.76048164E+4,4.31647383E+4,5.03356523E+4,5.21262852E+4,5.08297578E+4,1.79813125E+4,
892.00,2.92451211E+4,3.98362617E+4,5.35925117E+4,5.05152227E+4,5.06899805E+4,2.06965352E+4,
892.500,2.91188965E+4,3.95990586E+4,4.67318711E+4,5.09970703E+4,4.37927578E+4,2.05349063E+4,
893.00,2.07112480E+4,4.01541875E+4,4.88551758E+4,4.91078320E+4,4.70196367E+4,3.02899277E+4,
893.500,2.42116973E+4,4.10468594E+4,4.44499375E+4,4.14508359E+4,4.78612344E+4,3.31916250E+4,
894.00,2.99761953E+4,3.50020273E+4,4.89485117E+4,5.00392070E+4,5.16483750E+4,3.33482930E+4,
894.500,2.95392168E+4,4.10989063E+4,4.35764102E+4,4.67828789E+4,4.46887891E+4,3.74740664E+4,
895.00,3.39170586E+4,4.24092969E+4,4.96603438E+4,5.05173750E+4,5.04994648E+4,3.82700234E+4,
895.500,2.55535547E+4,3.79094961E+4,4.72308789E+4,4.67432578E+4,4.84448555E+4,2.89161152E+4,
896.00,3.44906992E+4,3.90687305E+4,4.27697578E+4,4.86373320E+4,5.68959219E+4,2.77466816E+4,
896.500,2.88762402E+4,3.47733789E+4,4.14631406E+4,4.23363984E+4,4.54127969E+4,3.62291758E+4,
897.00,2.48526641E+4,3.52131133E+4,3.83510039E+4,3.93482617E+4,4.08840195E+4,3.15999434E+4,
897.500,2.89140078E+4,3.61167734E+4,4.35373945E+4,3.93150742E+4,3.05497930E+4,2.28837266E+4,
898.00,2.34288086E+4,3.06577949E+4,3.84150078E+4,4.10084453E+4,4.92972188E+4,2.50019063E+4,
898.500,2.03235527E+4,3.02979219E+4,3.96254297E+4,4.06470391E+4,4.09083359E+4,3.51949609E+4,
899.00,2.31039336E+4,3.01704727E+4,3.36252813E+4,3.57836641E+4,4.12923984E+4,2.34032773E+4,
899.500,2.54927559E+4,2.72260156E+4,3.52835117E+4,4.33620234E+4,3.84915000E+4,2.85511055E+4,
900.00,2.04681758E+4,2.59726445E+4,3.39045000E+4,3.43137695E+4,4.03184336E+4,2.07358496E+4,
900.500,1.99358125E+4,2.44289609E+4,3.77534922E+4,3.74763672E+4,4.13981484E+4,2.84254434E+4,
901.00,1.79914688E+4,2.90875313E+4,3.05403496E+4,3.41404414E+4,3.59631055E+4,3.90786094E+4,
901.500,1.90399883E+4,3.10715391E+4,3.83556758E+4,2.68639043E+4,4.14720273E+4,4.72168945E+4,
902.00,2.63895820E+4,2.66784238E+4,3.17312910E+4,2.61888320E+4,3.88306367E+4,1.46247373E+4,
902.500,1.86748320E+4,2.62605645E+4,3.26987754E+4,3.65472266E+4,4.18075625E+4,3.66738008E+4,
903.00,1.94177539E+4,2.71057402E+4,2.90995703E+4,3.42851953E+4,4.29342383E+4,4.55795391E+4,
903.500,2.47181309E+4,2.56038984E+4,3.10528203E+4,3.17550566E+4,3.18526406E+4,3.67515508E+4,
904.00,3.29552227E+4,2.61920000E+4,2.83929512E+4,3.33948281E+4,4.30185117E+4,3.71962773E+4,
904.500,3.28950234E+4,2.55105137E+4,3.64144844E+4,2.97020547E+4,3.38056367E+4,4.90520352E+4,
905.00,2.21665645E+4,3.35787656E+4,3.65957266E+4,4.47631602E+4,4.94445117E+4,4.77158711E+4,
905.500,1.34432559E+4,2.13672051E+4,3.05475195E+4,3.20483535E+4,4.21444336E+4,4.05944492E+4,
906.00,2.04729863E+4,2.72597148E+4,3.08046406E+4,3.47440234E+4,3.80223008E+4,4.10335547E+4,
906.500,1.71460078E+4,2.46277246E+4,2.76759707E+4,2.78426934E+4,4.49154297E+4,3.66058906E+4,
907.00,1.72994082E+4,2.56290332E+4,2.91570801E+4,3.60894883E+4,4.11395234E+4,2.15781602E+4,
907.500,1.79985645E+4,2.88352520E+4,2.45105391E+4,2.06407813E+4,4.35196953E+4,1.71825879E+4,
908.00,1.81498047E+4,2.63638633E+4,3.35220078E+4,2.20356914E+4,4.75788477E+4,2.75034102E+4,
908.500,2.25293789E+4,3.11898438E+4,3.52861719E+4,2.40733184E+4,5.11506797E+4,3.00263184E+4,
909.00,1.20341729E+4,3.18319609E+4,2.59966191E+4,3.22063789E+4,4.74839180E+4,7.43407275E+3,
909.500,1.64794531E+4,2.58675059E+4,3.86803359E+4,1.73696719E+4,4.17615625E+4,3.55960078E+4,
910.00,1.43967871E+4,2.13383848E+4,3.84656680E+4,2.64390664E+4,4.87927461E+4,4.99443047E+4,
910.500,1.99588438E+4,1.84515938E+4,2.88349648E+4,3.08598496E+4,3.32008867E+4,3.68882461E+4,
911.00,2.59613691E+4,2.63212148E+4,2.46846836E+4,2.30332148E+4,6.13152617E+4,6.80299609E+4,
911.500,1.08081768E+4,2.29748809E+4,2.57094395E+4,2.68764023E+4,5.98340781E+4,5.08225859E+4,
912.00,1.12529150E+4,3.28108086E+4,2.41685117E+4,2.26928789E+4,4.05285742E+4,5.67281484E+4,
912.500,1.42449990E+4,2.21309746E+4,2.84817148E+4,4.17931523E+4,7.91112813E+4,1.97138398E+4,
913.00,7.86224268E+3,2.30652891E+4,3.02530762E+4,2.46763945E+4,7.12125078E+4,3.28869648E+4,
913.500,1.91310918E+4,2.27171895E+4,2.85179688E+4,3.94695313E+4,4.95073164E+4,5.14068281E+4,
914.00,2.56476914E+4,2.27550605E+4,2.96785410E+4,2.77295938E+4,4.54124258E+4,9.37440859E+4,
914.500,2.27587578E+4,2.65395176E+4,3.22149336E+4,3.72406875E+4,3.31926250E+4,1.86005215E+4,
915.00,2.57359414E+4,2.56395332E+4,4.76540039E+4,3.38860430E+4,5.30946328E+4,6.04928047E+4,
915.500,4.71111719E+4,3.22849043E+4,3.42435898E+4,3.42571172E+4,6.62432813E+4,2.51596992E+4,
916.00,3.00667344E+4,3.51629609E+4,5.01720859E+4,4.08993984E+4,9.33570469E+4,8.89459375E+4,
916.500,4.05289688E+4,3.60291172E+4,2.57036445E+4,4.90951094E+4,7.17532656E+4,8.44178594E+4,
917.00,2.53097695E+4,2.94343184E+4,4.48066836E+4,4.87917656E+4,1.02732227E+5,6.23868594E+4,
917.500,4.13873594E+4,2.88483750E+4,4.33399883E+4,4.13159180E+4,6.15924141E+4,5.90597734E+4,
918.00,2.21850508E+4,1.25119014E+4,3.31903359E+4,3.68752734E+4,8.44066328E+4,6.14866846E+3,
918.500,1.76580742E+4,2.99268574E+4,3.45634922E+4,4.35283789E+4,4.57101719E+4,7.67598516E+4,
919.00,1.55602705E+4,3.18185977E+4,2.40251621E+4,5.19542500E+4,9.87517813E+4,4.65993164E+4,
