Vmeas,Imeas,Jmeas (mA/cm2),name,substrate,position,batch
0.342,0.00155173,20.152337662337665,A1-3-E,3,E,1
0.355,0.00154413,20.053636363636365,A1-3-E,3,E,1
0.368,0.00153359,19.91675324675325,A1-3-E,3,E,1
0.381,0.00152508,19.806233766233767,A1-3-E,3,E,1
0.394,0.00151585,19.686363636363637,A1-3-E,3,E,1
0.407,0.0015053,19.54935064935065,A1-3-E,3,E,1
0.42,0.00149482,19.413246753246757,A1-3-E,3,E,1
0.433,0.00148556,19.292987012987012,A1-3-E,3,E,1
0.446,0.00147483,19.153636363636366,A1-3-E,3,E,1
0.459,0.00146391,19.01181818181818,A1-3-E,3,E,1
0.472,0.00145187,18.855454545454545,A1-3-E,3,E,1
0.485,0.00144104,18.714805194805194,A1-3-E,3,E,1
0.498,0.00142871,18.554675324675326,A1-3-E,3,E,1
0.511,0.0014166,18.3974025974026,A1-3-E,3,E,1
0.524,0.00140449,18.24012987012987,A1-3-E,3,E,1
0.537,0.00139192,18.076883116883117,A1-3-E,3,E,1
0.55,0.00137962,17.917142857142856,A1-3-E,3,E,1
0.563,0.00136582,17.73792207792208,A1-3-E,3,E,1
0.576,0.00135331,17.575454545454544,A1-3-E,3,E,1
0.589,0.00134085,17.413636363636364,A1-3-E,3,E,1
0.602,0.00132558,17.215324675324677,A1-3-E,3,E,1
0.615,0.00131031,17.017012987012986,A1-3-E,3,E,1
0.628,0.00129446,16.811168831168832,A1-3-E,3,E,1
0.641,0.00128038,16.62831168831169,A1-3-E,3,E,1
0.654,0.00126507,16.42948051948052,A1-3-E,3,E,1
0.667,0.00124934,16.225194805194803,A1-3-E,3,E,1
0.68,0.00123331,16.01701298701299,A1-3-E,3,E,1
0.693,0.00121639,15.797272727272725,A1-3-E,3,E,1
0.706,0.00119725,15.548701298701298,A1-3-E,3,E,1
0.719,0.00117985,15.322727272727274,A1-3-E,3,E,1
0.732,0.00116006,15.065714285714286,A1-3-E,3,E,1
0.745,0.00114137,14.822987012987014,A1-3-E,3,E,1
0.758,0.00111867,14.52818181818182,A1-3-E,3,E,1
0.771,0.00109731,14.25077922077922,A1-3-E,3,E,1
0.784,0.00107451,13.954675324675327,A1-3-E,3,E,1
0.797,0.00105007,13.637272727272727,A1-3-E,3,E,1
0.81,0.00102565,13.32012987012987,A1-3-E,3,E,1
0.823,0.00101448,13.175064935064933,A1-3-E,3,E,1
0.836,0.00098265,12.761688311688312,A1-3-E,3,E,1
0.849,0.0009511,12.351948051948051,A1-3-E,3,E,1
0.862,0.00091733,11.913376623376623,A1-3-E,3,E,1
0.875,0.00088293,11.466623376623376,A1-3-E,3,E,1
0.888,0.00084413,10.962727272727273,A1-3-E,3,E,1
0.901,0.00080326,10.431948051948051,A1-3-E,3,E,1
0.914,0.00075753,9.838051948051948,A1-3-E,3,E,1
0.927,0.00070874,9.204415584415583,A1-3-E,3,E,1
0.94,0.00065682,8.530129870129871,A1-3-E,3,E,1
0.953,0.00060136,7.80987012987013,A1-3-E,3,E,1
0.966,0.00054221,7.041688311688311,A1-3-E,3,E,1
0.979,0.00047586,6.18,A1-3-E,3,E,1
0.992,0.00040338,5.238701298701299,A1-3-E,3,E,1
1.005,0.00032538,4.225714285714286,A1-3-E,3,E,1
1.018,0.00024462,3.1768831168831175,A1-3-E,3,E,1
1.031,0.00015342,1.9924675324675327,A1-3-E,3,E,1
1.044,8.18e-05,1.0623376623376624,A1-3-E,3,E,1
1.057,-2.381e-05,-0.30922077922077923,A1-3-E,3,E,1
1.07,-7.898e-05,-1.0257142857142858,A1-3-E,3,E,1
1.083,-0.00020497,-2.6619480519480523,A1-3-E,3,E,1
1.096,-0.00033565,-4.3590909090909085,A1-3-E,3,E,1
1.109,-0.00047129,-6.120649350649352,A1-3-E,3,E,1
1.122,-0.00061255,-7.955194805194806,A1-3-E,3,E,1
1.135,-0.00075701,-9.831298701298701,A1-3-E,3,E,1
1.148,-0.00090788,-11.790649350649351,A1-3-E,3,E,1
1.161,-0.00104161,-13.527402597402599,A1-3-E,3,E,1
1.174,-0.00120692,-15.674285714285714,A1-3-E,3,E,1
1.187,-0.00137215,-17.82012987012987,A1-3-E,3,E,1
1.2,-0.00154367,-20.04766233766234,A1-3-E,3,E,1
-0.1,0.00187407,24.338571428571427,A1-4-A,4,A,1
-0.087,0.00187062,24.293766233766235,A1-4-A,4,A,1
-0.074,0.00186744,24.25246753246753,A1-4-A,4,A,1
-0.061,0.00186334,24.199220779220777,A1-4-A,4,A,1
-0.048,0.00185843,24.135454545454547,A1-4-A,4,A,1
-0.035,0.00185454,24.084935064935067,A1-4-A,4,A,1
-0.022,0.00185095,24.038311688311687,A1-4-A,4,A,1
-0.009,0.00184435,23.9525974025974,A1-4-A,4,A,1
0.004,0.00184035,23.90064935064935,A1-4-A,4,A,1
0.017,0.00183534,23.835584415584414,A1-4-A,4,A,1
0.03,0.00182996,23.765714285714285,A1-4-A,4,A,1
0.043,0.00182576,23.711168831168834,A1-4-A,4,A,1
0.056,0.0018211,23.65064935064935,A1-4-A,4,A,1
0.069,0.00181848,23.616623376623373,A1-4-A,4,A,1
0.082,0.00181453,23.56532467532468,A1-4-A,4,A,1
0.095,0.00180894,23.492727272727272,A1-4-A,4,A,1
0.108,0.00180417,23.430779220779222,A1-4-A,4,A,1
0.121,0.00179874,23.36025974025974,A1-4-A,4,A,1
0.134,0.00179391,23.297532467532466,A1-4-A,4,A,1
0.147,0.0017899,23.24545454545455,A1-4-A,4,A,1
0.16,0.00178574,23.19142857142857,A1-4-A,4,A,1
0.173,0.00178159,23.137532467532466,A1-4-A,4,A,1
0.186,0.00177702,23.07818181818182,A1-4-A,4,A,1
0.199,0.00177111,23.001428571428573,A1-4-A,4,A,1
0.212,0.00176694,22.94727272727273,A1-4-A,4,A,1
0.225,0.00176183,22.88090909090909,A1-4-A,4,A,1
0.238,0.0017572,22.820779220779222,A1-4-A,4,A,1
0.251,0.00175441,22.784545454545455,A1-4-A,4,A,1
0.264,0.00174888,22.712727272727275,A1-4-A,4,A,1
0.277,0.00174395,22.6487012987013,A1-4-A,4,A,1
0.29,0.00173838,22.576363636363638,A1-4-A,4,A,1
0.303,0.00173358,22.514025974025973,A1-4-A,4,A,1
0.316,0.0017277,22.437662337662335,A1-4-A,4,A,1
0.329,0.00172177,22.360649350649354,A1-4-A,4,A,1
0.342,0.00171536,22.2774025974026,A1-4-A,4,A,1
0.355,0.00170946,22.20077922077922,A1-4-A,4,A,1
0.368,0.00170385,22.12792207792208,A1-4-A,4,A,1
0.381,0.00169712,22.04051948051948,A1-4-A,4,A,1
0.394,0.00168945,21.94090909090909,A1-4-A,4,A,1
0.407,0.00168289,21.85571428571429,A1-4-A,4,A,1
0.42,0.00167634,21.77064935064935,A1-4-A,4,A,1
0.433,0.0016689,21.674025974025973,A1-4-A,4,A,1
0.446,0.00166194,21.583636363636362,A1-4-A,4,A,1
0.459,0.00165425,21.483766233766232,A1-4-A,4,A,1
0.472,0.00164626,21.38,A1-4-A,4,A,1
0.485,0.00163838,21.27766233766234,A1-4-A,4,A,1
0.498,0.00163014,21.17064935064935,A1-4-A,4,A,1
0.511,0.00162144,21.057662337662336,A1-4-A,4,A,1
0.524,0.0016125,20.941558441558442,A1-4-A,4,A,1
0.537,0.00160354,20.825194805194805,A1-4-A,4,A,1
0.55,0.00159414,20.70311688311688,A1-4-A,4,A,1
0.563,0.00158472,20.58077922077922,A1-4-A,4,A,1
0.576,0.00157505,20.455194805194807,A1-4-A,4,A,1
0.589,0.00156517,20.326883116883117,A1-4-A,4,A,1
0.602,0.00155412,20.183376623376624,A1-4-A,4,A,1
0.615,0.00154304,20.03948051948052,A1-4-A,4,A,1
0.628,0.00153165,19.89155844155844,A1-4-A,4,A,1
0.641,0.00151933,19.73155844155844,A1-4-A,4,A,1
0.654,0.00150652,19.565194805194803,A1-4-A,4,A,1
0.667,0.00149393,19.401688311688314,A1-4-A,4,A,1
0.68,0.00148008,19.22181818181818,A1-4-A,4,A,1
0.693,0.00146605,19.03961038961039,A1-4-A,4,A,1
0.706,0.00145084,18.84207792207792,A1-4-A,4,A,1
0.719,0.0014356,18.644155844155843,A1-4-A,4,A,1
0.732,0.00141977,18.43857142857143,A1-4-A,4,A,1
0.745,0.00140336,18.225454545454546,A1-4-A,4,A,1
0.758,0.00138564,17.995324675324675,A1-4-A,4,A,1
0.771,0.00136717,17.755454545454548,A1-4-A,4,A,1
0.784,0.00134826,17.50987012987013,A1-4-A,4,A,1
0.797,0.0013271,17.235064935064933,A1-4-A,4,A,1
0.81,0.00130577,16.95805194805195,A1-4-A,4,A,1
0.823,0.00128279,16.659610389610393,A1-4-A,4,A,1
0.836,0.00125812,16.33922077922078,A1-4-A,4,A,1
0.849,0.00123268,16.00883116883117,A1-4-A,4,A,1
0.862,0.00120499,15.64922077922078,A1-4-A,4,A,1
0.875,0.00117555,15.266883116883118,A1-4-A,4,A,1
0.888,0.00114426,14.86051948051948,A1-4-A,4,A,1
0.901,0.00111078,14.425714285714287,A1-4-A,4,A,1
0.914,0.00107502,13.961298701298704,A1-4-A,4,A,1
0.927,0.00103669,13.463506493506495,A1-4-A,4,A,1
0.94,0.00100093,12.999090909090908,A1-4-A,4,A,1
0.953,0.0009565,12.422077922077923,A1-4-A,4,A,1
0.966,0.00090968,11.814025974025974,A1-4-A,4,A,1
0.979,0.00085989,11.167402597402598,A1-4-A,4,A,1
0.992,0.00080753,10.487402597402598,A1-4-A,4,A,1
1.005,0.00075232,9.77038961038961,A1-4-A,4,A,1
1.018,0.0006943,9.016883116883118,A1-4-A,4,A,1
1.031,0.00063365,8.22922077922078,A1-4-A,4,A,1
1.044,0.00057051,7.409220779220779,A1-4-A,4,A,1
1.057,0.00050485,6.556493506493507,A1-4-A,4,A,1
1.07,0.00043692,5.674285714285714,A1-4-A,4,A,1
1.083,0.00036685,4.764285714285714,A1-4-A,4,A,1
1.096,0.00029476,3.828051948051948,A1-4-A,4,A,1
1.109,0.00022094,2.8693506493506495,A1-4-A,4,A,1
1.122,0.0001452,1.885714285714286,A1-4-A,4,A,1
1.135,6.976e-05,0.9059740259740259,A1-4-A,4,A,1
1.148,-8.22e-06,-0.10675324675324674,A1-4-A,4,A,1
1.161,-8.862e-05,-1.1509090909090909,A1-4-A,4,A,1
1.174,-0.00017284,-2.244675324675325,A1-4-A,4,A,1
1.187,-0.00025824,-3.353766233766234,A1-4-A,4,A,1
1.2,-0.00034511,-4.481948051948052,A1-4-A,4,A,1
-0.1,0.00190024,24.67844155844156,A1-4-B,4,B,1
-0.087,0.0018957,24.619480519480522,A1-4-B,4,B,1
-0.074,0.00189286,24.5825974025974,A1-4-B,4,B,1
-0.061,0.00188931,24.536493506493507,A1-4-B,4,B,1
-0.048,0.00188642,24.49896103896104,A1-4-B,4,B,1
-0.035,0.00188014,24.417402597402596,A1-4-B,4,B,1
-0.022,0.00187727,24.380129870129867,A1-4-B,4,B,1
-0.009,0.00187374,24.334285714285716,A1-4-B,4,B,1
0.004,0.00187036,24.29038961038961,A1-4-B,4,B,1
0.017,0.00186633,24.23805194805195,A1-4-B,4,B,1
0.03,0.00186251,24.188441558441557,A1-4-B,4,B,1
0.043,0.00185855,24.137012987012987,A1-4-B,4,B,1
0.056,0.00185424,24.081038961038963,A1-4-B,4,B,1
0.069,0.0018496,24.02077922077922,A1-4-B,4,B,1
0.082,0.00184427,23.951558441558443,A1-4-B,4,B,1
0.095,0.00183992,23.895064935064937,A1-4-B,4,B,1
0.108,0.00183534,23.835584415584414,A1-4-B,4,B,1
0.121,0.0018309,23.777922077922078,A1-4-B,4,B,1
0.134,0.00182673,23.72376623376623,A1-4-B,4,B,1
0.147,0.00182253,23.66922077922078,A1-4-B,4,B,1
0.16,0.0018178,23.607792207792208,A1-4-B,4,B,1
0.173,0.00181438,23.563376623376627,A1-4-B,4,B,1
0.186,0.00181047,23.512597402597404,A1-4-B,4,B,1
0.199,0.00180583,23.452337662337666,A1-4-B,4,B,1
0.212,0.00180135,23.394155844155843,A1-4-B,4,B,1
0.225,0.00179671,23.3338961038961,A1-4-B,4,B,1
0.238,0.00179208,23.273766233766235,A1-4-B,4,B,1
0.251,0.0017888,23.23116883116883,A1-4-B,4,B,1
0.264,0.00178483,23.17961038961039,A1-4-B,4,B,1
0.277,0.00177995,23.116233766233766,A1-4-B,4,B,1
0.29,0.001774,23.03896103896104,A1-4-B,4,B,1
0.303,0.00176945,22.979870129870132,A1-4-B,4,B,1
0.316,0.00176445,22.914935064935065,A1-4-B,4,B,1
0.329,0.00175928,22.84779220779221,A1-4-B,4,B,1
0.342,0.00175441,22.784545454545455,A1-4-B,4,B,1
0.355,0.00174881,22.71181818181818,A1-4-B,4,B,1
0.368,0.00174344,22.64207792207792,A1-4-B,4,B,1
0.381,0.00173839,22.576493506493506,A1-4-B,4,B,1
0.394,0.00173213,22.495194805194803,A1-4-B,4,B,1
0.407,0.00172589,22.414155844155847,A1-4-B,4,B,1
0.42,0.00171994,22.33688311688312,A1-4-B,4,B,1
0.433,0.00171309,22.247922077922077,A1-4-B,4,B,1
0.446,0.00170732,22.17298701298701,A1-4-B,4,B,1
0.459,0.00170096,22.09038961038961,A1-4-B,4,B,1
0.472,0.00169351,21.993636363636366,A1-4-B,4,B,1
0.485,0.00168639,21.901168831168835,A1-4-B,4,B,1
0.498,0.00167901,21.805324675324677,A1-4-B,4,B,1
0.511,0.00167102,21.701558441558443,A1-4-B,4,B,1
0.524,0.00166307,21.598311688311686,A1-4-B,4,B,1
0.537,0.00165478,21.49064935064935,A1-4-B,4,B,1
0.55,0.00164541,21.36896103896104,A1-4-B,4,B,1
0.563,0.0016357,21.242857142857144,A1-4-B,4,B,1
0.576,0.0016267,21.125974025974028,A1-4-B,4,B,1
0.589,0.00161608,20.988051948051947,A1-4-B,4,B,1
0.602,0.00160611,20.858571428571427,A1-4-B,4,B,1
0.615,0.00159565,20.722727272727276,A1-4-B,4,B,1
0.628,0.00158351,20.565064935064935,A1-4-B,4,B,1
0.641,0.0015716,20.41038961038961,A1-4-B,4,B,1
0.654,0.00155963,20.254935064935065,A1-4-B,4,B,1
0.667,0.0015465,20.084415584415584,A1-4-B,4,B,1
0.68,0.00153237,19.900909090909092,A1-4-B,4,B,1
0.693,0.00151878,19.724415584415585,A1-4-B,4,B,1
0.706,0.00150383,19.53025974025974,A1-4-B,4,B,1
0.719,0.00148819,19.327142857142857,A1-4-B,4,B,1
0.732,0.00147156,19.111168831168833,A1-4-B,4,B,1
0.745,0.00145409,18.884285714285713,A1-4-B,4,B,1
0.758,0.00143606,18.650129870129874,A1-4-B,4,B,1
0.771,0.00141613,18.391298701298705,A1-4-B,4,B,1
0.784,0.00139546,18.122857142857146,A1-4-B,4,B,1
0.797,0.00137377,17.841168831168833,A1-4-B,4,B,1
0.81,0.00135051,17.53909090909091,A1-4-B,4,B,1
0.823,0.00132566,17.21636363636364,A1-4-B,4,B,1
0.836,0.00129964,16.87844155844156,A1-4-B,4,B,1
0.849,0.00127139,16.511558441558442,A1-4-B,4,B,1
0.862,0.00124104,16.117402597402595,A1-4-B,4,B,1
0.875,0.0012088,15.698701298701298,A1-4-B,4,B,1
0.888,0.00117431,15.250779220779222,A1-4-B,4,B,1
0.901,0.00113789,14.777792207792206,A1-4-B,4,B,1
0.914,0.00109852,14.266493506493507,A1-4-B,4,B,1
0.927,0.00105675,13.724025974025974,A1-4-B,4,B,1
0.94,0.00101237,13.147662337662338,A1-4-B,4,B,1
0.953,0.00097278,12.633506493506493,A1-4-B,4,B,1
0.966,0.00092208,11.975064935064935,A1-4-B,4,B,1
0.979,0.00086857,11.280129870129871,A1-4-B,4,B,1
0.992,0.0008125,10.551948051948052,A1-4-B,4,B,1
1.005,0.00075384,9.79012987012987,A1-4-B,4,B,1
1.018,0.00069292,8.998961038961038,A1-4-B,4,B,1
1.031,0.0006294,8.174025974025975,A1-4-B,4,B,1
1.044,0.00056339,7.316753246753247,A1-4-B,4,B,1
1.057,0.00049516,6.430649350649351,A1-4-B,4,B,1
1.07,0.00042499,5.519350649350649,A1-4-B,4,B,1
1.083,0.00035295,4.583766233766234,A1-4-B,4,B,1
1.096,0.00027903,3.6237662337662337,A1-4-B,4,B,1
1.109,0.00020339,2.6414285714285715,A1-4-B,4,B,1
1.122,0.00012609,1.6375324675324678,A1-4-B,4,B,1
1.135,5.081e-05,0.6598701298701299,A1-4-B,4,B,1
1.148,-3.018e-05,-0.39194805194805193,A1-4-B,4,B,1
1.161,-0.00010769,-1.3985714285714286,A1-4-B,4,B,1
1.174,-0.00019221,-2.4962337662337664,A1-4-B,4,B,1
1.187,-0.00027812,-3.6119480519480516,A1-4-B,4,B,1
1.2,-0.00036531,-4.744285714285714,A1-4-B,4,B,1
-0.1,0.00163526,21.237142857142857,A1-4-C,4,C,1
-0.087,0.00163508,21.234805194805194,A1-4-C,4,C,1
-0.074,0.00163415,21.222727272727273,A1-4-C,4,C,1
-0.061,0.00163406,21.22155844155844,A1-4-C,4,C,1
-0.048,0.00163404,21.221298701298704,A1-4-C,4,C,1
-0.035,0.00163354,21.214805194805194,A1-4-C,4,C,1
-0.022,0.00163285,21.205844155844154,A1-4-C,4,C,1
-0.009,0.00163267,21.20350649350649,A1-4-C,4,C,1
0.004,0.00163265,21.203246753246756,A1-4-C,4,C,1
0.017,0.00163181,21.192337662337664,A1-4-C,4,C,1
0.03,0.00163095,21.181168831168833,A1-4-C,4,C,1
0.043,0.00163076,21.1787012987013,A1-4-C,4,C,1
0.056,0.00163,21.16883116883117,A1-4-C,4,C,1
0.069,0.00162983,21.166623376623377,A1-4-C,4,C,1
0.082,0.00162891,21.154675324675324,A1-4-C,4,C,1
0.095,0.00162806,21.143636363636364,A1-4-C,4,C,1
0.108,0.00162728,21.133506493506495,A1-4-C,4,C,1
0.121,0.00162659,21.124545454545455,A1-4-C,4,C,1
0.134,0.00162572,21.113246753246752,A1-4-C,4,C,1
0.147,0.00162426,21.094285714285714,A1-4-C,4,C,1
0.16,0.00162382,21.088571428571427,A1-4-C,4,C,1
0.173,0.00162252,21.071688311688312,A1-4-C,4,C,1
0.186,0.00162067,21.047662337662338,A1-4-C,4,C,1
0.199,0.00162023,21.041948051948054,A1-4-C,4,C,1
0.212,0.00161945,21.03181818181818,A1-4-C,4,C,1
0.225,0.0016175,21.00649350649351,A1-4-C,4,C,1
0.238,0.00161582,20.984675324675326,A1-4-C,4,C,1
0.251,0.00161455,20.968181818181815,A1-4-C,4,C,1
0.264,0.00161353,20.954935064935064,A1-4-C,4,C,1
0.277,0.0016113,20.925974025974025,A1-4-C,4,C,1
0.29,0.00160971,20.905324675324678,A1-4-C,4,C,1
0.303,0.00160836,20.88779220779221,A1-4-C,4,C,1
0.316,0.00160625,20.86038961038961,A1-4-C,4,C,1
0.329,0.00160448,20.837402597402598,A1-4-C,4,C,1
0.342,0.00160188,20.803636363636365,A1-4-C,4,C,1
0.355,0.00159923,20.76922077922078,A1-4-C,4,C,1
0.368,0.00159739,20.745324675324675,A1-4-C,4,C,1
0.381,0.00159407,20.702207792207794,A1-4-C,4,C,1
0.394,0.0015913,20.666233766233766,A1-4-C,4,C,1
0.407,0.00158864,20.63168831168831,A1-4-C,4,C,1
0.42,0.00158513,20.586103896103893,A1-4-C,4,C,1
0.433,0.00158212,20.547012987012987,A1-4-C,4,C,1
0.446,0.00157822,20.496363636363636,A1-4-C,4,C,1
0.459,0.00157367,20.437272727272727,A1-4-C,4,C,1
0.472,0.00156953,20.38350649350649,A1-4-C,4,C,1
0.485,0.00156541,20.330000000000002,A1-4-C,4,C,1
0.498,0.0015608,20.270129870129868,A1-4-C,4,C,1
0.511,0.00155606,20.208571428571428,A1-4-C,4,C,1
0.524,0.00155094,20.142077922077924,A1-4-C,4,C,1
0.537,0.00154465,20.060389610389613,A1-4-C,4,C,1
0.55,0.00153874,19.983636363636364,A1-4-C,4,C,1
0.563,0.00153222,19.89896103896104,A1-4-C,4,C,1
0.576,0.00152579,19.815454545454546,A1-4-C,4,C,1
0.589,0.00151875,19.724025974025974,A1-4-C,4,C,1
0.602,0.00151095,19.622727272727275,A1-4-C,4,C,1
0.615,0.00150265,19.514935064935067,A1-4-C,4,C,1
0.628,0.0014942,19.405194805194803,A1-4-C,4,C,1
0.641,0.00148497,19.285324675324674,A1-4-C,4,C,1
0.654,0.00147502,19.156103896103897,A1-4-C,4,C,1
0.667,0.00146459,19.02064935064935,A1-4-C,4,C,1
0.68,0.00145373,18.87961038961039,A1-4-C,4,C,1
0.693,0.0014419,18.72597402597403,A1-4-C,4,C,1
0.706,0.00142954,18.565454545454546,A1-4-C,4,C,1
0.719,0.00141674,18.39922077922078,A1-4-C,4,C,1
0.732,0.00140228,18.211428571428574,A1-4-C,4,C,1
0.745,0.00138702,18.013246753246754,A1-4-C,4,C,1
0.758,0.00137095,17.804545454545455,A1-4-C,4,C,1
0.771,0.0013538,17.581818181818182,A1-4-C,4,C,1
0.784,0.00133509,17.338831168831167,A1-4-C,4,C,1
0.797,0.00131507,17.07883116883117,A1-4-C,4,C,1
0.81,0.00129403,16.805584415584416,A1-4-C,4,C,1
0.823,0.00127101,16.506623376623377,A1-4-C,4,C,1
0.836,0.00124563,16.177012987012986,A1-4-C,4,C,1
0.849,0.00121882,15.828831168831169,A1-4-C,4,C,1
0.862,0.00118952,15.448311688311687,A1-4-C,4,C,1
0.875,0.00115825,15.042207792207792,A1-4-C,4,C,1
0.888,0.0011247,14.606493506493507,A1-4-C,4,C,1
0.901,0.00108876,14.13974025974026,A1-4-C,4,C,1
0.914,0.00105071,13.645584415584416,A1-4-C,4,C,1
0.927,0.00100925,13.107142857142858,A1-4-C,4,C,1
0.94,0.00097637,12.68012987012987,A1-4-C,4,C,1
0.953,0.00092759,12.046623376623376,A1-4-C,4,C,1
0.966,0.00087579,11.373896103896103,A1-4-C,4,C,1
0.979,0.00082157,10.669740259740259,A1-4-C,4,C,1
0.992,0.00076466,9.930649350649352,A1-4-C,4,C,1
1.005,0.00070495,9.155194805194805,A1-4-C,4,C,1
1.018,0.00064301,8.35077922077922,A1-4-C,4,C,1
1.031,0.00057793,7.505584415584416,A1-4-C,4,C,1
1.044,0.0005107,6.632467532467532,A1-4-C,4,C,1
1.057,0.00044102,5.727532467532467,A1-4-C,4,C,1
1.07,0.0003692,4.794805194805194,A1-4-C,4,C,1
1.083,0.00029525,3.8344155844155843,A1-4-C,4,C,1
1.096,0.00021925,2.8474025974025974,A1-4-C,4,C,1
1.109,0.0001414,1.8363636363636364,A1-4-C,4,C,1
1.122,6.813e-05,0.8848051948051948,A1-4-C,4,C,1
1.135,-1.443e-05,-0.18740259740259743,A1-4-C,4,C,1
1.148,-9.837e-05,-1.2775324675324675,A1-4-C,4,C,1
1.161,-0.00017787,-2.31,A1-4-C,4,C,1
1.174,-0.00026623,-3.457532467532468,A1-4-C,4,C,1
1.187,-0.00035581,-4.620909090909091,A1-4-C,4,C,1
1.2,-0.00044678,-5.802337662337663,A1-4-C,4,C,1
-0.1,0.00172638,22.42051948051948,A1-4-D,4,D,1
-0.087,0.0017262,22.418181818181818,A1-4-D,4,D,1
-0.074,0.00172666,22.424155844155848,A1-4-D,4,D,1
-0.061,0.00172648,22.421818181818182,A1-4-D,4,D,1
-0.048,0.00172585,22.41363636363636,A1-4-D,4,D,1
-0.035,0.00172592,22.414545454545454,A1-4-D,4,D,1
-0.022,0.00172611,22.41701298701299,A1-4-D,4,D,1
-0.009,0.00172585,22.41363636363636,A1-4-D,4,D,1
0.004,0.00172609,22.41675324675325,A1-4-D,4,D,1
0.017,0.00172571,22.41181818181818,A1-4-D,4,D,1
0.03,0.0017253,22.406493506493508,A1-4-D,4,D,1
0.043,0.00172475,22.399350649350648,A1-4-D,4,D,1
0.056,0.00172482,22.40025974025974,A1-4-D,4,D,1
0.069,0.00172526,22.40597402597403,A1-4-D,4,D,1
0.082,0.00172496,22.402077922077925,A1-4-D,4,D,1
0.095,0.00172472,22.398961038961037,A1-4-D,4,D,1
0.108,0.00172412,22.39116883116883,A1-4-D,4,D,1
0.121,0.00172321,22.37935064935065,A1-4-D,4,D,1
0.134,0.0017232,22.37922077922078,A1-4-D,4,D,1
0.147,0.00172341,22.38194805194805,A1-4-D,4,D,1
0.16,0.00172254,22.37064935064935,A1-4-D,4,D,1
0.173,0.0017216,22.35844155844156,A1-4-D,4,D,1
0.186,0.00172165,22.35909090909091,A1-4-D,4,D,1
0.199,0.00172031,22.341688311688312,A1-4-D,4,D,1
0.212,0.00171964,22.33298701298701,A1-4-D,4,D,1
0.225,0.00172002,22.337922077922077,A1-4-D,4,D,1
0.238,0.00171959,22.33233766233766,A1-4-D,4,D,1
0.251,0.00171857,22.31909090909091,A1-4-D,4,D,1
0.264,0.00171814,22.313506493506495,A1-4-D,4,D,1
0.277,0.0017179,22.31038961038961,A1-4-D,4,D,1
0.29,0.00171684,22.296623376623376,A1-4-D,4,D,1
0.303,0.00171629,22.28948051948052,A1-4-D,4,D,1
0.316,0.00171524,22.275844155844158,A1-4-D,4,D,1
0.329,0.0017149,22.271428571428572,A1-4-D,4,D,1
0.342,0.00171398,22.25948051948052,A1-4-D,4,D,1
0.355,0.00171283,22.244545454545456,A1-4-D,4,D,1
0.368,0.00171209,22.234935064935065,A1-4-D,4,D,1
0.381,0.00171088,22.21922077922078,A1-4-D,4,D,1
0.394,0.00171034,22.212207792207792,A1-4-D,4,D,1
0.407,0.00170926,22.19818181818182,A1-4-D,4,D,1
0.42,0.00170804,22.182337662337662,A1-4-D,4,D,1
0.433,0.00170721,22.171558441558442,A1-4-D,4,D,1
0.446,0.0017059,22.154545454545456,A1-4-D,4,D,1
0.459,0.00170453,22.136753246753248,A1-4-D,4,D,1
0.472,0.0017028,22.114285714285714,A1-4-D,4,D,1
0.485,0.00170079,22.08818181818182,A1-4-D,4,D,1
0.498,0.00169941,22.07025974025974,A1-4-D,4,D,1
0.511,0.00169743,22.044545454545457,A1-4-D,4,D,1
0.524,0.00169549,22.01935064935065,A1-4-D,4,D,1
0.537,0.00169345,21.992857142857144,A1-4-D,4,D,1
0.55,0.00169141,21.966363636363635,A1-4-D,4,D,1
0.563,0.00168912,21.936623376623377,A1-4-D,4,D,1
0.576,0.00168634,21.900519480519478,A1-4-D,4,D,1
0.589,0.0016827,21.853246753246754,A1-4-D,4,D,1
0.602,0.00167972,21.814545454545456,A1-4-D,4,D,1
0.615,0.0016766,21.774025974025978,A1-4-D,4,D,1
0.628,0.00167275,21.724025974025974,A1-4-D,4,D,1
0.641,0.00166851,21.66896103896104,A1-4-D,4,D,1
0.654,0.00166346,21.603376623376626,A1-4-D,4,D,1
0.667,0.00165803,21.532857142857143,A1-4-D,4,D,1
0.68,0.00165283,21.465324675324677,A1-4-D,4,D,1
0.693,0.00164641,21.38194805194805,A1-4-D,4,D,1
0.706,0.00163993,21.297792207792206,A1-4-D,4,D,1
0.719,0.00163227,21.198311688311687,A1-4-D,4,D,1
0.732,0.00162365,21.086363636363636,A1-4-D,4,D,1
0.745,0.00161421,20.963766233766233,A1-4-D,4,D,1
0.758,0.001603,20.81818181818182,A1-4-D,4,D,1
0.771,0.00159066,20.657922077922077,A1-4-D,4,D,1
0.784,0.00157684,20.478441558441556,A1-4-D,4,D,1
0.797,0.00156239,20.290779220779225,A1-4-D,4,D,1
0.81,0.00154493,20.064025974025974,A1-4-D,4,D,1
0.823,0.00152482,19.802857142857142,A1-4-D,4,D,1
0.836,0.00150276,19.516363636363632,A1-4-D,4,D,1
0.849,0.00147821,19.19753246753247,A1-4-D,4,D,1
0.862,0.00144934,18.822597402597403,A1-4-D,4,D,1
0.875,0.001418,18.415584415584416,A1-4-D,4,D,1
0.888,0.00138281,17.958571428571428,A1-4-D,4,D,1
