Labels,FZS16,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,900.00,
Step,0.500,
Fixed/Offset,500.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.0004635,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.99968487,
Detector,Detector 1,

700.00,2.33500903E+3,
700.500,3.49254443E+3,
701.00,2.68262036E+3,
701.500,2.89890820E+3,
702.00,2.61606616E+3,
702.500,3.29422070E+3,
703.00,3.09840796E+3,
703.500,3.90540210E+3,
704.00,3.79409912E+3,
704.500,3.51415112E+3,
705.00,2.84626489E+3,
705.500,3.70637329E+3,
706.00,4.44405176E+3,
706.500,3.59927661E+3,
707.00,3.86635693E+3,
707.500,3.66186841E+3,
708.00,3.98490039E+3,
708.500,4.17674365E+3,
709.00,4.79344727E+3,
709.500,4.11014893E+3,
710.00,4.75157275E+3,
710.500,4.46762402E+3,
711.00,4.97478906E+3,
711.500,4.64105859E+3,
712.00,5.95940674E+3,
712.500,4.52859961E+3,
713.00,5.03265527E+3,
713.500,3.65236450E+3,
714.00,5.61543359E+3,
714.500,4.95906201E+3,
715.00,5.53133789E+3,
715.500,5.09512354E+3,
716.00,6.54459277E+3,
716.500,6.66096436E+3,
717.00,5.89229248E+3,
717.500,6.46539746E+3,
718.00,6.54138477E+3,
718.500,8.02315186E+3,
719.00,8.10448145E+3,
719.500,6.81862500E+3,
720.00,8.89441895E+3,
720.500,8.15811475E+3,
721.00,8.18231592E+3,
721.500,8.06922900E+3,
722.00,9.16106738E+3,
722.500,9.16967188E+3,
723.00,9.16217090E+3,
723.500,1.01216152E+4,
724.00,1.09765391E+4,
724.500,1.16465361E+4,
725.00,1.08985059E+4,
725.500,1.22273975E+4,
726.00,1.35746465E+4,
726.500,1.28403574E+4,
727.00,1.16927744E+4,
727.500,1.35313027E+4,
728.00,1.46297061E+4,
728.500,1.62592324E+4,
729.00,1.57833486E+4,
729.500,1.65186055E+4,
730.00,1.50494434E+4,
730.500,1.56445938E+4,
731.00,1.97980176E+4,
731.500,1.95429707E+4,
732.00,2.04151582E+4,
732.500,2.04296367E+4,
733.00,2.00594668E+4,
733.500,2.07774434E+4,
734.00,2.34460449E+4,
734.500,2.34677793E+4,
735.00,2.42574668E+4,
735.500,2.47147930E+4,
736.00,2.61326172E+4,
736.500,2.65577168E+4,
737.00,2.79160840E+4,
737.500,2.84549590E+4,
738.00,2.97724570E+4,
738.500,2.98959551E+4,
739.00,3.24134297E+4,
739.500,3.34463828E+4,
740.00,3.30604219E+4,
740.500,3.49478516E+4,
741.00,3.61503398E+4,
741.500,3.63680547E+4,
742.00,4.03104453E+4,
742.500,4.09421758E+4,
743.00,4.34124453E+4,
743.500,4.02836953E+4,
744.00,4.63885391E+4,
744.500,4.75888086E+4,
745.00,4.85644336E+4,
745.500,5.27402578E+4,
746.00,5.22142773E+4,
746.500,5.49745078E+4,
747.00,5.72559219E+4,
747.500,6.35608789E+4,
748.00,6.29643789E+4,
748.500,7.28047578E+4,
749.00,6.93722500E+4,
749.500,6.68330859E+4,
750.00,7.74342578E+4,
750.500,7.40801094E+4,
751.00,8.29575313E+4,
751.500,8.03841953E+4,
752.00,9.02015859E+4,
752.500,8.82621484E+4,
753.00,9.30379688E+4,
753.500,9.65630469E+4,
754.00,1.05571383E+5,
754.500,1.01520734E+5,
755.00,1.06073961E+5,
755.500,1.09428742E+5,
756.00,1.16719719E+5,
756.500,1.23263758E+5,
757.00,1.28230023E+5,
757.500,1.30423742E+5,
758.00,1.35750203E+5,
758.500,1.35762859E+5,
759.00,1.45927484E+5,
759.500,1.57297469E+5,
760.00,1.55443578E+5,
760.500,1.58336578E+5,
761.00,1.71893188E+5,
761.500,1.78698984E+5,
762.00,1.85610844E+5,
762.500,1.89457266E+5,
763.00,2.00435375E+5,
763.500,2.02008703E+5,
764.00,2.12327609E+5,
764.500,2.22345297E+5,
765.00,2.28278578E+5,
765.500,2.39623641E+5,
766.00,2.47468281E+5,
766.500,2.54651500E+5,
767.00,2.71944625E+5,
767.500,2.73662656E+5,
768.00,2.81610563E+5,
768.500,2.92038844E+5,
769.00,3.13268219E+5,
769.500,3.21328156E+5,
770.00,3.39080156E+5,
770.500,3.45870969E+5,
771.00,3.58248531E+5,
771.500,3.72207188E+5,
772.00,3.88217563E+5,
772.500,3.96460656E+5,
773.00,4.12394469E+5,
773.500,4.22069281E+5,
774.00,4.39757813E+5,
774.500,4.58162094E+5,
775.00,4.85954188E+5,
775.500,4.91437563E+5,
776.00,4.95418469E+5,
776.500,5.30103438E+5,
777.00,5.55871563E+5,
777.500,5.63458688E+5,
778.00,5.96140938E+5,
778.500,6.10431250E+5,
779.00,6.25473188E+5,
779.500,6.66225688E+5,
780.00,6.77406063E+5,
780.500,6.94324063E+5,
781.00,7.18943813E+5,
781.500,7.41261938E+5,
782.00,7.69055188E+5,
782.500,8.06668688E+5,
783.00,8.17898000E+5,
783.500,8.54646250E+5,
784.00,8.71528563E+5,
784.500,9.16550063E+5,
785.00,9.27301000E+5,
785.500,9.66655000E+5,
786.00,9.88217375E+5,
786.500,1.01276206E+6,
787.00,1.04630931E+6,
787.500,1.07978063E+6,
788.00,1.10200138E+6,
788.500,1.13585813E+6,
789.00,1.16726513E+6,
789.500,1.20041013E+6,
790.00,1.23848525E+6,
790.500,1.27231575E+6,
791.00,1.29610263E+6,
791.500,1.33816650E+6,
792.00,1.34477913E+6,
792.500,1.39688338E+6,
793.00,1.42911675E+6,
793.500,1.45041088E+6,
794.00,1.48102013E+6,
794.500,1.50988713E+6,
795.00,1.56175500E+6,
795.500,1.58757763E+6,
796.00,1.61029550E+6,
796.500,1.64178175E+6,
797.00,1.67885625E+6,
797.500,1.71570425E+6,
798.00,1.71162088E+6,
798.500,1.75759475E+6,
799.00,1.75519963E+6,
799.500,1.79252063E+6,
800.00,1.81214788E+6,
800.500,1.87021613E+6,
801.00,1.87657113E+6,
801.500,1.90075075E+6,
802.00,1.91133875E+6,
802.500,1.95124775E+6,
803.00,1.95573838E+6,
803.500,1.97251263E+6,
804.00,1.98619275E+6,
804.500,2.01979575E+6,
805.00,2.01868413E+6,
805.500,2.02846613E+6,
806.00,2.03740163E+6,
806.500,2.06319263E+6,
807.00,2.08048625E+6,
807.500,2.06300475E+6,
808.00,2.05974025E+6,
808.500,2.07167788E+6,
809.00,2.09248738E+6,
809.500,2.08518888E+6,
810.00,2.07905638E+6,
810.500,2.07557338E+6,
811.00,2.08299513E+6,
811.500,2.10093775E+6,
812.00,2.05421025E+6,
812.500,2.04992138E+6,
813.00,2.04723125E+6,
813.500,2.01893150E+6,
814.00,2.01411775E+6,
814.500,1.99179363E+6,
815.00,1.97894838E+6,
815.500,1.98703350E+6,
816.00,1.95440813E+6,
816.500,1.94989338E+6,
817.00,1.89700863E+6,
817.500,1.92835250E+6,
818.00,1.88071288E+6,
818.500,1.89057950E+6,
819.00,1.86698875E+6,
819.500,1.81431075E+6,
820.00,1.79645500E+6,
820.500,1.78692263E+6,
821.00,1.75463975E+6,
821.500,1.71979800E+6,
822.00,1.67447238E+6,
822.500,1.68893025E+6,
823.00,1.61969088E+6,
823.500,1.61618800E+6,
824.00,1.61358213E+6,
824.500,1.54031713E+6,
825.00,1.51796675E+6,
825.500,1.48939825E+6,
826.00,1.45854038E+6,
826.500,1.39226400E+6,
827.00,1.36341713E+6,
827.500,1.35223150E+6,
828.00,1.32055950E+6,
828.500,1.28235100E+6,
829.00,1.25807750E+6,
829.500,1.19082588E+6,
830.00,1.17547238E+6,
830.500,1.13407738E+6,
831.00,1.10584425E+6,
831.500,1.07871725E+6,
832.00,1.04483938E+6,
832.500,1.01831213E+6,
833.00,1.00698500E+6,
833.500,9.58014875E+5,
834.00,9.25022500E+5,
834.500,9.20390125E+5,
835.00,8.96314125E+5,
835.500,8.59011125E+5,
836.00,8.43562688E+5,
836.500,7.98126563E+5,
837.00,7.81743250E+5,
837.500,7.57720188E+5,
838.00,7.32913813E+5,
838.500,7.06043625E+5,
839.00,6.84348063E+5,
839.500,6.61491375E+5,
840.00,6.55093000E+5,
840.500,6.28151313E+5,
841.00,5.92365375E+5,
841.500,5.81248000E+5,
842.00,5.50678750E+5,
842.500,5.29721000E+5,
843.00,5.06700781E+5,
843.500,5.11712000E+5,
844.00,4.91079938E+5,
844.500,4.67084969E+5,
845.00,4.58530750E+5,
845.500,4.38010250E+5,
846.00,4.13961781E+5,
846.500,4.18939844E+5,
847.00,4.02847375E+5,
847.500,3.97041500E+5,
848.00,3.63372313E+5,
848.500,3.61158031E+5,
849.00,3.46593531E+5,
849.500,3.25690313E+5,
850.00,3.12050406E+5,
850.500,3.00278125E+5,
851.00,2.91132906E+5,
851.500,2.92557094E+5,
852.00,2.69752344E+5,
852.500,2.53157344E+5,
853.00,2.48939109E+5,
853.500,2.53034297E+5,
854.00,2.37668359E+5,
854.500,2.34660203E+5,
855.00,2.16626328E+5,
855.500,2.27242766E+5,
856.00,1.98449516E+5,
856.500,1.93042531E+5,
857.00,2.00994172E+5,
857.500,1.85174078E+5,
858.00,1.73624313E+5,
858.500,1.73694500E+5,
859.00,1.68365719E+5,
859.500,1.56286063E+5,
860.00,1.49984984E+5,
860.500,1.37656484E+5,
861.00,1.53766531E+5,
861.500,1.46198438E+5,
862.00,1.38318766E+5,
862.500,1.35058656E+5,
863.00,1.23857141E+5,
863.500,1.19255719E+5,
864.00,1.15834383E+5,
864.500,1.09632188E+5,
865.00,1.03939813E+5,
865.500,1.10199773E+5,
866.00,1.06318805E+5,
866.500,1.04143906E+5,
867.00,9.32510781E+4,
867.500,8.24058594E+4,
868.00,8.44451875E+4,
868.500,8.42170547E+4,
869.00,8.71885313E+4,
869.500,7.48461328E+4,
870.00,8.01231719E+4,
870.500,6.88138438E+4,
871.00,6.93709844E+4,
871.500,6.11214297E+4,
872.00,6.26300859E+4,
872.500,7.13039453E+4,
873.00,6.26976250E+4,
873.500,5.64993750E+4,
874.00,5.71195898E+4,
874.500,5.13615508E+4,
875.00,5.23701016E+4,
875.500,4.92667031E+4,
876.00,5.43031250E+4,
876.500,5.82588359E+4,
877.00,4.73609375E+4,
877.500,4.83761250E+4,
878.00,5.19682734E+4,
878.500,4.25174258E+4,
879.00,3.89070977E+4,
879.500,5.04038164E+4,
880.00,4.85219102E+4,
880.500,4.97802227E+4,
881.00,6.67786406E+4,
881.500,6.22817031E+4,
882.00,5.94365156E+4,
882.500,6.61862188E+4,
883.00,5.67193008E+4,
883.500,6.06958359E+4,
884.00,5.26349531E+4,
884.500,5.34038281E+4,
885.00,6.01372969E+4,
885.500,4.53185313E+4,
886.00,5.32880820E+4,
886.500,4.37562539E+4,
887.00,3.58323320E+4,
887.500,4.03301484E+4,
888.00,2.62492949E+4,
888.500,3.35099336E+4,
889.00,2.91435117E+4,
889.500,2.53964355E+4,
890.00,2.13599980E+4,
890.500,2.11679160E+4,
891.00,2.28282969E+4,
891.500,2.50519199E+4,
892.00,1.77784688E+4,
892.500,2.78741387E+4,
893.00,2.55716035E+4,
893.500,3.31939492E+4,
894.00,2.49869121E+4,
894.500,2.46128457E+4,
895.00,3.91046992E+4,
895.500,2.56966016E+4,
896.00,1.66522871E+4,
896.500,1.93299922E+4,
897.00,3.07580176E+4,
897.500,1.85523320E+4,
898.00,1.54082012E+4,
898.500,2.71954238E+4,
899.00,2.48701328E+4,
899.500,2.49023789E+4,
900.00,2.13860293E+4,
