Labels,FZS012,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,900.00,
Step,0.500,
Fixed/Offset,500.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.0004635,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.99968487,
Detector,Detector 1,

700.00,9.84491028E+2,
700.500,3.29154327E+2,
701.00,2.88933044E+2,
701.500,7.46075012E+2,
702.00,7.48457886E+2,
702.500,4.58745300E+2,
703.00,3.34880707E+2,
703.500,4.20090485E+2,
704.00,8.00681335E+2,
704.500,1.10014221E+3,
705.00,4.24659088E+2,
705.500,5.96427856E+2,
706.00,9.41011597E+2,
706.500,6.01132263E+2,
707.00,5.59707581E+2,
707.500,6.90984070E+2,
708.00,9.52677429E+2,
708.500,5.21389160E+2,
709.00,4.36248741E+1,
709.500,5.69051697E+2,
710.00,4.83304169E+2,
710.500,8.82401062E+2,
711.00,7.52881042E+2,
711.500,7.11035095E+2,
712.00,7.58368896E+2,
712.500,3.58173584E+2,
713.00,9.88920837E+2,
713.500,2.25482239E+2,
714.00,1.31248279E+3,
714.500,3.63655701E+2,
715.00,1.68932739E+3,
715.500,1.19228125E+3,
716.00,1.56566931E+3,
716.500,1.15514087E+3,
717.00,8.34411316E+2,
717.500,1.06981396E+3,
718.00,8.40313843E+2,
718.500,1.68742859E+3,
719.00,1.36494556E+3,
719.500,1.70193726E+3,
720.00,1.13872852E+3,
720.500,1.23813184E+3,
721.00,1.57710547E+3,
721.500,1.38897583E+3,
722.00,1.63312305E+3,
722.500,1.39906689E+3,
723.00,1.79277234E+3,
723.500,1.21549658E+3,
724.00,2.00139514E+3,
724.500,1.42137695E+3,
725.00,2.06693433E+3,
725.500,1.67859570E+3,
726.00,2.08053027E+3,
726.500,2.38597925E+3,
727.00,1.44644421E+3,
727.500,2.45387744E+3,
728.00,2.16310156E+3,
728.500,1.61622009E+3,
729.00,1.97756567E+3,
729.500,2.59696582E+3,
730.00,3.27125366E+3,
730.500,3.18129199E+3,
731.00,3.24422583E+3,
731.500,2.17079980E+3,
732.00,1.97108325E+3,
732.500,2.18754883E+3,
733.00,2.56289478E+3,
733.500,2.94168994E+3,
734.00,3.16605225E+3,
734.500,2.80696875E+3,
735.00,3.02809692E+3,
735.500,3.67868750E+3,
736.00,3.85610425E+3,
736.500,4.84141553E+3,
737.00,4.64494141E+3,
737.500,3.14453931E+3,
738.00,4.13860352E+3,
738.500,4.48711426E+3,
739.00,3.95884717E+3,
739.500,4.75143994E+3,
740.00,4.38378662E+3,
740.500,4.23406201E+3,
741.00,4.92043115E+3,
741.500,5.66841064E+3,
742.00,6.08231494E+3,
742.500,5.20421533E+3,
743.00,5.16899756E+3,
743.500,5.69921436E+3,
744.00,4.17652344E+3,
744.500,6.14775244E+3,
745.00,7.84734131E+3,
745.500,6.43086768E+3,
746.00,6.33775439E+3,
746.500,6.76416211E+3,
747.00,8.84012695E+3,
747.500,9.52064746E+3,
748.00,8.32050391E+3,
748.500,8.47429004E+3,
749.00,8.92547949E+3,
749.500,8.66585449E+3,
750.00,9.48690625E+3,
750.500,1.00055078E+4,
751.00,1.04164326E+4,
751.500,1.07051494E+4,
752.00,1.05169971E+4,
752.500,1.16128496E+4,
753.00,1.11637314E+4,
753.500,1.19490459E+4,
754.00,1.13728145E+4,
754.500,1.37983945E+4,
755.00,1.44257949E+4,
755.500,1.34142959E+4,
756.00,1.30353203E+4,
756.500,1.45026904E+4,
757.00,1.66174395E+4,
757.500,1.75375195E+4,
758.00,1.63355176E+4,
758.500,1.77773008E+4,
759.00,1.95555273E+4,
759.500,1.67555566E+4,
760.00,1.99716758E+4,
760.500,1.95273203E+4,
761.00,1.70999277E+4,
761.500,2.28193477E+4,
762.00,2.46420645E+4,
762.500,2.35996016E+4,
763.00,2.27721523E+4,
763.500,2.48479531E+4,
764.00,2.52281191E+4,
764.500,2.75764727E+4,
765.00,2.84441426E+4,
765.500,2.94806563E+4,
766.00,3.03619063E+4,
766.500,3.14046230E+4,
767.00,3.13453125E+4,
767.500,3.09716172E+4,
768.00,3.45355859E+4,
768.500,3.51823945E+4,
769.00,3.66424414E+4,
769.500,3.84658359E+4,
770.00,4.15279023E+4,
770.500,3.79656680E+4,
771.00,4.38913555E+4,
771.500,4.34365078E+4,
772.00,4.54731484E+4,
772.500,4.58552383E+4,
773.00,4.69114141E+4,
773.500,4.74832148E+4,
774.00,5.09754805E+4,
774.500,5.18591055E+4,
775.00,5.31332617E+4,
775.500,5.48558008E+4,
776.00,5.24679688E+4,
776.500,6.19240078E+4,
777.00,6.62870625E+4,
777.500,6.49467109E+4,
778.00,6.45942500E+4,
778.500,7.02758281E+4,
779.00,7.37961484E+4,
779.500,7.58507734E+4,
780.00,7.32574453E+4,
780.500,8.13557188E+4,
781.00,8.24828047E+4,
781.500,8.18139922E+4,
782.00,8.78383516E+4,
782.500,8.72328281E+4,
783.00,9.15585781E+4,
783.500,9.31176953E+4,
784.00,9.11085938E+4,
784.500,9.52660547E+4,
785.00,1.05471594E+5,
785.500,1.06531648E+5,
786.00,1.01452414E+5,
786.500,1.05978063E+5,
787.00,1.13577883E+5,
787.500,1.19374398E+5,
788.00,1.15197578E+5,
788.500,1.18892961E+5,
789.00,1.26321836E+5,
789.500,1.25882914E+5,
790.00,1.24968242E+5,
790.500,1.31930250E+5,
791.00,1.40442828E+5,
791.500,1.39250594E+5,
792.00,1.41075406E+5,
792.500,1.42455703E+5,
793.00,1.56462734E+5,
793.500,1.51371344E+5,
794.00,1.49556453E+5,
794.500,1.61839359E+5,
795.00,1.52362891E+5,
795.500,1.56955406E+5,
796.00,1.58187813E+5,
796.500,1.62113875E+5,
797.00,1.62984703E+5,
797.500,1.64242031E+5,
798.00,1.59717234E+5,
798.500,1.59818156E+5,
799.00,1.73401938E+5,
799.500,1.62195891E+5,
800.00,1.58115438E+5,
800.500,1.67645313E+5,
801.00,1.59703188E+5,
801.500,1.67680469E+5,
802.00,1.74441609E+5,
802.500,1.71705844E+5,
803.00,1.62500453E+5,
803.500,1.72151516E+5,
804.00,1.72804516E+5,
804.500,1.65842516E+5,
805.00,1.69776094E+5,
805.500,1.67290422E+5,
806.00,1.68955063E+5,
806.500,1.65236281E+5,
807.00,1.69636438E+5,
807.500,1.65656219E+5,
808.00,1.57573781E+5,
808.500,1.57661734E+5,
809.00,1.60007938E+5,
809.500,1.51957422E+5,
810.00,1.60105156E+5,
810.500,1.56269875E+5,
811.00,1.62915984E+5,
811.500,1.58597438E+5,
812.00,1.53593969E+5,
812.500,1.55516500E+5,
813.00,1.42764656E+5,
813.500,1.49313547E+5,
814.00,1.50887063E+5,
814.500,1.46899813E+5,
815.00,1.40608797E+5,
815.500,1.40813750E+5,
816.00,1.42575891E+5,
816.500,1.36047703E+5,
817.00,1.39326875E+5,
817.500,1.36470469E+5,
818.00,1.36064141E+5,
818.500,1.35488672E+5,
819.00,1.26207344E+5,
819.500,1.29076977E+5,
820.00,1.30552672E+5,
820.500,1.34754281E+5,
821.00,1.24492789E+5,
821.500,1.29124617E+5,
822.00,1.28953992E+5,
822.500,1.24870539E+5,
823.00,1.22119766E+5,
823.500,1.24106180E+5,
824.00,1.25330680E+5,
824.500,1.28494883E+5,
825.00,1.19652859E+5,
825.500,1.15464047E+5,
826.00,1.08516086E+5,
826.500,1.08495102E+5,
827.00,1.06861141E+5,
827.500,1.05909820E+5,
828.00,9.94545625E+4,
828.500,9.73450781E+4,
829.00,1.02326398E+5,
829.500,9.78220000E+4,
830.00,9.54141094E+4,
830.500,9.17216094E+4,
831.00,8.90215469E+4,
831.500,9.02270391E+4,
832.00,8.01660000E+4,
832.500,7.94804219E+4,
833.00,8.05115938E+4,
833.500,8.19371250E+4,
834.00,7.87037578E+4,
834.500,7.17295938E+4,
835.00,7.47172188E+4,
835.500,6.75426406E+4,
836.00,7.20800547E+4,
836.500,6.47225195E+4,
837.00,6.74174063E+4,
837.500,6.05113047E+4,
838.00,5.89286445E+4,
838.500,5.68056680E+4,
839.00,6.05524102E+4,
839.500,5.30590430E+4,
840.00,5.35109492E+4,
840.500,5.46957148E+4,
841.00,4.47732969E+4,
841.500,4.84278164E+4,
842.00,4.48045859E+4,
842.500,4.05378242E+4,
843.00,4.36637969E+4,
843.500,4.36450703E+4,
844.00,4.37658945E+4,
844.500,4.12256836E+4,
845.00,3.94715508E+4,
845.500,4.24766172E+4,
846.00,3.78143320E+4,
846.500,3.81937070E+4,
847.00,3.62886992E+4,
847.500,3.47938906E+4,
848.00,3.66651406E+4,
848.500,2.92833691E+4,
849.00,2.97077676E+4,
849.500,2.90545137E+4,
850.00,2.59500469E+4,
850.500,2.56693418E+4,
851.00,2.42819629E+4,
851.500,2.02538301E+4,
852.00,2.48857422E+4,
852.500,2.10860742E+4,
853.00,2.19572441E+4,
853.500,2.30804922E+4,
854.00,2.11285176E+4,
854.500,1.99252695E+4,
855.00,2.04221543E+4,
855.500,2.02843828E+4,
856.00,2.01597168E+4,
856.500,1.88284902E+4,
857.00,1.82641602E+4,
857.500,1.23380127E+4,
858.00,1.66221289E+4,
858.500,1.77001348E+4,
859.00,1.39640488E+4,
859.500,1.41740801E+4,
860.00,1.45514541E+4,
860.500,1.23074209E+4,
861.00,9.03892480E+3,
861.500,1.28166680E+4,
862.00,8.75468750E+3,
862.500,1.07084658E+4,
863.00,1.24094385E+4,
863.500,9.13164746E+3,
864.00,9.82053516E+3,
864.500,9.16122754E+3,
865.00,1.00207881E+4,
865.500,8.90227832E+3,
866.00,7.28880176E+3,
866.500,6.59447070E+3,
867.00,1.08132871E+4,
867.500,7.73228613E+3,
868.00,5.54292139E+3,
868.500,8.58369531E+3,
869.00,8.37085352E+3,
869.500,8.16001953E+3,
870.00,8.28853027E+3,
870.500,8.76276758E+3,
871.00,3.73587720E+3,
871.500,5.60163574E+3,
872.00,6.24244922E+3,
872.500,4.47581396E+3,
873.00,5.68674951E+3,
873.500,5.97995020E+3,
874.00,5.89440137E+3,
874.500,4.60389502E+3,
875.00,5.71269482E+3,
875.500,6.24547852E+3,
876.00,3.39977832E+3,
876.500,5.20610742E+3,
877.00,6.42200635E+3,
877.500,3.84673389E+3,
878.00,6.25381104E+3,
878.500,6.40192822E+3,
879.00,3.39738159E+3,
879.500,4.71932080E+3,
880.00,3.81175903E+3,
880.500,5.98968359E+3,
881.00,9.34387988E+3,
881.500,1.22924404E+4,
882.00,1.03529736E+4,
882.500,1.55088408E+4,
883.00,1.71192148E+4,
883.500,1.24441777E+4,
884.00,8.73131055E+3,
884.500,9.59939160E+3,
885.00,7.88976221E+3,
885.500,6.09055322E+3,
886.00,7.30508301E+3,
886.500,7.51704639E+3,
887.00,5.16469971E+3,
887.500,3.04154419E+3,
888.00,3.52516016E+3,
888.500,4.44379883E+3,
889.00,7.50139453E+3,
889.500,0.00000000E+0,
890.00,3.11614648E+3,
890.500,-9.20231384E+2,
891.00,3.80424951E+3,
891.500,9.83513770E+3,
892.00,5.59369336E+3,
892.500,4.20638428E+3,
893.00,9.78616699E+3,
893.500,2.81373755E+3,
894.00,7.57183301E+3,
894.500,6.63432666E+3,
895.00,5.62284326E+3,
895.500,2.58864795E+3,
896.00,0.00000000E+0,
896.500,-6.93409546E+2,
897.00,0.00000000E+0,
897.500,0.00000000E+0,
898.00,3.08579736E+3,
898.500,6.39264941E+3,
899.00,6.62472217E+3,
899.500,-3.43902490E+3,
900.00,8.03551758E+3,
