Labels,FZS13,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,900.00,
Step,0.500,
Fixed/Offset,500.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.0004635,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.99968487,
Detector,Detector 1,

700.00,1.31362366E+3,
700.500,1.60679907E+3,
701.00,5.36787720E+2,
701.500,8.27446472E+2,
702.00,1.11938525E+3,
702.500,1.08072278E+3,
703.00,1.12717578E+3,
703.500,8.80891235E+2,
704.00,1.80984570E+3,
704.500,5.91149780E+2,
705.00,1.39948401E+3,
705.500,8.09239075E+2,
706.00,1.36773608E+3,
706.500,8.15121277E+2,
707.00,8.61617493E+2,
707.500,1.21130273E+3,
708.00,1.21517969E+3,
708.500,1.34973401E+3,
709.00,1.31051355E+3,
709.500,1.35946851E+3,
710.00,1.14558398E+3,
710.500,1.06161365E+3,
711.00,1.19883740E+3,
711.500,1.24706116E+3,
712.00,1.16128101E+3,
712.500,1.43462781E+3,
713.00,1.70729883E+3,
713.500,2.25344189E+3,
714.00,1.99501819E+3,
714.500,1.59509814E+3,
715.00,2.10773828E+3,
715.500,1.84332263E+3,
716.00,2.21688501E+3,
716.500,2.17459888E+3,
717.00,2.18034424E+3,
717.500,2.84151147E+3,
718.00,2.62298779E+3,
718.500,2.25682007E+3,
719.00,3.01969849E+3,
719.500,2.98498242E+3,
720.00,2.85207031E+3,
720.500,3.56803174E+3,
721.00,2.76577246E+3,
721.500,3.63695337E+3,
722.00,4.27336963E+3,
722.500,3.51575488E+3,
723.00,3.53362451E+3,
723.500,3.84143994E+3,
724.00,3.51723120E+3,
724.500,3.53413354E+3,
725.00,4.33390674E+3,
725.500,3.96177002E+3,
726.00,3.38797754E+3,
726.500,4.05413501E+3,
727.00,4.86789404E+3,
727.500,3.77673706E+3,
728.00,5.05336523E+3,
728.500,5.11874609E+3,
729.00,5.53857227E+3,
729.500,5.09645996E+3,
730.00,5.73523242E+3,
730.500,7.35551953E+3,
731.00,7.28050732E+3,
731.500,5.79661084E+3,
732.00,8.14867725E+3,
732.500,6.56425488E+3,
733.00,7.99760693E+3,
733.500,8.13220508E+3,
734.00,8.16994775E+3,
734.500,8.31600293E+3,
735.00,9.09431836E+3,
735.500,9.02227344E+3,
736.00,8.56807129E+3,
736.500,1.00458408E+4,
737.00,9.81435449E+3,
737.500,9.86976660E+3,
738.00,1.21068877E+4,
738.500,1.10576934E+4,
739.00,1.23607725E+4,
739.500,1.31364160E+4,
740.00,1.30749648E+4,
740.500,1.47991904E+4,
741.00,1.39561816E+4,
741.500,1.36620586E+4,
742.00,1.46156621E+4,
742.500,1.46204316E+4,
743.00,1.60159277E+4,
743.500,1.76573027E+4,
744.00,1.63147266E+4,
744.500,1.76400020E+4,
745.00,1.74874219E+4,
745.500,1.95729219E+4,
746.00,2.03007676E+4,
746.500,1.96631035E+4,
747.00,2.25167012E+4,
747.500,2.11803301E+4,
748.00,2.17345430E+4,
748.500,2.34060254E+4,
749.00,2.68417207E+4,
749.500,2.66495684E+4,
750.00,2.84136738E+4,
750.500,2.79548281E+4,
751.00,2.86697656E+4,
751.500,3.04272695E+4,
752.00,3.10618281E+4,
752.500,2.96485918E+4,
753.00,2.97726758E+4,
753.500,3.33824492E+4,
754.00,3.86503984E+4,
754.500,3.59513789E+4,
755.00,3.67710859E+4,
755.500,3.66486641E+4,
756.00,3.63092188E+4,
756.500,4.29785469E+4,
757.00,4.40189648E+4,
757.500,4.39449375E+4,
758.00,4.83887813E+4,
758.500,5.11839023E+4,
759.00,4.64074570E+4,
759.500,4.80181992E+4,
760.00,5.29108242E+4,
760.500,5.64359883E+4,
761.00,5.74185938E+4,
761.500,6.09103867E+4,
762.00,6.58640391E+4,
762.500,6.59450000E+4,
763.00,7.14654609E+4,
763.500,7.26497422E+4,
764.00,7.65048672E+4,
764.500,7.91117031E+4,
765.00,7.56404219E+4,
765.500,8.34154453E+4,
766.00,8.48875859E+4,
766.500,8.79899453E+4,
767.00,9.39565313E+4,
767.500,9.52895625E+4,
768.00,9.45957109E+4,
768.500,9.74048828E+4,
769.00,1.00824867E+5,
769.500,1.12569750E+5,
770.00,1.10670898E+5,
770.500,1.14233906E+5,
771.00,1.19843586E+5,
771.500,1.22319531E+5,
772.00,1.26998648E+5,
772.500,1.35125172E+5,
773.00,1.40756000E+5,
773.500,1.40601234E+5,
774.00,1.52076719E+5,
774.500,1.50229406E+5,
775.00,1.61134766E+5,
775.500,1.65667094E+5,
776.00,1.66417609E+5,
776.500,1.74516875E+5,
777.00,1.80931156E+5,
777.500,1.89506219E+5,
778.00,1.86419016E+5,
778.500,1.99526141E+5,
779.00,2.05276828E+5,
779.500,2.16327719E+5,
780.00,2.22961938E+5,
780.500,2.31288750E+5,
781.00,2.32464047E+5,
781.500,2.41745188E+5,
782.00,2.47132813E+5,
782.500,2.43646969E+5,
783.00,2.65931313E+5,
783.500,2.71449438E+5,
784.00,2.78798438E+5,
784.500,2.90563094E+5,
785.00,2.96203844E+5,
785.500,2.96533156E+5,
786.00,3.14050750E+5,
786.500,3.10054500E+5,
787.00,3.19029219E+5,
787.500,3.30171219E+5,
788.00,3.51181906E+5,
788.500,3.53165094E+5,
789.00,3.61357188E+5,
789.500,3.65449063E+5,
790.00,3.92958563E+5,
790.500,3.77519594E+5,
791.00,3.92684875E+5,
791.500,3.96735250E+5,
792.00,4.12817406E+5,
792.500,4.17945188E+5,
793.00,4.16679406E+5,
793.500,4.32010188E+5,
794.00,4.41857938E+5,
794.500,4.53260313E+5,
795.00,4.51166125E+5,
795.500,4.68703188E+5,
796.00,4.61503000E+5,
796.500,4.76341781E+5,
797.00,4.75245625E+5,
797.500,4.82900344E+5,
798.00,4.93102313E+5,
798.500,4.84646875E+5,
799.00,4.93921219E+5,
799.500,4.92071531E+5,
800.00,4.93347438E+5,
800.500,5.07869375E+5,
801.00,5.00683469E+5,
801.500,5.00901156E+5,
802.00,4.96279938E+5,
802.500,5.11211188E+5,
803.00,5.04253313E+5,
803.500,5.02905406E+5,
804.00,5.07118344E+5,
804.500,5.14274094E+5,
805.00,5.07975469E+5,
805.500,5.16860281E+5,
806.00,4.98198500E+5,
806.500,5.06526344E+5,
807.00,5.13666625E+5,
807.500,5.10495063E+5,
808.00,5.08659719E+5,
808.500,4.95122875E+5,
809.00,4.98314406E+5,
809.500,4.88765250E+5,
810.00,4.97152906E+5,
810.500,5.03060281E+5,
811.00,4.90414094E+5,
811.500,4.96715969E+5,
812.00,4.80802688E+5,
812.500,4.82238313E+5,
813.00,4.67619469E+5,
813.500,4.66790750E+5,
814.00,4.76456500E+5,
814.500,4.58555219E+5,
815.00,4.58601375E+5,
815.500,4.63316938E+5,
816.00,4.48111875E+5,
816.500,4.53648125E+5,
817.00,4.38915750E+5,
817.500,4.50137531E+5,
818.00,4.36191969E+5,
818.500,4.27028156E+5,
819.00,4.23819344E+5,
819.500,4.26767531E+5,
820.00,4.21880688E+5,
820.500,4.05634531E+5,
821.00,3.96792938E+5,
821.500,4.06627438E+5,
822.00,3.95509313E+5,
822.500,3.83967719E+5,
823.00,3.87306438E+5,
823.500,3.78957188E+5,
824.00,3.82781781E+5,
824.500,3.47203000E+5,
825.00,3.65277375E+5,
825.500,3.56972344E+5,
826.00,3.53035813E+5,
826.500,3.28074625E+5,
827.00,3.44399563E+5,
827.500,3.28323281E+5,
828.00,3.25068844E+5,
828.500,3.23355063E+5,
829.00,3.08766906E+5,
829.500,3.10464844E+5,
830.00,2.98316094E+5,
830.500,2.82029688E+5,
831.00,2.71546250E+5,
831.500,2.62455938E+5,
832.00,2.64309688E+5,
832.500,2.56362000E+5,
833.00,2.44276281E+5,
833.500,2.37539063E+5,
834.00,2.41110938E+5,
834.500,2.28368344E+5,
835.00,2.25897141E+5,
835.500,2.19116438E+5,
836.00,2.30864250E+5,
836.500,2.07192719E+5,
837.00,2.01863672E+5,
837.500,1.96270922E+5,
838.00,2.09024500E+5,
838.500,1.94288984E+5,
839.00,1.85930203E+5,
839.500,1.84477547E+5,
840.00,1.69601141E+5,
840.500,1.61477156E+5,
841.00,1.67561531E+5,
841.500,1.53178469E+5,
842.00,1.47753313E+5,
842.500,1.42787625E+5,
843.00,1.47377625E+5,
843.500,1.39581203E+5,
844.00,1.33121422E+5,
844.500,1.33226609E+5,
845.00,1.26287313E+5,
845.500,1.28362734E+5,
846.00,1.20558984E+5,
846.500,1.11477289E+5,
847.00,1.12444758E+5,
847.500,1.05882594E+5,
848.00,9.79560625E+4,
848.500,1.05418789E+5,
849.00,9.61037266E+4,
849.500,9.57941328E+4,
850.00,8.44620859E+4,
850.500,8.46714375E+4,
851.00,8.03617500E+4,
851.500,8.60906484E+4,
852.00,7.40091875E+4,
852.500,8.03697813E+4,
853.00,7.00774141E+4,
853.500,7.17571250E+4,
854.00,7.07882578E+4,
854.500,6.09574102E+4,
855.00,6.55522969E+4,
855.500,5.91737266E+4,
856.00,6.54890625E+4,
856.500,5.31528047E+4,
857.00,5.86981055E+4,
857.500,5.65661133E+4,
858.00,5.04427305E+4,
858.500,5.27111914E+4,
859.00,5.05356523E+4,
859.500,4.89545938E+4,
860.00,4.59280859E+4,
860.500,4.81108320E+4,
861.00,4.37392188E+4,
861.500,4.17701055E+4,
862.00,3.71961563E+4,
862.500,4.38514648E+4,
863.00,3.36377383E+4,
863.500,3.66109805E+4,
864.00,3.19636641E+4,
864.500,3.05473418E+4,
865.00,3.56932266E+4,
865.500,3.33946719E+4,
866.00,2.89539434E+4,
866.500,2.66363047E+4,
867.00,2.64910664E+4,
867.500,2.44285273E+4,
868.00,2.62216094E+4,
868.500,2.41062891E+4,
869.00,2.91341484E+4,
869.500,2.08665000E+4,
870.00,2.25238965E+4,
870.500,2.21838301E+4,
871.00,1.91636426E+4,
871.500,2.28979961E+4,
872.00,2.53059043E+4,
872.500,2.16357598E+4,
873.00,1.99526035E+4,
873.500,1.95598926E+4,
874.00,1.83086094E+4,
874.500,1.88228477E+4,
875.00,1.73293496E+4,
875.500,1.47501836E+4,
876.00,1.42051826E+4,
876.500,1.25583066E+4,
877.00,1.94707520E+4,
877.500,1.58317275E+4,
878.00,1.59506143E+4,
878.500,1.60798672E+4,
879.00,1.93469453E+4,
879.500,1.53488750E+4,
880.00,1.52133486E+4,
880.500,1.37599678E+4,
881.00,1.78188086E+4,
881.500,2.45456484E+4,
882.00,2.29303516E+4,
882.500,2.20981758E+4,
883.00,2.83143711E+4,
883.500,2.94013145E+4,
884.00,2.43079863E+4,
884.500,2.46535742E+4,
885.00,1.97559141E+4,
885.500,1.59285293E+4,
886.00,2.61665801E+4,
886.500,1.75871895E+4,
887.00,1.99454453E+4,
887.500,1.36886279E+4,
888.00,1.01950469E+4,
888.500,1.01243711E+4,
889.00,7.10555078E+3,
889.500,1.29404072E+4,
890.00,6.68155518E+3,
890.500,1.38017744E+4,
891.00,4.28083154E+3,
891.500,5.90253174E+3,
892.00,1.27207490E+4,
892.500,4.73683447E+3,
893.00,4.89608887E+3,
893.500,7.30405029E+3,
894.00,1.27792988E+4,
894.500,6.61397803E+3,
895.00,6.83784326E+3,
895.500,5.79306738E+3,
896.00,1.40359941E+4,
896.500,4.85565674E+3,
897.00,5.02986182E+3,
897.500,6.70343018E+3,
898.00,1.54764297E+4,
898.500,3.21286157E+3,
899.00,7.48767334E+3,
899.500,3.44494116E+3,
900.00,1.24874258E+4,
