Labels,FZS011,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,900.00,
Step,0.500,
Fixed/Offset,500.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.0004635,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.99968487,
Detector,Detector 1,

700.00,6.99583740E+2,
700.500,2.47412903E+2,
701.00,6.62044800E+2,
701.500,4.15507599E+2,
702.00,5.42754150E+2,
702.500,6.28805847E+2,
703.00,2.93959686E+2,
703.500,5.05412628E+2,
704.00,3.38042297E+2,
704.500,6.36495911E+2,
705.00,6.81799561E+2,
705.500,3.85072632E+2,
706.00,5.58384033E+2,
706.500,6.03579163E+2,
707.00,6.49243286E+2,
707.500,1.12796936E+3,
708.00,3.04355774E+2,
708.500,7.84390869E+2,
709.00,7.42624329E+2,
709.500,5.26375122E+2,
710.00,4.84729645E+2,
710.500,4.86991791E+2,
711.00,5.33406494E+2,
711.500,5.35309204E+2,
712.00,1.07392773E+3,
712.500,9.43210327E+2,
713.00,1.03870935E+3,
713.500,6.81623718E+2,
714.00,1.13996729E+3,
714.500,8.22863403E+2,
715.00,7.80098511E+2,
715.500,1.29032593E+3,
716.00,6.93801086E+2,
716.500,1.06652319E+3,
717.00,6.50981750E+2,
717.500,1.02644507E+3,
718.00,5.14913147E+2,
718.500,1.73963184E+3,
719.00,7.54924622E+2,
719.500,7.56973816E+2,
720.00,1.42428430E+3,
720.500,1.52572681E+3,
721.00,1.72322791E+3,
721.500,7.68876099E+2,
722.00,8.68210754E+2,
722.500,1.30642322E+3,
723.00,1.31145642E+3,
723.500,1.80513037E+3,
724.00,1.41909937E+3,
724.500,1.42381995E+3,
725.00,1.32939526E+3,
725.500,1.48402246E+3,
726.00,1.38974329E+3,
726.500,2.09362695E+3,
727.00,1.50238916E+3,
727.500,2.31213013E+3,
728.00,1.26256482E+3,
728.500,2.13225537E+3,
729.00,2.90666187E+3,
729.500,2.14920923E+3,
730.00,1.84868591E+3,
730.500,2.31951685E+3,
731.00,3.05207715E+3,
731.500,3.42257739E+3,
732.00,1.77032288E+3,
732.500,3.51377222E+3,
733.00,2.10506079E+3,
733.500,3.06063672E+3,
734.00,2.91114331E+3,
734.500,2.39178198E+3,
735.00,2.82772485E+3,
735.500,3.15908423E+3,
736.00,3.11738232E+3,
736.500,3.12807446E+3,
737.00,4.27787549E+3,
737.500,4.46432666E+3,
738.00,4.05004688E+3,
738.500,4.83859131E+3,
739.00,5.29471631E+3,
739.500,4.64550928E+3,
740.00,5.32255127E+3,
740.500,5.39206055E+3,
741.00,4.24111670E+3,
741.500,3.41929028E+3,
742.00,4.16341797E+3,
742.500,6.03861865E+3,
743.00,5.89148682E+3,
743.500,6.25453467E+3,
744.00,6.51184521E+3,
744.500,6.42871338E+3,
745.00,6.40717578E+3,
745.500,6.38626221E+3,
746.00,6.41952881E+3,
746.500,8.27365332E+3,
747.00,7.37306885E+3,
747.500,8.06172314E+3,
748.00,8.44983398E+3,
748.500,7.51467432E+3,
749.00,7.48920898E+3,
749.500,7.87443457E+3,
750.00,9.77253906E+3,
750.500,7.75113721E+3,
751.00,1.02724932E+4,
751.500,9.65169238E+3,
752.00,9.32497461E+3,
752.500,1.00387285E+4,
753.00,1.06834170E+4,
753.500,1.04721455E+4,
754.00,1.00900078E+4,
754.500,1.15762549E+4,
755.00,1.42691553E+4,
755.500,1.37150156E+4,
756.00,1.28357900E+4,
756.500,1.32843926E+4,
757.00,1.45584121E+4,
757.500,1.34576084E+4,
758.00,1.59109590E+4,
758.500,1.72188066E+4,
759.00,1.45014268E+4,
759.500,1.56119883E+4,
760.00,1.65263164E+4,
760.500,1.73908672E+4,
761.00,1.86495391E+4,
761.500,1.99140859E+4,
762.00,2.14065801E+4,
762.500,2.02324395E+4,
763.00,2.23444023E+4,
763.500,2.20828691E+4,
764.00,2.38001094E+4,
764.500,2.51747773E+4,
765.00,2.41494551E+4,
765.500,2.38485684E+4,
766.00,2.68446445E+4,
766.500,2.78533164E+4,
767.00,2.62911094E+4,
767.500,3.13659492E+4,
768.00,2.83318145E+4,
768.500,2.84298066E+4,
769.00,3.07900391E+4,
769.500,3.44537266E+4,
770.00,3.19511641E+4,
770.500,3.27936367E+4,
771.00,4.02152930E+4,
771.500,3.49297852E+4,
772.00,3.61239414E+4,
772.500,3.91824219E+4,
773.00,3.79464023E+4,
773.500,4.12995703E+4,
774.00,4.07573398E+4,
774.500,4.48466445E+4,
775.00,4.86786445E+4,
775.500,5.03842734E+4,
776.00,4.88602578E+4,
776.500,5.14446719E+4,
777.00,5.33791289E+4,
777.500,5.64160742E+4,
778.00,5.77189883E+4,
778.500,5.55530039E+4,
779.00,5.83105313E+4,
779.500,6.24755234E+4,
780.00,6.88595703E+4,
780.500,6.34014922E+4,
781.00,6.32693281E+4,
781.500,7.13480391E+4,
782.00,6.90392969E+4,
782.500,6.92455547E+4,
783.00,7.93546641E+4,
783.500,7.49142813E+4,
784.00,7.76408672E+4,
784.500,8.37371641E+4,
785.00,8.47968828E+4,
785.500,8.74486563E+4,
786.00,8.50531094E+4,
786.500,9.53491406E+4,
787.00,9.73174609E+4,
787.500,8.38260938E+4,
788.00,9.28108750E+4,
788.500,9.66441016E+4,
789.00,9.45832188E+4,
789.500,9.47823984E+4,
790.00,9.93316172E+4,
790.500,1.01697242E+5,
791.00,1.04182367E+5,
791.500,1.07133625E+5,
792.00,1.12199102E+5,
792.500,1.22072344E+5,
793.00,1.12649477E+5,
793.500,1.09563570E+5,
794.00,1.12103563E+5,
794.500,1.14184305E+5,
795.00,1.23880297E+5,
795.500,1.23010000E+5,
796.00,1.26352641E+5,
796.500,1.24177828E+5,
797.00,1.32176484E+5,
797.500,1.24350234E+5,
798.00,1.29821063E+5,
798.500,1.25221492E+5,
799.00,1.30116039E+5,
799.500,1.20776469E+5,
800.00,1.21762344E+5,
800.500,1.25973594E+5,
801.00,1.29403695E+5,
801.500,1.26679219E+5,
802.00,1.31316906E+5,
802.500,1.25505492E+5,
803.00,1.27670750E+5,
803.500,1.26318289E+5,
804.00,1.26393281E+5,
804.500,1.22143234E+5,
805.00,1.15299438E+5,
805.500,1.15793844E+5,
806.00,1.21502766E+5,
806.500,1.21341398E+5,
807.00,1.25775508E+5,
807.500,1.21835375E+5,
808.00,1.18220516E+5,
808.500,1.13165258E+5,
809.00,1.08560227E+5,
809.500,1.13674672E+5,
810.00,1.08664023E+5,
810.500,1.19750539E+5,
811.00,1.12406445E+5,
811.500,1.14295156E+5,
812.00,1.10088133E+5,
812.500,1.14728203E+5,
813.00,1.05322547E+5,
813.500,1.06118375E+5,
814.00,1.07435047E+5,
814.500,1.05180672E+5,
815.00,1.06587461E+5,
815.500,9.87165156E+4,
816.00,9.51879063E+4,
816.500,1.00886805E+5,
817.00,9.86219688E+4,
817.500,9.12995469E+4,
818.00,9.82222109E+4,
818.500,9.41798672E+4,
819.00,9.31545078E+4,
819.500,8.95745000E+4,
820.00,8.67409609E+4,
820.500,8.47695000E+4,
821.00,8.52283906E+4,
821.500,8.29115625E+4,
822.00,8.70252500E+4,
822.500,8.35602813E+4,
823.00,7.85071719E+4,
823.500,8.39833906E+4,
824.00,7.84086563E+4,
824.500,8.16221328E+4,
825.00,7.40573438E+4,
825.500,7.72960703E+4,
826.00,7.87413438E+4,
826.500,7.07271094E+4,
827.00,7.45853125E+4,
827.500,7.24134063E+4,
828.00,6.70930547E+4,
828.500,7.31204531E+4,
829.00,6.35894141E+4,
829.500,6.83858125E+4,
830.00,6.49356172E+4,
830.500,6.05772930E+4,
831.00,5.51526133E+4,
831.500,6.20843086E+4,
832.00,5.14722695E+4,
832.500,5.53956016E+4,
833.00,5.56622148E+4,
833.500,5.90210430E+4,
834.00,5.28829766E+4,
834.500,4.38518750E+4,
835.00,5.14614492E+4,
835.500,4.75875625E+4,
836.00,4.28186250E+4,
836.500,4.83197734E+4,
837.00,4.67744219E+4,
837.500,3.78957109E+4,
838.00,4.46095781E+4,
838.500,4.26760039E+4,
839.00,3.85379961E+4,
839.500,3.68682070E+4,
840.00,3.32300352E+4,
840.500,3.50162969E+4,
841.00,3.42317031E+4,
841.500,3.87435039E+4,
842.00,3.11621309E+4,
842.500,3.57296094E+4,
843.00,2.94272832E+4,
843.500,2.91523047E+4,
844.00,2.79356855E+4,
844.500,2.65623223E+4,
845.00,2.80841250E+4,
845.500,2.80131719E+4,
846.00,2.77206133E+4,
846.500,2.34209141E+4,
847.00,2.46837207E+4,
847.500,2.16035254E+4,
848.00,2.19419336E+4,
848.500,2.27594824E+4,
849.00,1.90043906E+4,
849.500,1.86897109E+4,
850.00,1.98587539E+4,
850.500,1.98224668E+4,
851.00,1.65522031E+4,
851.500,1.26140898E+4,
852.00,1.31975957E+4,
852.500,1.42705938E+4,
853.00,1.22657617E+4,
853.500,1.43488506E+4,
854.00,1.66112188E+4,
854.500,1.29496143E+4,
855.00,1.27742451E+4,
855.500,1.20649531E+4,
856.00,1.27841406E+4,
856.500,9.80117969E+3,
857.00,1.19792051E+4,
857.500,1.16689023E+4,
858.00,9.18607813E+3,
858.500,1.08870254E+4,
859.00,7.67787207E+3,
859.500,9.24500488E+3,
860.00,7.50386377E+3,
860.500,9.37849023E+3,
861.00,3.94869653E+3,
861.500,8.10824170E+3,
862.00,7.46393115E+3,
862.500,6.66562109E+3,
863.00,9.51410352E+3,
863.500,7.82625488E+3,
864.00,6.70569971E+3,
864.500,6.61865820E+3,
865.00,6.99105322E+3,
865.500,8.14183984E+3,
866.00,6.21009326E+3,
866.500,3.92431665E+3,
867.00,4.92535107E+3,
867.500,3.70050586E+3,
868.00,3.58088086E+3,
868.500,4.62369141E+3,
869.00,5.20077441E+3,
869.500,2.89819116E+3,
870.00,5.36289502E+3,
870.500,2.28252686E+3,
871.00,4.80622217E+3,
871.500,2.89258838E+3,
872.00,6.24551904E+3,
872.500,5.97582471E+3,
873.00,3.41918433E+3,
873.500,4.44382861E+3,
874.00,7.87563965E+2,
874.500,4.41728174E+3,
875.00,2.25228931E+3,
875.500,2.50557324E+3,
876.00,3.83369238E+3,
876.500,5.21570947E+3,
877.00,3.55319971E+3,
877.500,2.27142139E+3,
878.00,3.01925342E+3,
878.500,5.46020996E+3,
879.00,2.91239990E+3,
879.500,1.98390759E+3,
880.00,4.05788916E+3,
880.500,4.67836377E+3,
881.00,4.53064209E+3,
881.500,8.19798438E+3,
882.00,4.20179492E+3,
882.500,4.60029688E+3,
883.00,7.38350879E+3,
883.500,7.58324805E+3,
884.00,7.47570410E+3,
884.500,9.92912500E+3,
885.00,3.95361206E+3,
885.500,3.05465039E+3,
886.00,3.84438379E+3,
886.500,2.87455688E+3,
887.00,7.39083203E+3,
887.500,1.14113916E+3,
888.00,5.87670801E+3,
888.500,-3.23661597E+3,
889.00,3.34419995E+3,
889.500,3.88594067E+3,
890.00,-1.78503564E+3,
890.500,2.76476563E+3,
891.00,9.51295898E+2,
891.500,1.96823596E+3,
892.00,-4.08066772E+3,
892.500,3.16567065E+3,
893.00,-4.36118604E+3,
893.500,1.12618701E+3,
894.00,2.32579077E+3,
894.500,-3.60408740E+3,
895.00,1.24324414E+3,
895.500,-1.29019287E+3,
896.00,1.33955664E+3,
896.500,1.39006335E+3,
897.00,2.16442334E+3,
897.500,8.22538574E+3,
898.00,6.19514453E+3,
898.500,-2.40786646E+3,
899.00,-1.66413208E+3,
899.500,8.62294861E+2,
900.00,-5.36755859E+3,
