Labels,FZS14,
Type,Emission Scan,
Comment,,
Start,700.00,
Stop,900.00,
Step,0.500,
Fixed/Offset,500.00,
Xaxis,Wavelength,
Yaxis,Counts,
Scan Corr. by File,True,
Corr. by Ref. Det.,True,
Fixed/Offset Corr. by File,False,
Repeats,1,
Dwell Time,0.10,
Lamp,Xenon,
Temp,0.00,
Scan Polariser,None,
Scan Slit,2.0004635,
Fixed/Offset Polariser,None,
Fixed/Offset Slit,0.99968487,
Detector,Detector 1,

700.00,1.96704761E+3,
700.500,1.80724011E+3,
701.00,1.93498755E+3,
701.500,1.73508289E+3,
702.00,3.77274316E+3,
702.500,2.53989551E+3,
703.00,3.09194849E+3,
703.500,2.30681323E+3,
704.00,2.02078870E+3,
704.500,3.12694824E+3,
705.00,2.58629077E+3,
705.500,2.68063452E+3,
706.00,3.67083545E+3,
706.500,2.44086987E+3,
707.00,3.52527124E+3,
707.500,2.98169775E+3,
708.00,3.08589795E+3,
708.500,2.96945898E+3,
709.00,3.45696021E+3,
709.500,2.76414844E+3,
710.00,2.95244434E+3,
710.500,3.84598608E+3,
711.00,3.86197144E+3,
711.500,3.78804736E+3,
712.00,3.43917896E+3,
712.500,4.29808301E+3,
713.00,3.55548193E+3,
713.500,4.74675635E+3,
714.00,4.39918799E+3,
714.500,4.27557373E+3,
715.00,4.60858252E+3,
715.500,4.30527539E+3,
716.00,5.05857324E+3,
716.500,5.58403320E+3,
717.00,5.64576465E+3,
717.500,5.85569678E+3,
718.00,5.50332959E+3,
718.500,6.32553125E+3,
719.00,6.73802832E+3,
719.500,6.95213525E+3,
720.00,7.35067969E+3,
720.500,8.27681836E+3,
721.00,7.58481787E+3,
721.500,7.76862842E+3,
722.00,7.22620020E+3,
722.500,6.86912939E+3,
723.00,8.49704688E+3,
723.500,9.26047656E+3,
724.00,8.65820996E+3,
724.500,9.33076660E+3,
725.00,8.91296484E+3,
725.500,9.63550293E+3,
726.00,9.96780957E+3,
726.500,1.01528408E+4,
727.00,9.74636816E+3,
727.500,1.28892686E+4,
728.00,9.81903320E+3,
728.500,1.18924170E+4,
729.00,1.16432285E+4,
729.500,1.39321250E+4,
730.00,1.23952412E+4,
730.500,1.45388701E+4,
731.00,1.44738232E+4,
731.500,1.55497793E+4,
732.00,1.51573584E+4,
732.500,1.55593086E+4,
733.00,1.79887734E+4,
733.500,1.72047930E+4,
734.00,1.66847773E+4,
734.500,2.10361074E+4,
735.00,2.12383145E+4,
735.500,1.99399590E+4,
736.00,2.05601934E+4,
736.500,2.28021621E+4,
737.00,2.16956152E+4,
737.500,2.42547246E+4,
738.00,2.21631914E+4,
738.500,2.29703340E+4,
739.00,2.80384922E+4,
739.500,2.91128008E+4,
740.00,2.77736484E+4,
740.500,2.81031152E+4,
741.00,3.08001172E+4,
741.500,3.28270508E+4,
742.00,3.08496113E+4,
742.500,3.49130313E+4,
743.00,3.40733945E+4,
743.500,3.35429414E+4,
744.00,3.74716680E+4,
744.500,3.85628164E+4,
745.00,3.77869063E+4,
745.500,4.08374492E+4,
746.00,4.17324102E+4,
746.500,4.52248477E+4,
747.00,4.61495391E+4,
747.500,4.68263281E+4,
748.00,5.04101289E+4,
748.500,5.47590430E+4,
749.00,5.08869648E+4,
749.500,5.28140898E+4,
750.00,5.73018984E+4,
750.500,6.03998047E+4,
751.00,6.19310234E+4,
751.500,6.35788945E+4,
752.00,7.01793828E+4,
752.500,7.24130391E+4,
753.00,7.39374453E+4,
753.500,7.21629141E+4,
754.00,7.84377891E+4,
754.500,8.46225078E+4,
755.00,8.77174453E+4,
755.500,8.76728594E+4,
756.00,9.08677578E+4,
756.500,9.75538438E+4,
757.00,1.05044273E+5,
757.500,1.01883156E+5,
758.00,1.10937969E+5,
758.500,1.12357313E+5,
759.00,1.16792656E+5,
759.500,1.25880695E+5,
760.00,1.28819406E+5,
760.500,1.26104969E+5,
761.00,1.35175109E+5,
761.500,1.41101875E+5,
762.00,1.49241875E+5,
762.500,1.49356109E+5,
763.00,1.58776016E+5,
763.500,1.67466109E+5,
764.00,1.69358438E+5,
764.500,1.74004109E+5,
765.00,1.82770281E+5,
765.500,1.88960406E+5,
766.00,1.90008313E+5,
766.500,1.97648156E+5,
767.00,2.07481938E+5,
767.500,2.14174172E+5,
768.00,2.31222172E+5,
768.500,2.37020938E+5,
769.00,2.42901016E+5,
769.500,2.50850406E+5,
770.00,2.67282156E+5,
770.500,2.69330000E+5,
771.00,2.89630594E+5,
771.500,3.00718000E+5,
772.00,3.02332313E+5,
772.500,3.24701469E+5,
773.00,3.23094719E+5,
773.500,3.42602563E+5,
774.00,3.49522969E+5,
774.500,3.64608406E+5,
775.00,3.83044938E+5,
775.500,3.97584375E+5,
776.00,4.00077938E+5,
776.500,4.16011313E+5,
777.00,4.32505438E+5,
777.500,4.41718906E+5,
778.00,4.55152250E+5,
778.500,4.81504719E+5,
779.00,4.99705000E+5,
779.500,5.20861188E+5,
780.00,5.23012844E+5,
780.500,5.49395500E+5,
781.00,5.62387875E+5,
781.500,5.73606625E+5,
782.00,5.99785875E+5,
782.500,6.19237250E+5,
783.00,6.33677938E+5,
783.500,6.55221063E+5,
784.00,6.61734313E+5,
784.500,6.82314875E+5,
785.00,7.15947063E+5,
785.500,7.21723750E+5,
786.00,7.58424688E+5,
786.500,7.76235813E+5,
787.00,8.02051188E+5,
787.500,8.16652750E+5,
788.00,8.37138750E+5,
788.500,8.78130063E+5,
789.00,9.02310313E+5,
789.500,9.01277063E+5,
790.00,9.39277375E+5,
790.500,9.57430063E+5,
791.00,9.75124625E+5,
791.500,1.01610381E+6,
792.00,1.02651181E+6,
792.500,1.05432463E+6,
793.00,1.07113400E+6,
793.500,1.07690138E+6,
794.00,1.09267288E+6,
794.500,1.12278450E+6,
795.00,1.15059938E+6,
795.500,1.15795313E+6,
796.00,1.19130988E+6,
796.500,1.19640763E+6,
797.00,1.22602613E+6,
797.500,1.22957575E+6,
798.00,1.24706038E+6,
798.500,1.25548888E+6,
799.00,1.29244738E+6,
799.500,1.27917425E+6,
800.00,1.29260375E+6,
800.500,1.30214813E+6,
801.00,1.31250150E+6,
801.500,1.32876213E+6,
802.00,1.35220963E+6,
802.500,1.37339725E+6,
803.00,1.36717875E+6,
803.500,1.37757275E+6,
804.00,1.40905463E+6,
804.500,1.37986625E+6,
805.00,1.38286763E+6,
805.500,1.38166488E+6,
806.00,1.41459838E+6,
806.500,1.40003025E+6,
807.00,1.41204350E+6,
807.500,1.39244475E+6,
808.00,1.39375013E+6,
808.500,1.40275775E+6,
809.00,1.39694038E+6,
809.500,1.38379013E+6,
810.00,1.39372388E+6,
810.500,1.38992700E+6,
811.00,1.38389213E+6,
811.500,1.39747675E+6,
812.00,1.37923175E+6,
812.500,1.38395513E+6,
813.00,1.36046225E+6,
813.500,1.34580838E+6,
814.00,1.36712675E+6,
814.500,1.33883488E+6,
815.00,1.32722738E+6,
815.500,1.30377513E+6,
816.00,1.32301825E+6,
816.500,1.30706400E+6,
817.00,1.30827925E+6,
817.500,1.30144150E+6,
818.00,1.25696313E+6,
818.500,1.26619675E+6,
819.00,1.24193275E+6,
819.500,1.23883188E+6,
820.00,1.20823950E+6,
820.500,1.22228438E+6,
821.00,1.21095113E+6,
821.500,1.17569038E+6,
822.00,1.16589725E+6,
822.500,1.17489213E+6,
823.00,1.14773688E+6,
823.500,1.13011250E+6,
824.00,1.08908375E+6,
824.500,1.11342400E+6,
825.00,1.08421025E+6,
825.500,1.04802869E+6,
826.00,1.02470738E+6,
826.500,1.00558619E+6,
827.00,9.81529563E+5,
827.500,9.85666375E+5,
828.00,9.55297688E+5,
828.500,9.18180625E+5,
829.00,9.23934250E+5,
829.500,8.99873438E+5,
830.00,8.47891563E+5,
830.500,8.42049688E+5,
831.00,8.13316750E+5,
831.500,7.97455000E+5,
832.00,7.92246125E+5,
832.500,7.65619438E+5,
833.00,7.56017875E+5,
833.500,7.35030375E+5,
834.00,7.06726750E+5,
834.500,7.01023250E+5,
835.00,6.93602875E+5,
835.500,6.58443563E+5,
836.00,6.25616188E+5,
836.500,6.19453313E+5,
837.00,6.18930500E+5,
837.500,5.91232563E+5,
838.00,5.88425438E+5,
838.500,5.49314563E+5,
839.00,5.36174875E+5,
839.500,5.12463719E+5,
840.00,4.93375438E+5,
840.500,4.84551406E+5,
841.00,4.71478031E+5,
841.500,4.58230531E+5,
842.00,4.47042781E+5,
842.500,4.19049344E+5,
843.00,4.21393906E+5,
843.500,4.19735063E+5,
844.00,3.82933563E+5,
844.500,3.89277563E+5,
845.00,3.76164750E+5,
845.500,3.69254656E+5,
846.00,3.48608406E+5,
846.500,3.49463250E+5,
847.00,3.22183469E+5,
847.500,3.18369500E+5,
848.00,2.92673688E+5,
848.500,2.96845969E+5,
849.00,2.91851375E+5,
849.500,2.77725875E+5,
850.00,2.63458219E+5,
850.500,2.59811453E+5,
851.00,2.55555766E+5,
851.500,2.41299797E+5,
852.00,2.23230469E+5,
852.500,2.18480156E+5,
853.00,2.14809516E+5,
853.500,2.03574328E+5,
854.00,1.99194328E+5,
854.500,1.93955109E+5,
855.00,1.83184266E+5,
855.500,1.73866375E+5,
856.00,1.80770656E+5,
856.500,1.66628375E+5,
857.00,1.60472359E+5,
857.500,1.60472844E+5,
858.00,1.50535156E+5,
858.500,1.46298234E+5,
859.00,1.43487094E+5,
859.500,1.34574094E+5,
860.00,1.28105750E+5,
860.500,1.26648453E+5,
861.00,1.25465883E+5,
861.500,1.23306109E+5,
862.00,1.22008570E+5,
862.500,1.08305555E+5,
863.00,1.11598000E+5,
863.500,1.03267102E+5,
864.00,9.69851484E+4,
864.500,9.94256328E+4,
865.00,9.76107969E+4,
865.500,9.92892344E+4,
866.00,1.02575453E+5,
866.500,8.72944609E+4,
867.00,8.12181250E+4,
867.500,7.69442578E+4,
868.00,8.13537500E+4,
868.500,7.53727813E+4,
869.00,7.50873828E+4,
869.500,6.78003906E+4,
870.00,6.51645547E+4,
870.500,6.19795586E+4,
871.00,5.69376758E+4,
871.500,6.33798438E+4,
872.00,6.45574570E+4,
872.500,6.67376406E+4,
873.00,5.43165664E+4,
873.500,5.72145313E+4,
874.00,4.98203008E+4,
874.500,4.67821953E+4,
875.00,4.80849453E+4,
875.500,5.19627266E+4,
876.00,4.28800859E+4,
876.500,4.57872188E+4,
877.00,4.32036523E+4,
877.500,4.43723516E+4,
878.00,4.92328164E+4,
878.500,3.63760156E+4,
879.00,4.83970352E+4,
879.500,4.60522773E+4,
880.00,3.29460781E+4,
880.500,5.26064258E+4,
881.00,4.42998906E+4,
881.500,5.11037461E+4,
882.00,5.66206914E+4,
882.500,5.26638555E+4,
883.00,5.82410195E+4,
883.500,6.20148906E+4,
884.00,4.32808359E+4,
884.500,4.10329805E+4,
885.00,4.74608477E+4,
885.500,3.72703711E+4,
886.00,3.79913867E+4,
886.500,3.83622539E+4,
887.00,3.50590742E+4,
887.500,2.92712734E+4,
888.00,2.97862832E+4,
888.500,2.50714590E+4,
889.00,2.46059961E+4,
889.500,2.53405234E+4,
890.00,2.12764902E+4,
890.500,1.51559160E+4,
891.00,2.32667598E+4,
891.500,2.25792344E+4,
892.00,1.47361553E+4,
892.500,1.83984121E+4,
893.00,1.90403438E+4,
893.500,2.02464707E+4,
894.00,1.68619824E+4,
894.500,2.40213613E+4,
895.00,2.29634434E+4,
895.500,2.44566250E+4,
896.00,2.26804023E+4,
896.500,1.79844668E+4,
897.00,2.15169297E+4,
897.500,1.78473398E+4,
898.00,2.15952832E+4,
898.500,5.59699854E+3,
899.00,7.46287012E+3,
899.500,7.73970459E+3,
900.00,8.01976025E+3,
