  1		  2	
06/12_10:24:50	Time=82.000 sec	06/12_10:30:53	Time=82.000 sec
			
Lambda (nm)	Transmittance (%)	Lambda (nm)	Transmittance (%)
300.000000	26.532062	300.000000	33.161099
310.000000	5.308997	310.000000	12.540235
320.000000	3.021569	320.000000	4.577448
330.000000	2.650726	330.000000	3.395118
340.000000	1.283241	340.000000	1.685177
350.000000	1.025161	350.000000	1.669481
360.000000	2.194040	360.000000	2.276564
370.000000	1.693900	370.000000	2.010204
380.000000	1.941125	380.000000	2.581373
390.000000	1.413057	390.000000	1.696581
400.000000	1.196150	400.000000	1.648615
410.000000	1.139826	410.000000	1.760884
420.000000	1.253081	420.000000	1.537029
430.000000	1.077306	430.000000	1.442885
440.000000	1.128821	440.000000	1.382487
450.000000	1.039494	450.000000	1.414576
460.000000	1.036662	460.000000	1.412819
470.000000	1.134438	470.000000	1.410287
480.000000	1.032127	480.000000	1.225938
490.000000	1.010041	490.000000	1.320554
500.000000	0.975067	500.000000	1.222106
510.000000	0.941459	510.000000	1.317446
520.000000	1.040607	520.000000	1.240321
530.000000	1.059836	530.000000	1.180323
540.000000	1.021975	540.000000	1.276690
550.000000	1.190340	550.000000	1.380457
560.000000	1.198633	560.000000	1.424567
570.000000	1.359355	570.000000	1.546413
580.000000	1.512242	580.000000	1.793435
590.000000	1.925699	590.000000	2.157168
600.000000	2.296770	600.000000	2.454564
610.000000	2.763314	610.000000	2.770380
620.000000	3.344791	620.000000	3.440092
630.000000	3.905237	630.000000	4.247429
640.000000	4.760127	640.000000	4.940207
650.000000	5.549988	650.000000	5.604013
660.000000	6.400622	660.000000	6.593543
670.000000	7.360814	670.000000	7.363742
680.000000	8.215434	680.000000	8.367668
690.000000	8.962136	690.000000	9.157743
700.000000	9.909848	700.000000	10.100310
710.000000	10.792178	710.000000	10.946100
720.000000	11.446075	720.000000	11.495186
730.000000	12.319213	730.000000	12.421513
740.000000	13.078948	740.000000	13.083350
750.000000	13.781105	750.000000	13.752140
760.000000	14.300581	760.000000	14.412228
770.000000	15.147639	770.000000	15.316162
780.000000	18.829742	780.000000	18.785746
790.000000	29.666973	790.000000	29.576654
800.000000	48.842122	800.000000	48.071642
810.000000	65.370294	810.000000	64.510522
820.000000	72.835384	820.000000	71.478472
830.000000	73.380345	830.000000	71.949220
840.000000	72.567695	840.000000	71.615274
850.000000	71.918294	850.000000	71.060377
860.000000	71.341118	860.000000	70.988833
870.000000	71.505683	870.000000	71.533855
880.000000	72.531416	880.000000	73.009318
890.000000	73.266293	890.000000	74.082966
900.000000	74.614855	900.000000	75.594613
910.000000	75.964795	910.000000	77.041250
920.000000	77.653222	920.000000	78.568166
930.000000	79.676376	930.000000	80.280173
940.000000	81.118614	940.000000	81.866735
950.000000	82.504021	950.000000	83.060428
960.000000	83.736350	960.000000	84.197781
970.000000	84.672345	970.000000	84.635774
980.000000	85.247719	980.000000	84.942916
990.000000	85.344445	990.000000	84.730813
1000.000000	85.160804	1000.000000	84.170839
1010.000000	84.601241	1010.000000	83.394294
1020.000000	83.603365	1020.000000	82.449408
1030.000000	82.728663	1030.000000	81.430426
1040.000000	81.934879	1040.000000	80.513088
1050.000000	81.260560	1050.000000	79.773707
1060.000000	80.422539	1060.000000	78.503677
1070.000000	78.683868	1070.000000	77.813549
1080.000000	76.837007	1080.000000	74.680476
1090.000000	76.305144	1090.000000	77.093185
1100.000000	69.589040	1100.000000	72.540415
