AD2-fit data

Labels,AD2,AD2F2,AD2F2R,
74.218750,2.80000000E+1, , ,
76.171875,3.30000000E+1, , ,
78.1250,3.30000000E+1, , ,
80.078125,3.60000000E+1, , ,
82.031250,3.00000000E+1,3.14316139E+1,-2.61375755E-1,
83.984375,2.50000000E+1,2.87231102E+1,-7.44622052E-1,
85.93750,3.20000000E+1,2.63542252E+1,9.98041391E-1,
87.890625,2.10000000E+1,2.42802467E+1,-7.15808511E-1,
89.843750,2.50000000E+1,2.24623947E+1,5.07521033E-1,
91.796875,2.30000000E+1,2.08670368E+1,4.44753557E-1,
93.750,2.90000000E+1,1.94650021E+1,1.77060461E+0,
95.703125,2.40000000E+1,1.82309895E+1,1.17759430E+0,
97.656250,1.90000000E+1,1.71430511E+1,4.26013291E-1,
99.609375,1.60000000E+1,1.61821442E+1,-4.55360413E-2,
101.562500,1.20000000E+1,1.53317547E+1,-9.61794734E-1,
103.515630,9.00000000E+0,1.45775537E+1,-1.85918462E+0,
105.468750,9.00000000E+0,1.39071093E+1,-1.63570309E+0,
107.421880,1.90000000E+1,1.33096313E+1,1.30546010E+0,
109.37500,1.70000000E+1,1.27757616E+1,1.02452826E+0,
111.328130,8.00000000E+0,1.22973757E+1,-1.51935172E+0,
113.281250,1.80000000E+1,1.18674221E+1,1.44546247E+0,
115.234380,1.50000000E+1,1.14797802E+1,9.08916891E-1,
117.187500,1.30000000E+1,1.11291361E+1,5.18884301E-1,
119.140630,1.00000000E+1,1.08108759E+1,-2.56421477E-1,
121.093750,8.00000000E+0,1.05209923E+1,-8.91305387E-1,
123.046880,9.00000000E+0,1.02560043E+1,-4.18668121E-1,
125.00,1.10000000E+1,1.00128889E+1,2.97625184E-1,
126.953130,1.00000000E+1,9.78901577E+0,6.67190701E-2,
128.906250,1.60000000E+1,9.58210182E+0,1.60447454E+0,
130.859380,8.00000000E+0,9.39016056E+0,-4.91495967E-1,
132.812500,7.00000000E+0,9.21146202E+0,-8.35854113E-1,
134.765630,1.20000000E+1,9.04450321E+0,8.53178442E-1,
136.718750,1.30000000E+1,8.88797379E+0,1.14047086E+0,
138.671880,1.50000000E+1,8.74073410E+0,1.61613560E+0,
140.62500,1.00000000E+1,8.60178852E+0,4.42153305E-1,
142.578130,1.00000000E+1,8.47027111E+0,4.83742744E-1,
144.531250,1.20000000E+1,8.34542465E+0,1.05498505E+0,
146.484380,8.00000000E+0,8.22658825E+0,-8.01110417E-2,
148.437500,1.10000000E+1,8.11318398E+0,8.70407820E-1,
150.390630,9.00000000E+0,8.00470638E+0,3.31764549E-1,
152.343750,1.50000000E+1,7.90071106E+0,1.83302855E+0,
154.296880,5.00000000E+0,7.80081177E+0,-1.25256109E+0,
156.2500,8.00000000E+0,7.70466518E+0,1.04416624E-1,
158.203130,1.10000000E+1,7.61197186E+0,1.02152896E+0,
160.156250,5.00000000E+0,7.52246857E+0,-1.12808228E+0,
162.109380,4.00000000E+0,7.43592072E+0,-1.71796036E+0,
164.062500,8.00000000E+0,7.35212231E+0,2.29059353E-1,
166.015630,1.00000000E+1,7.27089071E+0,8.63020122E-1,
167.968750,2.00000000E+0,7.19206381E+0,-3.67134356E+0,
169.921880,5.00000000E+0,7.11549664E+0,-9.46078837E-1,
171.87500,8.00000000E+0,7.04106140E+0,3.39035988E-1,
173.828130,7.00000000E+0,6.96864128E+0,1.18524823E-2,
175.781250,9.00000000E+0,6.89813375E+0,7.00622082E-1,
177.734380,1.40000000E+1,6.82944536E+0,1.91641140E+0,
179.687500,1.50000000E+1,6.76249218E+0,2.12691545E+0,
181.640630,9.00000000E+0,6.69719696E+0,7.67601013E-1,
183.593750,6.00000000E+0,6.63349152E+0,-2.58621842E-1,
185.546880,7.00000000E+0,6.57131195E+0,1.62028849E-1,
187.500,8.00000000E+0,6.51060104E+0,5.26582062E-1,
189.453130,8.00000000E+0,6.45130444E+0,5.47546566E-1,
191.406250,1.20000000E+1,6.39337349E+0,1.61849368E+0,
193.359380,5.00000000E+0,6.33676338E+0,-5.97818792E-1,
195.312500,6.00000000E+0,6.28143024E+0,-1.14893422E-1,
197.265630,1.00000000E+1,6.22733545E+0,1.19302130E+0,
199.218750,6.00000000E+0,6.17444229E+0,-7.12157711E-2,
201.171880,9.00000000E+0,6.12271547E+0,9.59094822E-1,
203.12500,1.50000000E+1,6.07212257E+0,2.30516815E+0,
205.078130,4.00000000E+0,6.02263308E+0,-1.01131654E+0,
207.031250,5.00000000E+0,5.97421741E+0,-4.35683280E-1,
208.984380,8.00000000E+0,5.92684746E+0,7.32970119E-1,
210.937500,1.10000000E+1,5.88049698E+0,1.54358828E+0,
212.890630,1.00000000E+1,5.83514071E+0,1.31704414E+0,
214.843750,6.00000000E+0,5.79075432E+0,8.54241922E-2,
216.796880,6.00000000E+0,5.74731398E+0,1.03158638E-1,
218.7500,6.00000000E+0,5.70479774E+0,1.20515816E-1,
220.703130,1.20000000E+1,5.66318369E+0,1.82928133E+0,
222.656250,3.00000000E+0,5.62245131E+0,-1.51407301E+0,
224.609380,4.00000000E+0,5.58258057E+0,-7.91290283E-1,
226.562500,5.00000000E+0,5.54355145E+0,-2.43083596E-1,
228.515630,5.00000000E+0,5.50534534E+0,-2.25997314E-1,
230.468750,4.00000000E+0,5.46794415E+0,-7.33972073E-1,
232.421880,1.00000000E+1,5.43133020E+0,1.44474030E+0,
234.37500,5.00000000E+0,5.39548588E+0,-1.76866665E-1,
236.328130,7.00000000E+0,5.36039400E+0,6.19712830E-1,
238.281250,5.00000000E+0,5.32603931E+0,-1.45809218E-1,
240.234380,2.00000000E+0,5.29240465E+0,-2.32808161E+0,
242.187500,3.00000000E+0,5.25947523E+0,-1.30450869E+0,
244.140630,7.00000000E+0,5.22723579E+0,6.70041919E-1,
246.093750,5.00000000E+0,5.19567156E+0,-8.75069797E-2,
248.046880,9.00000000E+0,5.16476822E+0,1.27841055E+0,
250.00,6.00000000E+0,5.13451147E+0,3.53334218E-1,
251.953130,8.00000000E+0,5.10488796E+0,1.02357674E+0,
253.906250,8.00000000E+0,5.07588387E+0,1.03383112E+0,
255.859380,5.00000000E+0,5.04748631E+0,-2.12365221E-2,
257.812500,6.00000000E+0,5.01968241E+0,4.00212973E-1,
259.765630,3.00000000E+0,4.99245930E+0,-1.15034688E+0,
261.718750,5.00000000E+0,4.96580553E+0,1.52922319E-2,
263.671880,8.00000000E+0,4.93970871E+0,1.08197641E+0,
265.62500,8.00000000E+0,4.91415691E+0,1.09101033E+0,
267.578130,7.00000000E+0,4.88913870E+0,7.97830582E-1,
269.531250,7.00000000E+0,4.86464310E+0,8.07089090E-1,
271.484380,9.00000000E+0,4.84065914E+0,1.38644695E+0,
273.437500,2.00000000E+0,4.81717634E+0,-1.99204445E+0,
275.390630,4.00000000E+0,4.79418373E+0,-3.97091866E-1,
277.343750,6.00000000E+0,4.77167082E+0,5.01463294E-1,
279.296880,2.00000000E+0,4.74962807E+0,-1.94428062E+0,
281.2500,5.00000000E+0,4.72804594E+0,1.21621557E-1,
283.203130,6.00000000E+0,4.70691395E+0,5.27900159E-1,
285.156250,8.00000000E+0,4.68622351E+0,1.17159688E+0,
287.109380,6.00000000E+0,4.66596508E+0,5.44617474E-1,
289.062500,8.00000000E+0,4.64612913E+0,1.18577242E+0,
291.015630,9.00000000E+0,4.62670755E+0,1.45776415E+0,
292.968750,6.00000000E+0,4.60769081E+0,5.68407834E-1,
294.921880,7.00000000E+0,4.58907175E+0,9.11245227E-1,
296.87500,2.00000000E+0,4.57084084E+0,-1.81785893E+0,
298.828130,8.00000000E+0,4.55299091E+0,1.21870172E+0,
300.781250,3.00000000E+0,4.53551292E+0,-8.86528790E-1,
302.734380,6.00000000E+0,4.51840019E+0,6.04860604E-1,
304.687500,7.00000000E+0,4.50164461E+0,9.44289625E-1,
306.640630,5.00000000E+0,4.48523855E+0,2.30208322E-1,
308.593750,3.00000000E+0,4.46917534E+0,-8.48228812E-1,
310.546880,4.00000000E+0,4.45344687E+0,-2.26723433E-1,
312.500,9.00000000E+0,4.43804693E+0,1.52065098E+0,
314.453130,7.00000000E+0,4.42296839E+0,9.74026442E-1,
316.406250,7.00000000E+0,4.40820456E+0,9.79606628E-1,
318.359380,3.00000000E+0,4.39374876E+0,-8.04681242E-1,
320.312500,5.00000000E+0,4.37959480E+0,2.77453631E-1,
322.265630,5.00000000E+0,4.36573601E+0,2.83651471E-1,
324.218750,2.00000000E+0,4.35216665E+0,-1.66323304E+0,
326.171880,3.00000000E+0,4.33888054E+0,-7.73003042E-1,
328.12500,7.00000000E+0,4.32587147E+0,1.01072562E+0,
330.078130,6.00000000E+0,4.31313419E+0,6.88660085E-1,
332.031250,4.00000000E+0,4.30066252E+0,-1.50331259E-1,
333.984380,4.00000000E+0,4.28845119E+0,-1.44225597E-1,
335.937500,3.00000000E+0,4.27649498E+0,-7.36984730E-1,
337.890630,6.00000000E+0,4.26478767E+0,7.08397448E-1,
339.843750,9.00000000E+0,4.25332546E+0,1.58222485E+0,
341.796880,5.00000000E+0,4.24210167E+0,3.38942438E-1,
343.7500,3.00000000E+0,4.23111296E+0,-7.10783422E-1,
345.703130,5.00000000E+0,4.22035313E+0,3.48668694E-1,
347.656250,4.00000000E+0,4.20981789E+0,-1.04908943E-1,
349.609380,1.10000000E+1,4.19950247E+0,2.05042720E+0,
351.562500,2.00000000E+0,4.18940258E+0,-1.54814136E+0,
353.515630,8.00000000E+0,4.17951298E+0,1.35074615E+0,
355.468750,5.00000000E+0,4.16983032E+0,3.71263176E-1,
357.421880,7.00000000E+0,4.16034937E+0,1.07328713E+0,
359.37500,5.00000000E+0,4.15106630E+0,3.79654706E-1,
361.328130,6.00000000E+0,4.14197731E+0,7.58534610E-1,
363.281250,3.00000000E+0,4.13307762E+0,-6.54182673E-1,
365.234380,6.00000000E+0,4.12436390E+0,7.65725255E-1,
367.187500,6.00000000E+0,4.11583185E+0,7.69208431E-1,
369.140630,7.00000000E+0,4.10747814E+0,1.09327054E+0,
371.093750,5.00000000E+0,4.09929848E+0,4.02805984E-1,
373.046880,7.00000000E+0,4.09128952E+0,1.09938920E+0,
375.00,2.00000000E+0,4.08344793E+0,-1.47322011E+0,
376.953130,6.00000000E+0,4.07576990E+0,7.85563648E-1,
378.906250,1.00000000E+0,4.06825209E+0,-3.06825209E+0,
380.859380,7.00000000E+0,4.06089115E+0,1.11087871E+0,
382.812500,7.00000000E+0,4.05368423E+0,1.11360276E+0,
384.765630,3.00000000E+0,4.04662704E+0,-6.04270399E-1,
386.718750,1.00000000E+1,4.03971767E+0,1.88480675E+0,
388.671880,2.00000000E+0,4.03295231E+0,-1.43751431E+0,
390.62500,1.00000000E+1,4.02632809E+0,1.88904095E+0,
392.578130,7.00000000E+0,4.01984215E+0,1.12639380E+0,
394.531250,3.00000000E+0,4.01349163E+0,-5.85139692E-1,
396.484380,1.00000000E+0,4.00727367E+0,-3.00727367E+0,
398.437500,6.00000000E+0,4.00118542E+0,8.16012621E-1,
400.390630,7.00000000E+0,3.99522400E+0,1.13569856E+0,
402.343750,4.00000000E+0,3.98938727E+0,5.30636311E-3,
404.296880,1.00000000E+1,3.98367214E+0,1.90252995E+0,
406.2500,8.00000000E+0,3.97807646E+0,1.42196465E+0,
408.203130,7.00000000E+0,3.97259760E+0,1.14425063E+0,
410.156250,5.00000000E+0,3.96723294E+0,4.61867481E-1,
412.109380,4.00000000E+0,3.96198034E+0,1.90098286E-2,
414.062500,5.00000000E+0,3.95683742E+0,4.66516495E-1,
416.015630,5.00000000E+0,3.95180178E+0,4.68768507E-1,
417.968750,1.00000000E+0,3.94687128E+0,-2.94687128E+0,
419.921880,5.00000000E+0,3.94204354E+0,4.73132521E-1,
421.87500,9.00000000E+0,3.93731666E+0,1.68756115E+0,
423.828130,3.00000000E+0,3.93268824E+0,-5.38487792E-1,
425.781250,4.00000000E+0,3.92815661E+0,3.59216928E-2,
427.734380,4.00000000E+0,3.92371941E+0,3.81402969E-2,
429.687500,6.00000000E+0,3.91937494E+0,8.49411607E-1,
431.640630,1.00000000E+1,3.91512108E+0,1.92420769E+0,
433.593750,7.00000000E+0,3.91095614E+0,1.16754889E+0,
435.546880,1.00000000E+0,3.90687799E+0,-2.90687799E+0,
437.500,7.00000000E+0,3.90288496E+0,1.17059946E+0,
439.453130,1.00000000E+1,3.89897513E+0,1.92931342E+0,
441.406250,7.00000000E+0,3.89514709E+0,1.17352414E+0,
443.359380,5.00000000E+0,3.89139891E+0,4.95781481E-1,
445.312500,7.00000000E+0,3.88772893E+0,1.17632794E+0,
447.265630,8.00000000E+0,3.88413548E+0,1.45517790E+0,
449.218750,4.00000000E+0,3.88061714E+0,5.96914291E-2,
451.171880,6.00000000E+0,3.87717223E+0,8.66640806E-1,
453.12500,3.00000000E+0,3.87379909E+0,-5.04488170E-1,
455.078130,4.00000000E+0,3.87049651E+0,6.47517443E-2,
457.031250,6.00000000E+0,3.86726284E+0,8.70686293E-1,
458.984380,4.00000000E+0,3.86409640E+0,6.79517984E-2,
460.937500,5.00000000E+0,3.86099625E+0,5.09377956E-1,
462.890630,6.00000000E+0,3.85796070E+0,8.74483883E-1,
464.843750,7.00000000E+0,3.85498857E+0,1.18870258E+0,
466.796880,6.00000000E+0,3.85207868E+0,8.76885235E-1,
468.7500,7.00000000E+0,3.84922934E+0,1.19087934E+0,
470.703130,7.00000000E+0,3.84643936E+0,1.19193387E+0,
472.656250,6.00000000E+0,3.84370756E+0,8.80302727E-1,
474.609380,6.00000000E+0,3.84103298E+0,8.81394625E-1,
476.562500,5.00000000E+0,3.83841419E+0,5.19476950E-1,
478.515630,5.00000000E+0,3.83585000E+0,5.20623684E-1,
480.468750,5.00000000E+0,3.83333921E+0,5.21746576E-1,
482.421880,5.00000000E+0,3.83088112E+0,5.22845864E-1,
484.37500,5.00000000E+0,3.82847404E+0,5.23922324E-1,
486.328130,4.00000000E+0,3.82611728E+0,8.69413614E-2,
488.281250,2.00000000E+0,3.82380962E+0,-1.28962815E+0,
490.234380,6.00000000E+0,3.82155037E+0,8.89348328E-1,
492.187500,1.00000000E+0,3.81933808E+0,-2.81933808E+0,
494.140630,5.00000000E+0,3.81717205E+0,5.28976738E-1,
496.093750,4.00000000E+0,3.81505108E+0,9.24744606E-2,
498.046880,5.00000000E+0,3.81297445E+0,5.30853987E-1,
500.00,4.00000000E+0,3.81094122E+0,9.45293903E-2,
501.953130,4.00000000E+0,3.80895042E+0,9.55247879E-2,
503.906250,6.00000000E+0,3.80700111E+0,8.95288050E-1,
505.859380,6.00000000E+0,3.80509257E+0,8.96067202E-1,
507.812500,9.00000000E+0,3.80322385E+0,1.73225868E+0,
509.765630,6.00000000E+0,3.80139399E+0,8.97577167E-1,
511.718750,4.00000000E+0,3.79960251E+0,1.00198746E-1,
513.671880,9.00000000E+0,3.79784822E+0,1.73405063E+0,
515.62500,2.00000000E+0,3.79613066E+0,-1.27005613E+0,
517.578130,3.00000000E+0,3.79444885E+0,-4.58675265E-1,
519.531250,7.00000000E+0,3.79280233E+0,1.21220684E+0,
521.484380,9.00000000E+0,3.79118991E+0,1.73627007E+0,
523.437500,6.00000000E+0,3.78961134E+0,9.02387381E-1,
525.390630,6.00000000E+0,3.78806567E+0,9.03018415E-1,
527.343750,1.00000000E+0,3.78655219E+0,-2.78655219E+0,
529.296880,3.00000000E+0,3.78507042E+0,-4.53260630E-1,
531.2500,4.00000000E+0,3.78361940E+0,1.08190298E-1,
533.203130,4.00000000E+0,3.78219891E+0,1.08900547E-1,
535.156250,5.00000000E+0,3.78080797E+0,5.45239270E-1,
537.109380,8.00000000E+0,3.77944589E+0,1.49219120E+0,
539.062500,1.00000000E+0,3.77811241E+0,-2.77811241E+0,
541.015630,6.00000000E+0,3.77680683E+0,9.07614827E-1,
542.968750,4.00000000E+0,3.77552819E+0,1.12235904E-1,
544.921880,7.00000000E+0,3.77427649E+0,1.21920896E+0,
546.87500,3.00000000E+0,3.77305079E+0,-4.46321100E-1,
548.828130,5.00000000E+0,3.77185082E+0,5.49245000E-1,
550.781250,4.00000000E+0,3.77067590E+0,1.14662051E-1,
552.734380,6.00000000E+0,3.76952529E+0,9.10587490E-1,
554.687500,7.00000000E+0,3.76839876E+0,1.22143054E+0,
556.640630,3.00000000E+0,3.76729584E+0,-4.42998469E-1,
558.593750,2.00000000E+0,3.76621580E+0,-1.24890316E+0,
560.546880,6.00000000E+0,3.76515841E+0,9.12370265E-1,
562.500,9.00000000E+0,3.76412320E+0,1.74529231E+0,
564.453130,3.00000000E+0,3.76310945E+0,-4.40581441E-1,
566.406250,1.00000000E+1,3.76211667E+0,1.97259188E+0,
568.359380,6.00000000E+0,3.76114488E+0,9.14008796E-1,
570.312500,4.00000000E+0,3.76019335E+0,1.19903326E-1,
572.265630,2.00000000E+0,3.75926161E+0,-1.24398577E+0,
574.218750,1.10000000E+1,3.75834942E+0,2.18343973E+0,
576.171880,3.00000000E+0,3.75745606E+0,-4.37317461E-1,
578.12500,3.00000000E+0,3.75658154E+0,-4.36812580E-1,
580.078130,9.00000000E+0,3.75572515E+0,1.74809158E+0,
582.031250,6.00000000E+0,3.75488663E+0,9.16563690E-1,
583.984380,5.00000000E+0,3.75406575E+0,5.57198763E-1,
585.937500,3.00000000E+0,3.75326180E+0,-4.34895903E-1,
587.890630,6.00000000E+0,3.75247478E+0,9.17548358E-1,
589.843750,3.00000000E+0,3.75170422E+0,-4.33996648E-1,
591.796880,7.00000000E+0,3.75094962E+0,1.22802567E+0,
593.7500,4.00000000E+0,3.75021076E+0,1.24894619E-1,
595.703130,3.00000000E+0,3.74948740E+0,-4.32716757E-1,
597.656250,7.00000000E+0,3.74877906E+0,1.22884607E+0,
599.609380,9.00000000E+0,3.74808550E+0,1.75063813E+0,
601.562500,8.00000000E+0,3.74740648E+0,1.50351882E+0,
603.515630,1.00000000E+1,3.74674153E+0,1.97745395E+0,
605.468750,0.00000000E+0,3.74609065E+0,-3.74609065E+0,
607.421880,5.00000000E+0,3.74545312E+0,5.61050415E-1,
609.37500,3.00000000E+0,3.74482918E+0,-4.30027336E-1,
611.328130,1.00000000E+1,3.74421811E+0,1.97825193E+0,
613.281250,1.00000000E+1,3.74361968E+0,1.97844124E+0,
615.234380,3.00000000E+0,3.74303389E+0,-4.28990811E-1,
617.187500,5.00000000E+0,3.74246025E+0,5.62388897E-1,
619.140630,5.00000000E+0,3.74189854E+0,5.62640071E-1,
621.093750,4.00000000E+0,3.74134874E+0,1.29325628E-1,
623.046880,5.00000000E+0,3.74081016E+0,5.63126802E-1,
625.00,3.00000000E+0,3.74028301E+0,-4.27402616E-1,
626.953130,4.00000000E+0,3.73976684E+0,1.30116582E-1,
628.906250,7.00000000E+0,3.73926139E+0,1.23244333E+0,
630.859380,4.00000000E+0,3.73876643E+0,1.30616784E-1,
632.812500,7.00000000E+0,3.73828197E+0,1.23281360E+0,
634.765630,4.00000000E+0,3.73780751E+0,1.31096244E-1,
636.718750,6.00000000E+0,3.73734307E+0,9.23725843E-1,
638.671880,4.00000000E+0,3.73688817E+0,1.31555915E-1,
640.62500,3.00000000E+0,3.73644280E+0,-4.25185472E-1,
642.578130,4.00000000E+0,3.73600674E+0,1.31996632E-1,
644.531250,9.00000000E+0,3.73557973E+0,1.75480676E+0,
646.484380,2.00000000E+0,3.73516178E+0,-1.22694468E+0,
648.437500,3.00000000E+0,3.73475242E+0,-4.24209505E-1,
650.390630,4.00000000E+0,3.73435163E+0,1.32824183E-1,
652.343750,2.00000000E+0,3.73395920E+0,-1.22609437E+0,
654.296880,0.00000000E+0,3.73357511E+0,-3.73357511E+0,
656.2500,7.00000000E+0,3.73319888E+0,1.23473477E+0,
658.203130,7.00000000E+0,3.73283052E+0,1.23487401E+0,
660.156250,5.00000000E+0,3.73246980E+0,5.66856742E-1,
662.109380,4.00000000E+0,3.73211670E+0,1.33941650E-1,
664.062500,8.00000000E+0,3.73177075E+0,1.50904691E+0,
666.015630,4.00000000E+0,3.73143220E+0,1.34283900E-1,
667.968750,3.00000000E+0,3.73110080E+0,-4.22101259E-1,
669.921880,4.00000000E+0,3.73077631E+0,1.34611845E-1,
671.87500,5.00000000E+0,3.73045850E+0,5.67756236E-1,
673.828130,4.00000000E+0,3.73014736E+0,1.34926319E-1,
675.781250,3.00000000E+0,3.72984266E+0,-4.21374857E-1,
677.734380,4.00000000E+0,3.72954440E+0,1.35227799E-1,
679.687500,5.00000000E+0,3.72925234E+0,5.68295658E-1,
681.640630,1.00000000E+1,3.72896624E+0,1.98307502E+0,
683.593750,6.00000000E+0,3.72868633E+0,9.27259922E-1,
685.546880,4.00000000E+0,3.72841215E+0,1.35793924E-1,
687.500,4.00000000E+0,3.72814369E+0,1.35928154E-1,
689.453130,3.00000000E+0,3.72788072E+0,-4.20242131E-1,
691.406250,5.00000000E+0,3.72762346E+0,5.69024086E-1,
693.359380,5.00000000E+0,3.72737145E+0,5.69136798E-1,
695.312500,6.00000000E+0,3.72712469E+0,9.27897453E-1,
697.265630,5.00000000E+0,3.72688293E+0,5.69355249E-1,
699.218750,6.00000000E+0,3.72664642E+0,9.28092718E-1,
701.171880,4.00000000E+0,3.72641492E+0,1.36792541E-1,
703.12500,7.00000000E+0,3.72618818E+0,1.23738456E+0,
705.078130,7.00000000E+0,3.72596598E+0,1.23746860E+0,
707.031250,5.00000000E+0,3.72574878E+0,5.69862485E-1,
708.984380,8.00000000E+0,3.72553587E+0,1.51125133E+0,
710.937500,6.00000000E+0,3.72532725E+0,9.28631246E-1,
712.890630,6.00000000E+0,3.72512317E+0,9.28714573E-1,
714.843750,5.00000000E+0,3.72492337E+0,5.70231616E-1,
716.796880,8.00000000E+0,3.72472787E+0,1.51153696E+0,
718.7500,4.00000000E+0,3.72453618E+0,1.37731910E-1,
720.703130,6.00000000E+0,3.72434878E+0,9.29030716E-1,
722.656250,3.00000000E+0,3.72416496E+0,-4.18096840E-1,
724.609380,6.00000000E+0,3.72398520E+0,9.29179192E-1,
726.562500,4.00000000E+0,3.72380924E+0,1.38095379E-1,
728.515630,6.00000000E+0,3.72363663E+0,9.29321468E-1,
730.468750,5.00000000E+0,3.72346783E+0,5.70882559E-1,
732.421880,7.00000000E+0,3.72330260E+0,1.23847520E+0,
734.37500,4.00000000E+0,3.72314095E+0,1.38429523E-1,
736.328130,8.00000000E+0,3.72298241E+0,1.51215410E+0,
738.281250,4.00000000E+0,3.72282720E+0,1.38586402E-1,
740.234380,6.00000000E+0,3.72267532E+0,9.29713905E-1,
742.187500,1.00000000E+1,3.72252655E+0,1.98511147E+0,
744.140630,5.00000000E+0,3.72238111E+0,5.71368515E-1,
746.093750,5.00000000E+0,3.72223830E+0,5.71432412E-1,
748.046880,7.00000000E+0,3.72209883E+0,1.23893023E+0,
750.00,4.00000000E+0,3.72196221E+0,1.39018893E-1,
751.953130,7.00000000E+0,3.72182822E+0,1.23903251E+0,
753.906250,7.00000000E+0,3.72169709E+0,1.23908210E+0,
755.859380,6.00000000E+0,3.72156882E+0,9.30165648E-1,
757.812500,8.00000000E+0,3.72144318E+0,1.51269829E+0,
759.765630,5.00000000E+0,3.72132015E+0,5.71843028E-1,
761.718750,8.00000000E+0,3.72119975E+0,1.51278436E+0,
763.671880,8.00000000E+0,3.72108173E+0,1.51282609E+0,
765.62500,5.00000000E+0,3.72096634E+0,5.72001219E-1,
767.578130,3.00000000E+0,3.72085333E+0,-4.16184872E-1,
769.531250,4.00000000E+0,3.72074270E+0,1.39628649E-1,
771.484380,7.00000000E+0,3.72063422E+0,1.23948383E+0,
773.437500,8.00000000E+0,3.72052813E+0,1.51302183E+0,
775.390630,4.00000000E+0,3.72042418E+0,1.39787912E-1,
777.343750,2.00000000E+0,3.72032237E+0,-1.21645164E+0,
779.296880,6.00000000E+0,3.72022271E+0,9.30715203E-1,
781.2500,5.00000000E+0,3.72012520E+0,5.72377443E-1,
783.203130,5.00000000E+0,3.72002983E+0,5.72420061E-1,
785.156250,3.00000000E+0,3.71993613E+0,-4.15655315E-1,
787.109380,2.00000000E+0,3.71984458E+0,-1.21611381E+0,
789.062500,2.00000000E+0,3.71975493E+0,-1.21605039E+0,
791.015630,5.00000000E+0,3.71966720E+0,5.72582245E-1,
792.968750,5.00000000E+0,3.71958137E+0,5.72620630E-1,
794.921880,6.00000000E+0,3.71949720E+0,9.31011379E-1,
796.87500,5.00000000E+0,3.71941471E+0,5.72695136E-1,
798.828130,7.00000000E+0,3.71933413E+0,1.23997521E+0,
800.781250,5.00000000E+0,3.71925497E+0,5.72766602E-1,
802.734380,3.00000000E+0,3.71917772E+0,-4.15217459E-1,
804.687500,8.00000000E+0,3.71910191E+0,1.51352608E+0,
806.640630,8.00000000E+0,3.71902776E+0,1.51355231E+0,
808.593750,9.00000000E+0,3.71895528E+0,1.76034820E+0,
810.546880,9.00000000E+0,3.71888399E+0,1.76037204E+0,
812.500,5.00000000E+0,3.71881437E+0,5.72963655E-1,
814.453130,9.00000000E+0,3.71874642E+0,1.76041782E+0,
816.406250,9.00000000E+0,3.71867967E+0,1.76044011E+0,
818.359380,6.00000000E+0,3.71861434E+0,9.31371808E-1,
820.312500,9.00000000E+0,3.71855021E+0,1.76048326E+0,
822.265630,6.00000000E+0,3.71848750E+0,9.31423604E-1,
824.218750,5.00000000E+0,3.71842623E+0,5.73137224E-1,
826.171880,3.00000000E+0,3.71836615E+0,-4.14748907E-1,
