Labels,AD4,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1998.046900,
Step,1.9531250,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts (a.u.),

0.00,0.00000000E+0,
1.9531250,0.00000000E+0,
3.906250,0.00000000E+0,
5.8593750,0.00000000E+0,
7.81250,0.00000000E+0,
9.7656250,0.00000000E+0,
11.718750,0.00000000E+0,
13.671875,0.00000000E+0,
15.6250,0.00000000E+0,
17.578125,0.00000000E+0,
19.531250,0.00000000E+0,
21.484375,0.00000000E+0,
23.43750,0.00000000E+0,
25.390625,0.00000000E+0,
27.343750,0.00000000E+0,
29.296875,0.00000000E+0,
31.250,0.00000000E+0,
33.203125,0.00000000E+0,
35.156250,0.00000000E+0,
37.109375,0.00000000E+0,
39.06250,0.00000000E+0,
41.015625,1.44000000E+2,
42.968750,2.02000000E+2,
44.921875,1.74000000E+2,
46.8750,1.56000000E+2,
48.828125,1.62000000E+2,
50.781250,1.77000000E+2,
52.734375,1.91000000E+2,
54.68750,1.66000000E+2,
56.640625,1.82000000E+2,
58.593750,1.85000000E+2,
60.546875,1.85000000E+2,
62.50,1.83000000E+2,
64.453125,1.93000000E+2,
66.406250,1.59000000E+2,
68.359375,1.76000000E+2,
70.31250,1.47000000E+2,
72.265625,1.91000000E+2,
74.218750,3.09000000E+2,
76.171875,2.98000000E+2,
78.1250,2.98000000E+2,
80.078125,3.13000000E+2,
82.031250,3.08000000E+2,
83.984375,2.87000000E+2,
85.93750,2.95000000E+2,
87.890625,3.05000000E+2,
89.843750,2.72000000E+2,
91.796875,3.19000000E+2,
93.750,2.75000000E+2,
95.703125,2.83000000E+2,
97.656250,2.89000000E+2,
99.609375,2.77000000E+2,
101.562500,3.03000000E+2,
103.515630,2.79000000E+2,
105.468750,2.81000000E+2,
107.421880,2.96000000E+2,
109.37500,2.85000000E+2,
111.328130,2.88000000E+2,
113.281250,2.92000000E+2,
115.234380,2.79000000E+2,
117.187500,2.85000000E+2,
119.140630,3.00000000E+2,
121.093750,2.66000000E+2,
123.046880,2.82000000E+2,
125.00,2.84000000E+2,
126.953130,2.88000000E+2,
128.906250,3.02000000E+2,
130.859380,2.88000000E+2,
132.812500,2.70000000E+2,
134.765630,2.65000000E+2,
136.718750,2.65000000E+2,
138.671880,2.73000000E+2,
140.62500,2.77000000E+2,
142.578130,2.84000000E+2,
144.531250,2.67000000E+2,
146.484380,2.61000000E+2,
148.437500,2.83000000E+2,
150.390630,2.68000000E+2,
152.343750,2.76000000E+2,
154.296880,2.74000000E+2,
156.2500,3.03000000E+2,
158.203130,2.51000000E+2,
160.156250,2.99000000E+2,
162.109380,2.68000000E+2,
164.062500,2.87000000E+2,
166.015630,2.66000000E+2,
167.968750,2.69000000E+2,
169.921880,3.10000000E+2,
171.87500,2.79000000E+2,
173.828130,2.81000000E+2,
175.781250,2.78000000E+2,
177.734380,2.75000000E+2,
179.687500,2.91000000E+2,
181.640630,2.65000000E+2,
183.593750,2.72000000E+2,
185.546880,2.80000000E+2,
187.500,2.55000000E+2,
189.453130,2.82000000E+2,
191.406250,2.89000000E+2,
193.359380,2.92000000E+2,
195.312500,2.66000000E+2,
197.265630,2.68000000E+2,
199.218750,2.64000000E+2,
201.171880,2.79000000E+2,
203.12500,2.77000000E+2,
205.078130,2.86000000E+2,
207.031250,2.74000000E+2,
208.984380,2.95000000E+2,
210.937500,2.89000000E+2,
212.890630,2.86000000E+2,
214.843750,2.85000000E+2,
216.796880,2.52000000E+2,
218.7500,2.82000000E+2,
220.703130,2.80000000E+2,
222.656250,2.62000000E+2,
224.609380,2.85000000E+2,
226.562500,2.98000000E+2,
228.515630,2.81000000E+2,
230.468750,3.05000000E+2,
232.421880,2.59000000E+2,
234.37500,2.51000000E+2,
236.328130,2.82000000E+2,
238.281250,3.04000000E+2,
240.234380,2.82000000E+2,
242.187500,2.74000000E+2,
244.140630,2.88000000E+2,
246.093750,2.83000000E+2,
248.046880,2.84000000E+2,
250.00,2.72000000E+2,
251.953130,2.65000000E+2,
253.906250,2.70000000E+2,
255.859380,2.50000000E+2,
257.812500,2.63000000E+2,
259.765630,2.68000000E+2,
261.718750,2.63000000E+2,
263.671880,2.56000000E+2,
265.62500,2.48000000E+2,
267.578130,2.82000000E+2,
269.531250,2.90000000E+2,
271.484380,3.01000000E+2,
273.437500,2.73000000E+2,
275.390630,2.50000000E+2,
277.343750,2.67000000E+2,
279.296880,2.65000000E+2,
281.2500,2.49000000E+2,
283.203130,2.89000000E+2,
285.156250,2.68000000E+2,
287.109380,2.60000000E+2,
289.062500,2.32000000E+2,
291.015630,2.75000000E+2,
292.968750,2.56000000E+2,
294.921880,2.77000000E+2,
296.87500,2.66000000E+2,
298.828130,2.61000000E+2,
300.781250,2.85000000E+2,
302.734380,2.72000000E+2,
304.687500,2.80000000E+2,
306.640630,2.67000000E+2,
308.593750,2.96000000E+2,
310.546880,2.70000000E+2,
312.500,2.53000000E+2,
314.453130,2.83000000E+2,
316.406250,2.58000000E+2,
318.359380,2.63000000E+2,
320.312500,2.43000000E+2,
322.265630,2.43000000E+2,
324.218750,2.69000000E+2,
326.171880,2.76000000E+2,
328.12500,2.64000000E+2,
330.078130,2.78000000E+2,
332.031250,2.79000000E+2,
333.984380,2.66000000E+2,
335.937500,2.96000000E+2,
337.890630,2.67000000E+2,
339.843750,2.91000000E+2,
341.796880,2.66000000E+2,
343.7500,2.52000000E+2,
345.703130,2.60000000E+2,
347.656250,2.78000000E+2,
349.609380,2.95000000E+2,
351.562500,2.51000000E+2,
353.515630,2.32000000E+2,
355.468750,2.72000000E+2,
357.421880,2.76000000E+2,
359.37500,2.60000000E+2,
361.328130,2.77000000E+2,
363.281250,2.41000000E+2,
365.234380,2.54000000E+2,
367.187500,2.54000000E+2,
369.140630,2.67000000E+2,
371.093750,2.69000000E+2,
373.046880,2.77000000E+2,
375.00,2.78000000E+2,
376.953130,2.75000000E+2,
378.906250,2.56000000E+2,
380.859380,2.49000000E+2,
382.812500,2.60000000E+2,
384.765630,2.57000000E+2,
386.718750,2.33000000E+2,
388.671880,2.47000000E+2,
390.62500,2.80000000E+2,
392.578130,2.78000000E+2,
394.531250,2.26000000E+2,
396.484380,2.79000000E+2,
398.437500,2.62000000E+2,
400.390630,2.62000000E+2,
402.343750,2.55000000E+2,
404.296880,2.73000000E+2,
406.2500,2.73000000E+2,
408.203130,2.43000000E+2,
410.156250,2.46000000E+2,
412.109380,2.48000000E+2,
414.062500,2.52000000E+2,
416.015630,2.37000000E+2,
417.968750,2.80000000E+2,
419.921880,2.53000000E+2,
421.87500,2.26000000E+2,
423.828130,2.67000000E+2,
425.781250,2.39000000E+2,
427.734380,2.50000000E+2,
429.687500,2.35000000E+2,
431.640630,2.35000000E+2,
433.593750,2.56000000E+2,
435.546880,2.62000000E+2,
437.500,2.61000000E+2,
439.453130,2.69000000E+2,
441.406250,2.55000000E+2,
443.359380,2.47000000E+2,
445.312500,2.69000000E+2,
447.265630,2.62000000E+2,
449.218750,2.64000000E+2,
451.171880,2.69000000E+2,
453.12500,2.97000000E+2,
455.078130,2.59000000E+2,
457.031250,2.30000000E+2,
458.984380,2.68000000E+2,
460.937500,2.75000000E+2,
462.890630,2.58000000E+2,
464.843750,2.55000000E+2,
466.796880,2.36000000E+2,
468.7500,2.46000000E+2,
470.703130,2.59000000E+2,
472.656250,2.57000000E+2,
474.609380,2.29000000E+2,
476.562500,2.39000000E+2,
478.515630,2.42000000E+2,
480.468750,2.53000000E+2,
482.421880,2.22000000E+2,
484.37500,2.52000000E+2,
486.328130,2.43000000E+2,
488.281250,2.53000000E+2,
490.234380,2.63000000E+2,
492.187500,2.30000000E+2,
494.140630,2.26000000E+2,
496.093750,2.67000000E+2,
498.046880,3.10000000E+2,
500.00,2.54000000E+2,
501.953130,2.43000000E+2,
503.906250,2.36000000E+2,
505.859380,2.56000000E+2,
507.812500,2.51000000E+2,
509.765630,2.53000000E+2,
511.718750,2.58000000E+2,
513.671880,2.55000000E+2,
515.62500,2.44000000E+2,
517.578130,2.55000000E+2,
519.531250,2.78000000E+2,
521.484380,2.39000000E+2,
523.437500,2.58000000E+2,
525.390630,2.55000000E+2,
527.343750,2.51000000E+2,
529.296880,2.26000000E+2,
531.2500,2.67000000E+2,
533.203130,2.58000000E+2,
535.156250,2.58000000E+2,
537.109380,2.55000000E+2,
539.062500,2.56000000E+2,
541.015630,2.43000000E+2,
542.968750,2.58000000E+2,
544.921880,2.55000000E+2,
546.87500,2.46000000E+2,
548.828130,2.60000000E+2,
550.781250,2.42000000E+2,
552.734380,2.50000000E+2,
554.687500,2.34000000E+2,
556.640630,2.40000000E+2,
558.593750,2.62000000E+2,
560.546880,2.57000000E+2,
562.500,2.52000000E+2,
564.453130,2.78000000E+2,
566.406250,2.46000000E+2,
568.359380,2.30000000E+2,
570.312500,2.30000000E+2,
572.265630,2.64000000E+2,
574.218750,2.58000000E+2,
576.171880,2.35000000E+2,
578.12500,2.42000000E+2,
580.078130,2.61000000E+2,
582.031250,2.40000000E+2,
583.984380,2.42000000E+2,
585.937500,2.49000000E+2,
587.890630,2.43000000E+2,
589.843750,2.75000000E+2,
591.796880,2.38000000E+2,
593.7500,2.43000000E+2,
595.703130,2.52000000E+2,
597.656250,2.45000000E+2,
599.609380,2.52000000E+2,
