AD3-fit data

Labels,AD3,AD3F2,AD3F2R,
74.218750,9.80000000E+1, , ,
76.171875,1.23000000E+2, , ,
78.1250,9.30000000E+1,1.00071358E+2,-7.33265638E-1,
80.078125,1.02000000E+2,9.94963150E+1,2.47901753E-1,
82.031250,1.03000000E+2,9.89366608E+1,4.00372714E-1,
83.984375,8.50000000E+1,9.83918228E+1,-1.45254719E+0,
85.93750,1.04000000E+2,9.78612823E+1,6.01950824E-1,
87.890625,8.10000000E+1,9.73445129E+1,-1.81605697E+0,
89.843750,1.03000000E+2,9.68410187E+1,6.06862485E-1,
91.796875,9.40000000E+1,9.63503265E+1,-2.42417663E-1,
93.750,9.90000000E+1,9.58719711E+1,3.14378738E-1,
95.703125,9.90000000E+1,9.54055176E+1,3.61259073E-1,
97.656250,1.03000000E+2,9.49505310E+1,7.93137729E-1,
99.609375,8.80000000E+1,9.45066071E+1,-6.93606675E-1,
101.562500,9.20000000E+1,9.40733414E+1,-2.16160789E-1,
103.515630,9.70000000E+1,9.36503525E+1,3.40105176E-1,
105.468750,9.70000000E+1,9.32372818E+1,3.82046133E-1,
107.421880,1.08000000E+2,9.28337708E+1,1.45937109E+0,
109.37500,1.06000000E+2,9.24394836E+1,1.31711376E+0,
111.328130,9.40000000E+1,9.20540848E+1,2.00705826E-1,
113.281250,9.00000000E+1,9.16772690E+1,-1.76799670E-1,
115.234380,1.02000000E+2,9.13087158E+1,1.05859494E+0,
117.187500,1.02000000E+2,9.09481430E+1,1.09429693E+0,
119.140630,8.70000000E+1,9.05952682E+1,-3.85453224E-1,
121.093750,9.10000000E+1,9.02498169E+1,7.86405578E-2,
123.046880,9.50000000E+1,8.99115372E+1,5.22065282E-1,
125.00,8.70000000E+1,8.95801544E+1,-2.76621580E-1,
126.953130,9.20000000E+1,8.92554474E+1,2.86139399E-1,
128.906250,1.04000000E+2,8.89371719E+1,1.47703183E+0,
130.859380,1.01000000E+2,8.86250992E+1,1.23134863E+0,
132.812500,9.60000000E+1,8.83190231E+1,7.83936441E-1,
134.765630,8.60000000E+1,8.80187302E+1,-2.17685267E-1,
136.718750,8.70000000E+1,8.77240219E+1,-7.76233003E-2,
138.671880,7.60000000E+1,8.74347000E+1,-1.31165004E+0,
140.62500,7.90000000E+1,8.71505737E+1,-9.17011201E-1,
142.578130,9.30000000E+1,8.68714676E+1,6.35499179E-1,
144.531250,7.30000000E+1,8.65972137E+1,-1.59143353E+0,
146.484380,8.90000000E+1,8.63276367E+1,2.83269942E-1,
148.437500,7.30000000E+1,8.60625839E+1,-1.52885985E+0,
150.390630,8.10000000E+1,8.58018951E+1,-5.33543885E-1,
152.343750,8.60000000E+1,8.55454254E+1,4.90180366E-2,
154.296880,8.10000000E+1,8.52930298E+1,-4.77003306E-1,
156.2500,8.40000000E+1,8.50445633E+1,-1.13971204E-1,
158.203130,9.60000000E+1,8.47999039E+1,1.14310503E+0,
160.156250,7.90000000E+1,8.45589142E+1,-6.25426710E-1,
162.109380,7.90000000E+1,8.43214798E+1,-5.98713279E-1,
164.062500,9.40000000E+1,8.40874710E+1,1.02239931E+0,
166.015630,6.90000000E+1,8.38567886E+1,-1.78854716E+0,
167.968750,8.70000000E+1,8.36293030E+1,3.61376643E-1,
169.921880,8.80000000E+1,8.34049225E+1,4.89836901E-1,
171.87500,8.10000000E+1,8.31835327E+1,-2.42614746E-1,
173.828130,7.50000000E+1,8.29650421E+1,-9.19723868E-1,
175.781250,8.30000000E+1,8.27493591E+1,2.75114086E-2,
177.734380,9.00000000E+1,8.25363846E+1,7.86734164E-1,
179.687500,8.20000000E+1,8.23260345E+1,-3.60044912E-2,
181.640630,7.40000000E+1,8.21182251E+1,-9.43724513E-1,
183.593750,7.70000000E+1,8.19128723E+1,-5.59873760E-1,
185.546880,7.90000000E+1,8.17098923E+1,-3.04886699E-1,
187.500,8.30000000E+1,8.15092239E+1,1.63633928E-1,
189.453130,7.80000000E+1,8.13107758E+1,-3.74871552E-1,
191.406250,7.40000000E+1,8.11144867E+1,-8.27042282E-1,
193.359380,8.00000000E+1,8.09202881E+1,-1.02891333E-1,
195.312500,8.90000000E+1,8.07281189E+1,8.76817644E-1,
197.265630,7.30000000E+1,8.05379105E+1,-8.82245660E-1,
199.218750,8.40000000E+1,8.03495941E+1,3.98291945E-1,
201.171880,9.40000000E+1,8.01631317E+1,1.42716396E+0,
203.12500,8.00000000E+1,7.99784546E+1,2.40885001E-3,
205.078130,9.20000000E+1,7.97955017E+1,1.27240694E+0,
207.031250,7.90000000E+1,7.96142273E+1,-6.91059679E-2,
208.984380,8.50000000E+1,7.94345932E+1,6.03653133E-1,
210.937500,6.90000000E+1,7.92565308E+1,-1.23474121E+0,
212.890630,7.30000000E+1,7.90800018E+1,-7.11610377E-1,
214.843750,7.90000000E+1,7.89049606E+1,1.06927641E-2,
216.796880,1.02000000E+2,7.87313690E+1,2.30393791E+0,
218.7500,6.70000000E+1,7.85591812E+1,-1.41217875E+0,
220.703130,9.50000000E+1,7.83883591E+1,1.70431840E+0,
222.656250,6.90000000E+1,7.82188492E+1,-1.10981905E+0,
224.609380,7.70000000E+1,7.80506363E+1,-1.19731121E-1,
226.562500,7.70000000E+1,7.78836746E+1,-1.00704066E-1,
228.515630,8.50000000E+1,7.77179184E+1,7.89852679E-1,
230.468750,7.30000000E+1,7.75533524E+1,-5.32929599E-1,
232.421880,8.10000000E+1,7.73899384E+1,4.01117951E-1,
234.37500,8.20000000E+1,7.72276382E+1,5.27019203E-1,
236.328130,8.40000000E+1,7.70664215E+1,7.56515443E-1,
238.281250,8.60000000E+1,7.69062729E+1,9.80601788E-1,
240.234380,7.70000000E+1,7.67471466E+1,2.88153179E-2,
242.187500,6.30000000E+1,7.65890350E+1,-1.71205759E+0,
244.140630,7.20000000E+1,7.64319000E+1,-5.22304416E-1,
246.093750,9.70000000E+1,7.62757111E+1,2.10423279E+0,
248.046880,8.20000000E+1,7.61204605E+1,6.49286509E-1,
250.00,6.40000000E+1,7.59661179E+1,-1.49576473E+0,
251.953130,6.00000000E+1,7.58126526E+1,-2.04140472E+0,
253.906250,8.80000000E+1,7.56600494E+1,1.31544316E+0,
255.859380,6.40000000E+1,7.55082932E+1,-1.43853664E+0,
257.812500,7.40000000E+1,7.53573532E+1,-1.57789111E-1,
259.765630,7.70000000E+1,7.52072144E+1,2.04306886E-1,
261.718750,7.20000000E+1,7.50578613E+1,-3.60372424E-1,
263.671880,8.30000000E+1,7.49092789E+1,8.88072014E-1,
265.62500,6.90000000E+1,7.47614365E+1,-6.93595469E-1,
267.578130,6.50000000E+1,7.46143341E+1,-1.19251132E+0,
269.531250,6.50000000E+1,7.44679413E+1,-1.17435360E+0,
271.484380,7.00000000E+1,7.43222427E+1,-5.16606808E-1,
273.437500,5.80000000E+1,7.41772385E+1,-2.12417555E+0,
275.390630,6.90000000E+1,7.40329056E+1,-6.05890632E-1,
277.343750,7.60000000E+1,7.38892212E+1,2.42122933E-1,
279.296880,7.70000000E+1,7.37461853E+1,3.70806605E-1,
281.2500,7.00000000E+1,7.36037750E+1,-4.30733502E-1,
283.203130,7.90000000E+1,7.34619827E+1,6.23075604E-1,
285.156250,7.70000000E+1,7.33208008E+1,4.19283658E-1,
287.109380,8.10000000E+1,7.31802063E+1,8.68865967E-1,
289.062500,6.70000000E+1,7.30401993E+1,-7.37927794E-1,
291.015630,8.60000000E+1,7.29007568E+1,1.41252768E+0,
292.968750,9.50000000E+1,7.27618790E+1,2.28158307E+0,
294.921880,7.70000000E+1,7.26235504E+1,4.98742729E-1,
296.87500,6.90000000E+1,7.24857712E+1,-4.19637531E-1,
298.828130,8.10000000E+1,7.23485107E+1,9.61276591E-1,
300.781250,6.60000000E+1,7.22117767E+1,-7.64616847E-1,
302.734380,8.20000000E+1,7.20755615E+1,1.09597087E+0,
304.687500,8.40000000E+1,7.19398422E+1,1.31587112E+0,
306.640630,7.00000000E+1,7.18046265E+1,-2.15694115E-1,
308.593750,5.80000000E+1,7.16698914E+1,-1.79494464E+0,
310.546880,7.10000000E+1,7.15356369E+1,-6.35684058E-2,
312.500,6.70000000E+1,7.14018631E+1,-5.37773192E-1,
314.453130,8.40000000E+1,7.12685547E+1,1.38911462E+0,
316.406250,7.80000000E+1,7.11356964E+1,7.77229309E-1,
318.359380,8.30000000E+1,7.10033035E+1,1.31680846E+0,
320.312500,6.60000000E+1,7.08713531E+1,-5.99622130E-1,
322.265630,7.40000000E+1,7.07398376E+1,3.78986180E-1,
324.218750,8.00000000E+1,7.06087646E+1,1.04997206E+0,
326.171880,7.50000000E+1,7.04781189E+1,5.22141874E-1,
328.12500,6.70000000E+1,7.03478851E+1,-4.09009248E-1,
330.078130,7.00000000E+1,7.02180786E+1,-2.60653794E-2,
332.031250,7.10000000E+1,7.00886765E+1,1.08154207E-1,
333.984380,5.80000000E+1,6.99596863E+1,-1.57038379E+0,
335.937500,7.30000000E+1,6.98310928E+1,3.70892525E-1,
337.890630,7.70000000E+1,6.97028961E+1,8.31582189E-1,
339.843750,7.00000000E+1,6.95750961E+1,5.07857278E-2,
341.796880,8.00000000E+1,6.94476776E+1,1.17978549E+0,
343.7500,6.80000000E+1,6.93206482E+1,-1.60152122E-1,
345.703130,7.50000000E+1,6.91940002E+1,6.70419097E-1,
347.656250,7.50000000E+1,6.90677185E+1,6.85000896E-1,
349.609380,7.00000000E+1,6.89418182E+1,1.26476914E-1,
351.562500,7.20000000E+1,6.88162766E+1,3.75205398E-1,
353.515630,6.60000000E+1,6.86911011E+1,-3.31251651E-1,
355.468750,6.80000000E+1,6.85662842E+1,-6.86720461E-2,
357.421880,6.80000000E+1,6.84418335E+1,-5.35801798E-2,
359.37500,6.60000000E+1,6.83177261E+1,-2.85292357E-1,
361.328130,6.70000000E+1,6.81939697E+1,-1.45866618E-1,
363.281250,6.30000000E+1,6.80705643E+1,-6.38831079E-1,
365.234380,6.50000000E+1,6.79475021E+1,-3.65592659E-1,
367.187500,6.80000000E+1,6.78247757E+1,2.12490689E-2,
369.140630,8.40000000E+1,6.77023926E+1,1.77821481E+0,
371.093750,7.30000000E+1,6.75803452E+1,6.34322643E-1,
373.046880,5.40000000E+1,6.74586258E+1,-1.83148694E+0,
375.00,7.10000000E+1,6.73372421E+1,4.34689373E-1,
376.953130,7.50000000E+1,6.72161789E+1,8.98798227E-1,
378.906250,6.40000000E+1,6.70954437E+1,-3.86930466E-1,
380.859380,7.70000000E+1,6.69750290E+1,1.14245152E+0,
382.812500,6.80000000E+1,6.68549347E+1,1.38859570E-1,
384.765630,6.50000000E+1,6.67351532E+1,-2.15219259E-1,
386.718750,7.10000000E+1,6.66156921E+1,5.20321608E-1,
388.671880,7.50000000E+1,6.64965439E+1,9.81894553E-1,
390.62500,6.20000000E+1,6.63777084E+1,-5.55969536E-1,
392.578130,6.80000000E+1,6.62591705E+1,2.11106583E-1,
394.531250,6.60000000E+1,6.61409531E+1,-1.73501223E-2,
396.484380,7.40000000E+1,6.60230331E+1,9.27303553E-1,
398.437500,6.00000000E+1,6.59054184E+1,-7.62386262E-1,
400.390630,7.00000000E+1,6.57881012E+1,5.03418207E-1,
402.343750,7.40000000E+1,6.56710815E+1,9.68217134E-1,
404.296880,7.20000000E+1,6.55543671E+1,7.59625137E-1,
406.2500,6.80000000E+1,6.54379425E+1,3.10695112E-1,
408.203130,6.10000000E+1,6.53218155E+1,-5.53351760E-1,
410.156250,6.90000000E+1,6.52059784E+1,4.56746519E-1,
412.109380,6.50000000E+1,6.50904388E+1,-1.12175578E-2,
414.062500,6.70000000E+1,6.49751816E+1,2.47370943E-1,
416.015630,7.30000000E+1,6.48602142E+1,9.52689886E-1,
417.968750,6.40000000E+1,6.47455292E+1,-9.31911469E-2,
419.921880,5.80000000E+1,6.46311340E+1,-8.70710552E-1,
421.87500,8.20000000E+1,6.45170212E+1,1.93067205E+0,
423.828130,7.50000000E+1,6.44031906E+1,1.22361422E+0,
425.781250,7.20000000E+1,6.42896423E+1,9.08674359E-1,
427.734380,6.90000000E+1,6.41763687E+1,5.80697000E-1,
429.687500,6.60000000E+1,6.40633774E+1,2.38381773E-1,
431.640630,6.50000000E+1,6.39506607E+1,1.30154520E-1,
433.593750,5.80000000E+1,6.38382225E+1,-7.66596198E-1,
435.546880,7.10000000E+1,6.37260551E+1,8.63258421E-1,
437.500,6.40000000E+1,6.36141624E+1,4.82296944E-2,
439.453130,5.90000000E+1,6.35025406E+1,-5.86180866E-1,
441.406250,6.40000000E+1,6.33911896E+1,7.61013031E-2,
443.359380,6.30000000E+1,6.32801132E+1,-3.52909490E-2,
445.312500,6.10000000E+1,6.31693001E+1,-2.77750403E-1,
447.265630,6.70000000E+1,6.30587578E+1,4.81499374E-1,
449.218750,6.70000000E+1,6.29484787E+1,4.94972110E-1,
451.171880,6.00000000E+1,6.28384628E+1,-3.66443992E-1,
453.12500,7.60000000E+1,6.27287140E+1,1.52232087E+0,
455.078130,4.40000000E+1,6.26192284E+1,-2.80695438E+0,
457.031250,6.50000000E+1,6.25100060E+1,3.08845758E-1,
458.984380,5.90000000E+1,6.24010429E+1,-4.42778081E-1,
460.937500,6.40000000E+1,6.22923431E+1,2.13457108E-1,
462.890630,7.00000000E+1,6.21838989E+1,9.34202790E-1,
464.843750,6.30000000E+1,6.20757179E+1,1.16448596E-1,
466.796880,6.80000000E+1,6.19677887E+1,7.31513083E-1,
468.7500,6.40000000E+1,6.18601227E+1,2.67484665E-1,
470.703130,5.70000000E+1,6.17527122E+1,-6.29512131E-1,
472.656250,5.40000000E+1,6.16455536E+1,-1.04042804E+0,
474.609380,5.60000000E+1,6.15386505E+1,-7.40133345E-1,
476.562500,7.00000000E+1,6.14319992E+1,1.02407193E+0,
478.515630,7.60000000E+1,6.13256035E+1,1.68326879E+0,
480.468750,6.10000000E+1,6.12194519E+1,-2.80979369E-2,
482.421880,5.60000000E+1,6.11135597E+1,-6.83328152E-1,
484.37500,5.70000000E+1,6.10079155E+1,-5.30861378E-1,
486.328130,5.00000000E+1,6.09025192E+1,-1.54184902E+0,
488.281250,6.40000000E+1,6.07973747E+1,4.00328159E-1,
490.234380,6.00000000E+1,6.06924706E+1,-8.93975645E-2,
492.187500,6.50000000E+1,6.05878181E+1,5.47263801E-1,
494.140630,5.20000000E+1,6.04834099E+1,-1.17643726E+0,
496.093750,6.50000000E+1,6.03792458E+1,5.73134005E-1,
498.046880,5.50000000E+1,6.02753296E+1,-7.11325288E-1,
500.00,5.50000000E+1,6.01716537E+1,-6.97345614E-1,
501.953130,4.90000000E+1,6.00682220E+1,-1.58117461E+0,
503.906250,7.10000000E+1,5.99650345E+1,1.30960941E+0,
505.859380,6.90000000E+1,5.98620872E+1,1.10007548E+0,
507.812500,5.90000000E+1,5.97593803E+1,-9.88629013E-2,
509.765630,6.90000000E+1,5.96569138E+1,1.12477541E+0,
511.718750,5.70000000E+1,5.95546875E+1,-3.38376641E-1,
513.671880,6.50000000E+1,5.94527016E+1,6.88057661E-1,
515.62500,4.90000000E+1,5.93509521E+1,-1.47870743E+0,
517.578130,7.50000000E+1,5.92494431E+1,1.81871772E+0,
519.531250,6.50000000E+1,5.91481705E+1,7.25830138E-1,
521.484380,7.70000000E+1,5.90471344E+1,2.04591894E+0,
523.437500,6.90000000E+1,5.89463272E+1,1.21032000E+0,
525.390630,5.10000000E+1,5.88457603E+1,-1.09862626E+0,
527.343750,6.20000000E+1,5.87454262E+1,4.13331270E-1,
529.296880,6.00000000E+1,5.86453285E+1,1.74887344E-1,
531.2500,5.10000000E+1,5.85454636E+1,-1.05657625E+0,
533.203130,6.40000000E+1,5.84458275E+1,6.94271564E-1,
535.156250,5.90000000E+1,5.83464241E+1,8.50883350E-2,
537.109380,4.00000000E+1,5.82472534E+1,-2.88514400E+0,
539.062500,5.60000000E+1,5.81483154E+1,-2.87080735E-1,
541.015630,4.70000000E+1,5.80496025E+1,-1.61175013E+0,
542.968750,6.30000000E+1,5.79511223E+1,6.36098802E-1,
544.921880,5.30000000E+1,5.78528671E+1,-6.66592598E-1,
546.87500,6.70000000E+1,5.77548447E+1,1.12947547E+0,
548.828130,5.40000000E+1,5.76570473E+1,-4.97661114E-1,
550.781250,5.80000000E+1,5.75594788E+1,5.78432716E-2,
552.734380,6.30000000E+1,5.74621353E+1,6.97705388E-1,
554.687500,6.80000000E+1,5.73650169E+1,1.28968108E+0,
556.640630,5.50000000E+1,5.72681274E+1,-3.05834234E-1,
558.593750,5.70000000E+1,5.71714592E+1,-2.27103252E-2,
560.546880,7.00000000E+1,5.70750160E+1,1.54483104E+0,
562.500,5.30000000E+1,5.69787941E+1,-5.46529412E-1,
564.453130,6.60000000E+1,5.68828011E+1,1.12224960E+0,
566.406250,6.20000000E+1,5.67870255E+1,6.62048399E-1,
568.359380,5.20000000E+1,5.66914749E+1,-6.50590539E-1,
570.312500,5.70000000E+1,5.65961456E+1,5.34918196E-2,
572.265630,6.40000000E+1,5.65010376E+1,9.37370300E-1,
574.218750,5.20000000E+1,5.64061432E+1,-6.11022115E-1,
576.171880,4.70000000E+1,5.63114738E+1,-1.35821807E+0,
578.12500,6.10000000E+1,5.62170258E+1,6.12397075E-1,
580.078130,5.00000000E+1,5.61227913E+1,-8.65893424E-1,
582.031250,6.10000000E+1,5.60287743E+1,6.36500239E-1,
583.984380,5.60000000E+1,5.59349747E+1,8.68937559E-3,
585.937500,5.80000000E+1,5.58413963E+1,2.83438534E-1,
587.890630,4.40000000E+1,5.57480354E+1,-1.77108300E+0,
589.843750,5.00000000E+1,5.56548843E+1,-7.99721420E-1,
591.796880,6.70000000E+1,5.55619507E+1,1.39738011E+0,
593.7500,5.00000000E+1,5.54692345E+1,-7.73466527E-1,
595.703130,4.60000000E+1,5.53767281E+1,-1.38252318E+0,
597.656250,6.00000000E+1,5.52844391E+1,6.08776331E-1,
599.609380,4.00000000E+1,5.51923637E+1,-2.40212369E+0,
601.562500,5.70000000E+1,5.51004982E+1,2.51595169E-1,
603.515630,5.60000000E+1,5.50088463E+1,1.32448494E-1,
605.468750,5.60000000E+1,5.49174080E+1,1.44667447E-1,
607.421880,6.80000000E+1,5.48261795E+1,1.59756041E+0,
609.37500,6.60000000E+1,5.47351608E+1,1.38660586E+0,
611.328130,6.40000000E+1,5.46443520E+1,1.16945601E+0,
613.281250,6.40000000E+1,5.45537567E+1,1.18078041E+0,
615.234380,5.20000000E+1,5.44633675E+1,-3.41607600E-1,
617.187500,4.70000000E+1,5.43731842E+1,-1.07548940E+0,
619.140630,6.00000000E+1,5.42832146E+1,7.38033831E-1,
621.093750,6.00000000E+1,5.41934509E+1,7.49622285E-1,
623.046880,6.00000000E+1,5.41038933E+1,7.61184096E-1,
625.00,5.40000000E+1,5.40145454E+1,-1.97938387E-3,
626.953130,6.70000000E+1,5.39253998E+1,1.59731662E+0,
628.906250,5.70000000E+1,5.38364639E+1,4.19020593E-1,
630.859380,4.50000000E+1,5.37477341E+1,-1.30403519E+0,
632.812500,4.40000000E+1,5.36592064E+1,-1.45618021E+0,
634.765630,6.30000000E+1,5.35708847E+1,1.18795693E+0,
636.718750,5.50000000E+1,5.34827652E+1,2.04583898E-1,
638.671880,5.50000000E+1,5.33948479E+1,2.16438666E-1,
640.62500,5.00000000E+1,5.33071365E+1,-4.67699736E-1,
642.578130,4.60000000E+1,5.32196236E+1,-1.06447542E+0,
644.531250,5.40000000E+1,5.31323128E+1,1.18077278E-1,
646.484380,4.90000000E+1,5.30452080E+1,-5.77886820E-1,
648.437500,5.50000000E+1,5.29583015E+1,2.75302559E-1,
650.390630,5.70000000E+1,5.28715935E+1,5.46820819E-1,
652.343750,6.70000000E+1,5.27850876E+1,1.73662794E+0,
654.296880,6.20000000E+1,5.26987801E+1,1.18125606E+0,
656.2500,4.40000000E+1,5.26126709E+1,-1.29840899E+0,
658.203130,5.10000000E+1,5.25267639E+1,-2.13789716E-1,
660.156250,5.00000000E+1,5.24410515E+1,-3.45216811E-1,
662.109380,4.80000000E+1,5.23555412E+1,-6.28668249E-1,
664.062500,4.50000000E+1,5.22702255E+1,-1.08378124E+0,
666.015630,5.70000000E+1,5.21851044E+1,6.37748480E-1,
667.968750,6.40000000E+1,5.21001816E+1,1.48747730E+0,
669.921880,5.60000000E+1,5.20154533E+1,5.32457471E-1,
671.87500,5.20000000E+1,5.19309235E+1,9.57919285E-3,
673.828130,4.80000000E+1,5.18465843E+1,-5.55206656E-1,
675.781250,5.40000000E+1,5.17624435E+1,3.04492861E-1,
677.734380,4.60000000E+1,5.16784935E+1,-8.37248206E-1,
679.687500,4.20000000E+1,5.15947418E+1,-1.48050082E+0,
681.640630,6.00000000E+1,5.15111771E+1,1.09590232E+0,
683.593750,4.80000000E+1,5.14278107E+1,-4.94761854E-1,
685.546880,4.40000000E+1,5.13446350E+1,-1.10724545E+0,
687.500,4.60000000E+1,5.12616501E+1,-7.75788009E-1,
689.453130,6.20000000E+1,5.11788521E+1,1.37428713E+0,
691.406250,5.20000000E+1,5.10962524E+1,1.25327244E-1,
693.359380,4.10000000E+1,5.10138397E+1,-1.56389904E+0,
695.312500,5.20000000E+1,5.09316177E+1,1.48157969E-1,
697.265630,4.90000000E+1,5.08495827E+1,-2.64226079E-1,
699.218750,5.10000000E+1,5.07677383E+1,3.25231366E-2,
701.171880,4.30000000E+1,5.06860847E+1,-1.17211688E+0,
703.12500,5.00000000E+1,5.06046181E+1,-8.55059102E-2,
705.078130,5.10000000E+1,5.05233383E+1,6.67459890E-2,
707.031250,4.90000000E+1,5.04422493E+1,-2.06035614E-1,
708.984380,5.30000000E+1,5.03613434E+1,3.62447351E-1,
710.937500,5.20000000E+1,5.02806244E+1,2.38434508E-1,
712.890630,5.00000000E+1,5.02000923E+1,-2.82973256E-2,
714.843750,5.20000000E+1,5.01197472E+1,2.60744154E-1,
716.796880,5.00000000E+1,5.00395851E+1,-5.59818046E-3,
718.7500,4.40000000E+1,4.99596062E+1,-8.98444474E-1,
720.703130,3.90000000E+1,4.98798141E+1,-1.74216461E+0,
722.656250,4.50000000E+1,4.98002052E+1,-7.15572357E-1,
724.609380,4.90000000E+1,4.97207794E+1,-1.02968484E-1,
726.562500,5.00000000E+1,4.96415367E+1,5.06943651E-2,
728.515630,5.80000000E+1,4.95624809E+1,1.10790050E+0,
730.468750,6.50000000E+1,4.94836044E+1,1.92457199E+0,
732.421880,4.30000000E+1,4.94049072E+1,-9.76739168E-1,
734.37500,5.40000000E+1,4.93263931E+1,6.35997355E-1,
736.328130,6.60000000E+1,4.92480583E+1,2.06202149E+0,
738.281250,4.10000000E+1,4.91699066E+1,-1.27592504E+0,
740.234380,5.10000000E+1,4.90919342E+1,2.67182648E-1,
742.187500,5.30000000E+1,4.90141411E+1,5.47499835E-1,
744.140630,4.50000000E+1,4.89365273E+1,-5.86822867E-1,
746.093750,4.00000000E+1,4.88590965E+1,-1.40074611E+0,
748.046880,4.70000000E+1,4.87818413E+1,-2.59908259E-1,
750.00,5.60000000E+1,4.87047615E+1,9.74867284E-1,
751.953130,5.80000000E+1,4.86278610E+1,1.23062217E+0,
753.906250,5.40000000E+1,4.85511398E+1,7.41495967E-1,
755.859380,6.00000000E+1,4.84745941E+1,1.48792350E+0,
757.812500,4.70000000E+1,4.83982239E+1,-2.03951910E-1,
759.765630,4.60000000E+1,4.83220291E+1,-3.42364520E-1,
761.718750,4.60000000E+1,4.82460098E+1,-3.31156075E-1,
763.671880,5.10000000E+1,4.81701660E+1,3.96256030E-1,
765.62500,5.10000000E+1,4.80945015E+1,4.06851172E-1,
767.578130,4.00000000E+1,4.80190086E+1,-1.26791656E+0,
769.531250,4.60000000E+1,4.79436874E+1,-2.86581069E-1,
771.484380,4.90000000E+1,4.78685417E+1,1.61636889E-1,
773.437500,4.40000000E+1,4.77935677E+1,-5.71901858E-1,
775.390630,4.90000000E+1,4.77187653E+1,1.83033526E-1,
777.343750,3.80000000E+1,4.76441383E+1,-1.56448579E+0,
779.296880,4.10000000E+1,4.75696831E+1,-1.02601206E+0,
781.2500,4.60000000E+1,4.74953995E+1,-2.20484629E-1,
783.203130,4.40000000E+1,4.74212837E+1,-5.15777946E-1,
785.156250,4.50000000E+1,4.73473434E+1,-3.49921316E-1,
787.109380,5.50000000E+1,4.72735710E+1,1.04183149E+0,
789.062500,6.00000000E+1,4.71999702E+1,1.65247679E+0,
791.015630,4.50000000E+1,4.71265373E+1,-3.17005485E-1,
792.968750,3.90000000E+1,4.70532722E+1,-1.28955567E+0,
794.921880,5.00000000E+1,4.69801788E+1,4.27067190E-1,
796.87500,3.90000000E+1,4.69072533E+1,-1.26617384E+0,
798.828130,4.10000000E+1,4.68344955E+1,-9.11195099E-1,
800.781250,4.20000000E+1,4.67619057E+1,-7.34777987E-1,
802.734380,5.50000000E+1,4.66894798E+1,1.12059033E+0,
804.687500,4.40000000E+1,4.66172256E+1,-3.94561619E-1,
806.640630,5.00000000E+1,4.65451355E+1,4.88591611E-1,
808.593750,4.30000000E+1,4.64732132E+1,-5.29660046E-1,
810.546880,5.00000000E+1,4.64014549E+1,5.08911133E-1,
812.500,4.70000000E+1,4.63298607E+1,9.77498665E-2,
814.453130,4.30000000E+1,4.62584343E+1,-4.96906579E-1,
816.406250,5.10000000E+1,4.61871719E+1,6.73930764E-1,
818.359380,4.50000000E+1,4.61160736E+1,-1.66374430E-1,
820.312500,4.80000000E+1,4.60451393E+1,2.82159835E-1,
