Labels,AD1,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,1998.046900,
Step,1.9531250,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts (a.u.),

0.00,0.00000000E+0,
1.9531250,0.00000000E+0,
3.906250,0.00000000E+0,
5.8593750,0.00000000E+0,
7.81250,0.00000000E+0,
9.7656250,0.00000000E+0,
11.718750,0.00000000E+0,
13.671875,0.00000000E+0,
15.6250,0.00000000E+0,
17.578125,0.00000000E+0,
19.531250,0.00000000E+0,
21.484375,0.00000000E+0,
23.43750,0.00000000E+0,
25.390625,0.00000000E+0,
27.343750,0.00000000E+0,
29.296875,0.00000000E+0,
31.250,0.00000000E+0,
33.203125,0.00000000E+0,
35.156250,0.00000000E+0,
37.109375,0.00000000E+0,
39.06250,0.00000000E+0,
41.015625,2.60000000E+1,
42.968750,3.60000000E+1,
44.921875,2.20000000E+1,
46.8750,3.50000000E+1,
48.828125,3.00000000E+1,
50.781250,3.40000000E+1,
52.734375,3.20000000E+1,
54.68750,3.00000000E+1,
56.640625,3.10000000E+1,
58.593750,2.30000000E+1,
60.546875,2.50000000E+1,
62.50,2.90000000E+1,
64.453125,3.30000000E+1,
66.406250,3.10000000E+1,
68.359375,4.00000000E+1,
70.31250,2.90000000E+1,
72.265625,5.60000000E+1,
74.218750,6.90000000E+1,
76.171875,7.20000000E+1,
78.1250,8.80000000E+1,
80.078125,8.50000000E+1,
82.031250,7.70000000E+1,
83.984375,6.20000000E+1,
85.93750,5.50000000E+1,
87.890625,6.90000000E+1,
89.843750,6.90000000E+1,
91.796875,6.80000000E+1,
93.750,7.90000000E+1,
95.703125,7.80000000E+1,
97.656250,8.30000000E+1,
99.609375,7.30000000E+1,
101.562500,7.70000000E+1,
103.515630,8.30000000E+1,
105.468750,6.50000000E+1,
107.421880,6.70000000E+1,
109.37500,6.00000000E+1,
111.328130,5.80000000E+1,
113.281250,6.10000000E+1,
115.234380,6.80000000E+1,
117.187500,5.50000000E+1,
119.140630,6.90000000E+1,
121.093750,7.90000000E+1,
123.046880,6.90000000E+1,
125.00,6.50000000E+1,
126.953130,7.30000000E+1,
128.906250,6.20000000E+1,
130.859380,5.60000000E+1,
132.812500,6.50000000E+1,
134.765630,7.10000000E+1,
136.718750,6.20000000E+1,
138.671880,4.90000000E+1,
140.62500,5.10000000E+1,
142.578130,6.60000000E+1,
144.531250,5.90000000E+1,
146.484380,5.20000000E+1,
148.437500,6.20000000E+1,
150.390630,6.20000000E+1,
152.343750,5.50000000E+1,
154.296880,5.20000000E+1,
156.2500,5.40000000E+1,
158.203130,6.50000000E+1,
160.156250,6.90000000E+1,
162.109380,4.10000000E+1,
164.062500,6.20000000E+1,
166.015630,5.50000000E+1,
167.968750,6.40000000E+1,
169.921880,6.00000000E+1,
171.87500,5.50000000E+1,
173.828130,4.60000000E+1,
175.781250,5.50000000E+1,
177.734380,5.70000000E+1,
179.687500,5.00000000E+1,
181.640630,7.60000000E+1,
183.593750,5.80000000E+1,
185.546880,5.50000000E+1,
187.500,5.60000000E+1,
189.453130,5.20000000E+1,
191.406250,5.30000000E+1,
193.359380,5.50000000E+1,
195.312500,5.20000000E+1,
197.265630,4.80000000E+1,
199.218750,4.40000000E+1,
201.171880,5.80000000E+1,
203.12500,5.00000000E+1,
205.078130,4.10000000E+1,
207.031250,5.10000000E+1,
208.984380,4.60000000E+1,
210.937500,6.30000000E+1,
212.890630,5.30000000E+1,
214.843750,5.00000000E+1,
216.796880,4.90000000E+1,
218.7500,4.90000000E+1,
220.703130,4.90000000E+1,
222.656250,4.10000000E+1,
224.609380,4.90000000E+1,
226.562500,4.30000000E+1,
228.515630,5.80000000E+1,
230.468750,5.50000000E+1,
232.421880,5.50000000E+1,
234.37500,5.00000000E+1,
236.328130,6.40000000E+1,
238.281250,6.20000000E+1,
240.234380,5.70000000E+1,
242.187500,6.00000000E+1,
244.140630,6.00000000E+1,
246.093750,4.80000000E+1,
248.046880,6.40000000E+1,
250.00,4.80000000E+1,
251.953130,4.50000000E+1,
253.906250,5.30000000E+1,
255.859380,4.20000000E+1,
257.812500,5.50000000E+1,
259.765630,4.80000000E+1,
261.718750,4.10000000E+1,
263.671880,4.60000000E+1,
265.62500,5.30000000E+1,
267.578130,4.50000000E+1,
269.531250,5.70000000E+1,
271.484380,5.80000000E+1,
273.437500,5.80000000E+1,
275.390630,4.90000000E+1,
277.343750,4.50000000E+1,
279.296880,4.30000000E+1,
281.2500,5.40000000E+1,
283.203130,4.70000000E+1,
285.156250,3.40000000E+1,
287.109380,4.80000000E+1,
289.062500,5.30000000E+1,
291.015630,5.70000000E+1,
292.968750,6.10000000E+1,
294.921880,5.90000000E+1,
296.87500,5.60000000E+1,
298.828130,5.20000000E+1,
300.781250,5.80000000E+1,
302.734380,4.60000000E+1,
304.687500,4.00000000E+1,
306.640630,4.10000000E+1,
308.593750,4.60000000E+1,
310.546880,5.20000000E+1,
312.500,4.20000000E+1,
314.453130,5.00000000E+1,
316.406250,5.20000000E+1,
318.359380,5.00000000E+1,
320.312500,4.50000000E+1,
322.265630,5.00000000E+1,
324.218750,5.40000000E+1,
326.171880,4.40000000E+1,
328.12500,5.50000000E+1,
330.078130,4.60000000E+1,
332.031250,6.20000000E+1,
333.984380,5.20000000E+1,
335.937500,4.20000000E+1,
337.890630,5.70000000E+1,
339.843750,4.10000000E+1,
341.796880,5.00000000E+1,
343.7500,5.90000000E+1,
345.703130,5.60000000E+1,
347.656250,3.60000000E+1,
349.609380,5.50000000E+1,
351.562500,3.50000000E+1,
353.515630,3.90000000E+1,
355.468750,3.90000000E+1,
357.421880,5.10000000E+1,
359.37500,4.10000000E+1,
361.328130,4.00000000E+1,
363.281250,6.30000000E+1,
365.234380,4.50000000E+1,
367.187500,5.30000000E+1,
369.140630,5.00000000E+1,
371.093750,5.00000000E+1,
373.046880,4.30000000E+1,
375.00,4.50000000E+1,
376.953130,3.50000000E+1,
378.906250,3.80000000E+1,
380.859380,3.80000000E+1,
382.812500,4.00000000E+1,
384.765630,5.10000000E+1,
386.718750,4.90000000E+1,
388.671880,4.70000000E+1,
390.62500,3.00000000E+1,
392.578130,4.70000000E+1,
394.531250,3.70000000E+1,
396.484380,4.20000000E+1,
398.437500,3.80000000E+1,
400.390630,5.30000000E+1,
402.343750,4.20000000E+1,
404.296880,3.50000000E+1,
406.2500,3.80000000E+1,
408.203130,3.90000000E+1,
410.156250,3.40000000E+1,
412.109380,5.20000000E+1,
414.062500,5.40000000E+1,
416.015630,3.70000000E+1,
417.968750,4.40000000E+1,
419.921880,3.20000000E+1,
421.87500,4.50000000E+1,
423.828130,5.20000000E+1,
425.781250,4.50000000E+1,
427.734380,3.10000000E+1,
429.687500,5.30000000E+1,
431.640630,5.10000000E+1,
433.593750,5.70000000E+1,
435.546880,4.00000000E+1,
437.500,4.00000000E+1,
439.453130,4.10000000E+1,
441.406250,5.70000000E+1,
443.359380,3.40000000E+1,
445.312500,6.20000000E+1,
447.265630,4.10000000E+1,
449.218750,4.30000000E+1,
451.171880,5.30000000E+1,
453.12500,4.10000000E+1,
455.078130,4.60000000E+1,
457.031250,4.30000000E+1,
458.984380,4.00000000E+1,
460.937500,5.30000000E+1,
462.890630,5.00000000E+1,
464.843750,4.80000000E+1,
466.796880,4.50000000E+1,
468.7500,4.90000000E+1,
470.703130,3.20000000E+1,
472.656250,5.50000000E+1,
474.609380,5.60000000E+1,
476.562500,5.70000000E+1,
478.515630,4.80000000E+1,
480.468750,4.30000000E+1,
482.421880,4.60000000E+1,
484.37500,4.50000000E+1,
486.328130,3.70000000E+1,
488.281250,3.10000000E+1,
490.234380,4.20000000E+1,
492.187500,4.50000000E+1,
494.140630,4.20000000E+1,
496.093750,3.60000000E+1,
498.046880,4.40000000E+1,
500.00,3.90000000E+1,
501.953130,4.90000000E+1,
503.906250,4.00000000E+1,
505.859380,5.20000000E+1,
507.812500,5.00000000E+1,
509.765630,4.80000000E+1,
511.718750,4.40000000E+1,
513.671880,5.00000000E+1,
515.62500,3.90000000E+1,
517.578130,4.30000000E+1,
519.531250,5.10000000E+1,
521.484380,4.70000000E+1,
523.437500,4.10000000E+1,
525.390630,4.80000000E+1,
527.343750,4.40000000E+1,
529.296880,5.20000000E+1,
531.2500,4.30000000E+1,
533.203130,4.90000000E+1,
535.156250,4.90000000E+1,
537.109380,3.80000000E+1,
539.062500,4.30000000E+1,
541.015630,4.40000000E+1,
542.968750,3.10000000E+1,
544.921880,3.60000000E+1,
546.87500,4.80000000E+1,
548.828130,4.00000000E+1,
550.781250,3.10000000E+1,
552.734380,4.20000000E+1,
554.687500,5.20000000E+1,
556.640630,3.60000000E+1,
558.593750,4.90000000E+1,
560.546880,4.40000000E+1,
562.500,4.80000000E+1,
564.453130,3.40000000E+1,
566.406250,3.70000000E+1,
568.359380,3.50000000E+1,
570.312500,4.10000000E+1,
572.265630,4.70000000E+1,
574.218750,4.80000000E+1,
576.171880,4.30000000E+1,
578.12500,4.60000000E+1,
580.078130,3.80000000E+1,
582.031250,3.10000000E+1,
583.984380,4.40000000E+1,
585.937500,3.50000000E+1,
587.890630,4.80000000E+1,
589.843750,4.40000000E+1,
591.796880,4.20000000E+1,
593.7500,4.00000000E+1,
595.703130,3.90000000E+1,
597.656250,2.90000000E+1,
599.609380,5.00000000E+1,
