Vmeas,Imeas,name,substrate,position
1.0781,-0.0004182,AD004-2,4,2
1.0578,-0.000174,AD004-2,4,2
1.0375,5.224e-05,AD004-2,4,2
1.0172,0.00026065,AD004-2,4,2
0.99685,0.00045324,AD004-2,4,2
0.97655,0.00062323,AD004-2,4,2
0.95625,0.00077058,AD004-2,4,2
0.93595,0.00089527,AD004-2,4,2
0.9156,0.00099872,AD004-2,4,2
0.8953,0.00107468,AD004-2,4,2
0.875,0.00114431,AD004-2,4,2
0.8547,0.00119779,AD004-2,4,2
0.83435,0.00123963,AD004-2,4,2
0.81405,0.00127178,AD004-2,4,2
0.79375,0.00129678,AD004-2,4,2
0.77345,0.00131652,AD004-2,4,2
0.7531,0.00133275,AD004-2,4,2
0.7328,0.00134586,AD004-2,4,2
0.7125,0.00135647,AD004-2,4,2
0.6922,0.00136498,AD004-2,4,2
0.67185,0.00137366,AD004-2,4,2
0.65155,0.00137967,AD004-2,4,2
0.63125,0.00138567,AD004-2,4,2
0.61095,0.00139124,AD004-2,4,2
0.5906,0.00139505,AD004-2,4,2
0.5703,0.00140023,AD004-2,4,2
0.55,0.00140412,AD004-2,4,2
0.5297,0.00140719,AD004-2,4,2
0.50935,0.00141031,AD004-2,4,2
0.48905,0.00141336,AD004-2,4,2
0.46875,0.00141618,AD004-2,4,2
0.44845,0.00141913,AD004-2,4,2
0.4281,0.00142187,AD004-2,4,2
0.4078,0.0014239,AD004-2,4,2
0.3875,0.00142605,AD004-2,4,2
0.3672,0.00142771,AD004-2,4,2
0.3469,0.00142932,AD004-2,4,2
0.32655,0.00143158,AD004-2,4,2
0.30625,0.00143303,AD004-2,4,2
0.28595,0.00143438,AD004-2,4,2
0.26565,0.00143598,AD004-2,4,2
0.2453,0.0014375,AD004-2,4,2
0.225,0.00143877,AD004-2,4,2
0.2047,0.0014403,AD004-2,4,2
0.1844,0.00144153,AD004-2,4,2
0.16405,0.00144257,AD004-2,4,2
0.14375,0.00144387,AD004-2,4,2
0.12345,0.00144486,AD004-2,4,2
0.10315,0.00144564,AD004-2,4,2
0.0828,0.00144652,AD004-2,4,2
0.0625,0.0014473,AD004-2,4,2
0.0422,0.00144802,AD004-2,4,2
0.0219,0.00144885,AD004-2,4,2
0.00155,0.0014498,AD004-2,4,2
-0.01875,0.00145068,AD004-2,4,2
-0.03905,0.00145115,AD004-2,4,2
-0.05935,0.0014518,AD004-2,4,2
-0.0797,0.00145247,AD004-2,4,2
-0.1,0.00145309,AD004-2,4,2
1.2,-0.00184137,AD004-3,4,3
1.1797,-0.00156287,AD004-3,4,3
1.15935,-0.00128285,AD004-3,4,3
1.13905,-0.00100773,AD004-3,4,3
1.11875,-0.00073465,AD004-3,4,3
1.09845,-0.00047486,AD004-3,4,3
1.0781,-0.0002243,AD004-3,4,3
1.0578,1.358e-05,AD004-3,4,3
1.0375,0.00023646,AD004-3,4,3
1.0172,0.00044394,AD004-3,4,3
0.99685,0.00063079,AD004-3,4,3
0.97655,0.00079544,AD004-3,4,3
0.95625,0.00093623,AD004-3,4,3
0.93595,0.00105019,AD004-3,4,3
0.9156,0.00113497,AD004-3,4,3
0.8953,0.00120982,AD004-3,4,3
0.875,0.0012647,AD004-3,4,3
0.8547,0.00130469,AD004-3,4,3
0.83435,0.00133387,AD004-3,4,3
0.81405,0.00135535,AD004-3,4,3
0.79375,0.00137125,AD004-3,4,3
0.77345,0.00138337,AD004-3,4,3
0.7531,0.00139267,AD004-3,4,3
0.7328,0.00139979,AD004-3,4,3
0.7125,0.00140584,AD004-3,4,3
0.6922,0.00141094,AD004-3,4,3
0.67185,0.00141551,AD004-3,4,3
0.65155,0.00141967,AD004-3,4,3
0.63125,0.00142236,AD004-3,4,3
0.61095,0.00142494,AD004-3,4,3
0.5906,0.00142795,AD004-3,4,3
0.5703,0.00143171,AD004-3,4,3
0.55,0.00143353,AD004-3,4,3
0.5297,0.00143548,AD004-3,4,3
0.50935,0.00143748,AD004-3,4,3
0.48905,0.0014391,AD004-3,4,3
0.46875,0.0014411,AD004-3,4,3
0.44845,0.00144255,AD004-3,4,3
0.4281,0.0014443,AD004-3,4,3
0.4078,0.00144633,AD004-3,4,3
0.3875,0.00144692,AD004-3,4,3
0.3672,0.00144811,AD004-3,4,3
0.3469,0.0014493,AD004-3,4,3
0.32655,0.001451,AD004-3,4,3
0.30625,0.00145171,AD004-3,4,3
0.28595,0.00145286,AD004-3,4,3
0.26565,0.0014536,AD004-3,4,3
0.2453,0.00145498,AD004-3,4,3
0.225,0.00145548,AD004-3,4,3
0.2047,0.00145632,AD004-3,4,3
0.1844,0.00145757,AD004-3,4,3
0.16405,0.00145778,AD004-3,4,3
0.14375,0.00145867,AD004-3,4,3
0.12345,0.00145955,AD004-3,4,3
0.10315,0.0014603,AD004-3,4,3
0.0828,0.00146062,AD004-3,4,3
0.0625,0.00146152,AD004-3,4,3
0.0422,0.00146144,AD004-3,4,3
0.0219,0.0014625,AD004-3,4,3
0.00155,0.00146293,AD004-3,4,3
-0.01875,0.00146367,AD004-3,4,3
-0.03905,0.00146388,AD004-3,4,3
-0.05935,0.00146485,AD004-3,4,3
-0.0797,0.00146453,AD004-3,4,3
-0.1,0.00146531,AD004-3,4,3
1.2,-0.00201201,AD005-1,5,1
1.1797,-0.00173365,AD005-1,5,1
1.15935,-0.00145841,AD005-1,5,1
1.13905,-0.00119172,AD005-1,5,1
1.11875,-0.00092772,AD005-1,5,1
1.09845,-0.00067737,AD005-1,5,1
1.0781,-0.00043465,AD005-1,5,1
1.0578,-0.00020159,AD005-1,5,1
1.0375,2.007e-05,AD005-1,5,1
1.0172,0.00023069,AD005-1,5,1
0.99685,0.00042911,AD005-1,5,1
0.97655,0.00061174,AD005-1,5,1
0.95625,0.000778,AD005-1,5,1
0.93595,0.00092707,AD005-1,5,1
0.9156,0.00104964,AD005-1,5,1
0.8953,0.00116355,AD005-1,5,1
0.875,0.00125738,AD005-1,5,1
0.8547,0.00133385,AD005-1,5,1
0.83435,0.00139369,AD005-1,5,1
0.81405,0.00144211,AD005-1,5,1
0.79375,0.00147931,AD005-1,5,1
0.77345,0.00150871,AD005-1,5,1
0.7531,0.00153146,AD005-1,5,1
0.7328,0.00154868,AD005-1,5,1
0.7125,0.00156263,AD005-1,5,1
0.6922,0.00157427,AD005-1,5,1
0.67185,0.00158274,AD005-1,5,1
0.65155,0.00159108,AD005-1,5,1
0.63125,0.00159797,AD005-1,5,1
0.61095,0.00160385,AD005-1,5,1
0.5906,0.00160885,AD005-1,5,1
0.5703,0.0016134,AD005-1,5,1
0.55,0.00161776,AD005-1,5,1
0.5297,0.00162059,AD005-1,5,1
0.50935,0.00162417,AD005-1,5,1
0.48905,0.00162771,AD005-1,5,1
0.46875,0.0016305,AD005-1,5,1
0.44845,0.00163204,AD005-1,5,1
0.4281,0.00163514,AD005-1,5,1
0.4078,0.0016375,AD005-1,5,1
0.3875,0.00163931,AD005-1,5,1
0.3672,0.00164116,AD005-1,5,1
0.3469,0.00164285,AD005-1,5,1
0.32655,0.00164369,AD005-1,5,1
0.30625,0.00164625,AD005-1,5,1
0.28595,0.00164803,AD005-1,5,1
0.26565,0.00164889,AD005-1,5,1
0.2453,0.00165035,AD005-1,5,1
0.225,0.00165212,AD005-1,5,1
0.2047,0.00165304,AD005-1,5,1
0.1844,0.00165384,AD005-1,5,1
0.16405,0.00165471,AD005-1,5,1
0.14375,0.00165604,AD005-1,5,1
0.12345,0.00165714,AD005-1,5,1
0.10315,0.00165799,AD005-1,5,1
0.0828,0.0016589,AD005-1,5,1
0.0625,0.00165943,AD005-1,5,1
0.0422,0.00166013,AD005-1,5,1
0.0219,0.00166094,AD005-1,5,1
0.00155,0.00166164,AD005-1,5,1
-0.01875,0.00166237,AD005-1,5,1
-0.03905,0.00166266,AD005-1,5,1
-0.05935,0.0016627,AD005-1,5,1
-0.0797,0.00166366,AD005-1,5,1
-0.1,0.00166442,AD005-1,5,1
1.2,-0.00221703,AD005-2,5,2
1.1797,-0.00195333,AD005-2,5,2
1.15935,-0.00171013,AD005-2,5,2
1.13905,-0.00146326,AD005-2,5,2
1.11875,-0.00116333,AD005-2,5,2
1.09845,-0.00091207,AD005-2,5,2
1.0781,-0.00067364,AD005-2,5,2
1.0578,-0.00044475,AD005-2,5,2
1.0375,-0.00021644,AD005-2,5,2
1.0172,-6.4e-07,AD005-2,5,2
0.99685,0.00019797,AD005-2,5,2
0.97655,0.00039344,AD005-2,5,2
0.95625,0.00057638,AD005-2,5,2
0.93595,0.00074416,AD005-2,5,2
0.9156,0.00089025,AD005-2,5,2
0.8953,0.00102196,AD005-2,5,2
0.875,0.00112491,AD005-2,5,2
0.8547,0.00122628,AD005-2,5,2
0.83435,0.00130638,AD005-2,5,2
0.81405,0.00137034,AD005-2,5,2
0.79375,0.00142188,AD005-2,5,2
0.77345,0.00145984,AD005-2,5,2
0.7531,0.0014869,AD005-2,5,2
0.7328,0.00151364,AD005-2,5,2
0.7125,0.00153445,AD005-2,5,2
0.6922,0.0015533,AD005-2,5,2
0.67185,0.00156636,AD005-2,5,2
0.65155,0.00157715,AD005-2,5,2
0.63125,0.00158885,AD005-2,5,2
0.61095,0.00159815,AD005-2,5,2
0.5906,0.00160753,AD005-2,5,2
0.5703,0.00161725,AD005-2,5,2
0.55,0.00162427,AD005-2,5,2
0.5297,0.00163173,AD005-2,5,2
0.50935,0.00163918,AD005-2,5,2
0.48905,0.00164558,AD005-2,5,2
0.46875,0.00165238,AD005-2,5,2
0.44845,0.00165669,AD005-2,5,2
0.4281,0.00166282,AD005-2,5,2
0.4078,0.00166963,AD005-2,5,2
0.3875,0.00167409,AD005-2,5,2
0.3672,0.00167903,AD005-2,5,2
0.3469,0.00168227,AD005-2,5,2
0.32655,0.00168646,AD005-2,5,2
0.30625,0.00169069,AD005-2,5,2
0.28595,0.00169483,AD005-2,5,2
0.26565,0.00169814,AD005-2,5,2
0.2453,0.00170197,AD005-2,5,2
0.225,0.00170581,AD005-2,5,2
0.2047,0.00170782,AD005-2,5,2
0.1844,0.00171106,AD005-2,5,2
0.16405,0.00171351,AD005-2,5,2
0.14375,0.00171659,AD005-2,5,2
0.12345,0.00171945,AD005-2,5,2
0.10315,0.00172262,AD005-2,5,2
0.0828,0.00172457,AD005-2,5,2
0.0625,0.00172733,AD005-2,5,2
0.0422,0.00173078,AD005-2,5,2
0.0219,0.00173281,AD005-2,5,2
0.00155,0.0017343,AD005-2,5,2
-0.01875,0.00173643,AD005-2,5,2
-0.03905,0.00173829,AD005-2,5,2
-0.05935,0.0017407,AD005-2,5,2
-0.0797,0.00174177,AD005-2,5,2
-0.1,0.00174369,AD005-2,5,2
1.2,-0.0019611,AD005-3,5,3
1.1797,-0.00168547,AD005-3,5,3
1.15935,-0.00141415,AD005-3,5,3
1.13905,-0.0011503,AD005-3,5,3
1.11875,-0.00089032,AD005-3,5,3
1.09845,-0.00064315,AD005-3,5,3
1.0781,-0.00040363,AD005-3,5,3
1.0578,-0.00017377,AD005-3,5,3
1.0375,4.483e-05,AD005-3,5,3
1.0172,0.00025223,AD005-3,5,3
0.99685,0.00044847,AD005-3,5,3
0.97655,0.00062853,AD005-3,5,3
0.95625,0.00079274,AD005-3,5,3
0.93595,0.00094031,AD005-3,5,3
0.9156,0.00106242,AD005-3,5,3
0.8953,0.0011767,AD005-3,5,3
0.875,0.00127156,AD005-3,5,3
0.8547,0.00134953,AD005-3,5,3
0.83435,0.00141118,AD005-3,5,3
0.81405,0.0014627,AD005-3,5,3
0.79375,0.0015021,AD005-3,5,3
0.77345,0.00153339,AD005-3,5,3
0.7531,0.00155887,AD005-3,5,3
0.7328,0.00157907,AD005-3,5,3
0.7125,0.00159571,AD005-3,5,3
0.6922,0.00161036,AD005-3,5,3
0.67185,0.00162221,AD005-3,5,3
0.65155,0.00163238,AD005-3,5,3
0.63125,0.00164195,AD005-3,5,3
0.61095,0.00164923,AD005-3,5,3
0.5906,0.00165651,AD005-3,5,3
0.5703,0.00166388,AD005-3,5,3
0.55,0.00166957,AD005-3,5,3
0.5297,0.00167508,AD005-3,5,3
0.50935,0.00168013,AD005-3,5,3
0.48905,0.00168479,AD005-3,5,3
0.46875,0.0016894,AD005-3,5,3
0.44845,0.00169277,AD005-3,5,3
0.4281,0.00169677,AD005-3,5,3
0.4078,0.00170118,AD005-3,5,3
0.3875,0.00170383,AD005-3,5,3
0.3672,0.00170747,AD005-3,5,3
0.3469,0.00170994,AD005-3,5,3
0.32655,0.00171188,AD005-3,5,3
0.30625,0.00171483,AD005-3,5,3
0.28595,0.00171744,AD005-3,5,3
0.26565,0.0017193,AD005-3,5,3
0.2453,0.00172181,AD005-3,5,3
0.225,0.00172332,AD005-3,5,3
0.2047,0.00172515,AD005-3,5,3
0.1844,0.00172747,AD005-3,5,3
0.16405,0.00172824,AD005-3,5,3
0.14375,0.00173018,AD005-3,5,3
0.12345,0.00173176,AD005-3,5,3
0.10315,0.00173263,AD005-3,5,3
0.0828,0.00173479,AD005-3,5,3
0.0625,0.00173663,AD005-3,5,3
0.0422,0.00173726,AD005-3,5,3
0.0219,0.00173786,AD005-3,5,3
0.00155,0.00173926,AD005-3,5,3
-0.01875,0.0017416,AD005-3,5,3
-0.03905,0.00174154,AD005-3,5,3
-0.05935,0.00174302,AD005-3,5,3
-0.0797,0.00174241,AD005-3,5,3
-0.1,0.00174358,AD005-3,5,3
1.2,-0.00261467,AD006-1,6,1
1.1797,-0.00232608,AD006-1,6,1
1.15935,-0.00203433,AD006-1,6,1
1.13905,-0.00174518,AD006-1,6,1
1.11875,-0.00146013,AD006-1,6,1
1.09845,-0.00118007,AD006-1,6,1
1.0781,-0.00090014,AD006-1,6,1
1.0578,-0.00063397,AD006-1,6,1
1.0375,-0.00037617,AD006-1,6,1
1.0172,-0.00012812,AD006-1,6,1
0.99685,0.00010878,AD006-1,6,1
0.97655,0.00033168,AD006-1,6,1
0.95625,0.00053827,AD006-1,6,1
0.93595,0.0007272,AD006-1,6,1
0.9156,0.0008947,AD006-1,6,1
0.8953,0.00103936,AD006-1,6,1
0.875,0.00114835,AD006-1,6,1
0.8547,0.00124942,AD006-1,6,1
0.83435,0.0013257,AD006-1,6,1
0.81405,0.00138159,AD006-1,6,1
0.79375,0.00142228,AD006-1,6,1
0.77345,0.00145121,AD006-1,6,1
0.7531,0.00147096,AD006-1,6,1
0.7328,0.00148572,AD006-1,6,1
0.7125,0.00149735,AD006-1,6,1
0.6922,0.00150561,AD006-1,6,1
0.67185,0.00151272,AD006-1,6,1
0.65155,0.0015178,AD006-1,6,1
0.63125,0.0015218,AD006-1,6,1
0.61095,0.0015261,AD006-1,6,1
0.5906,0.00152986,AD006-1,6,1
0.5703,0.00153273,AD006-1,6,1
0.55,0.00153585,AD006-1,6,1
0.5297,0.00153861,AD006-1,6,1
0.50935,0.00154095,AD006-1,6,1
0.48905,0.00154268,AD006-1,6,1
0.46875,0.00154549,AD006-1,6,1
0.44845,0.0015472,AD006-1,6,1
0.4281,0.00154926,AD006-1,6,1
0.4078,0.00155129,AD006-1,6,1
0.3875,0.00155211,AD006-1,6,1
0.3672,0.00155407,AD006-1,6,1
0.3469,0.00155613,AD006-1,6,1
0.32655,0.00155682,AD006-1,6,1
0.30625,0.00155837,AD006-1,6,1
0.28595,0.00155934,AD006-1,6,1
0.26565,0.00156018,AD006-1,6,1
0.2453,0.00156187,AD006-1,6,1
0.225,0.00156234,AD006-1,6,1
0.2047,0.00156345,AD006-1,6,1
0.1844,0.00156439,AD006-1,6,1
0.16405,0.00156535,AD006-1,6,1
0.14375,0.00156586,AD006-1,6,1
0.12345,0.00156652,AD006-1,6,1
0.10315,0.00156696,AD006-1,6,1
0.0828,0.00156747,AD006-1,6,1
0.0625,0.00156822,AD006-1,6,1
0.0422,0.00156881,AD006-1,6,1
0.0219,0.00156857,AD006-1,6,1
0.00155,0.00156957,AD006-1,6,1
-0.01875,0.00157004,AD006-1,6,1
-0.03905,0.00157005,AD006-1,6,1
-0.05935,0.00157019,AD006-1,6,1
-0.0797,0.00157081,AD006-1,6,1
-0.1,0.00157137,AD006-1,6,1
1.2,-0.00183198,AD006-2,6,2
1.1797,-0.00167617,AD006-2,6,2
1.15935,-0.00152279,AD006-2,6,2
1.13905,-0.0013674,AD006-2,6,2
1.11875,-0.00121685,AD006-2,6,2
1.09845,-0.00108002,AD006-2,6,2
1.0781,-0.00093409,AD006-2,6,2
1.0578,-0.00080944,AD006-2,6,2
1.0375,-0.00064876,AD006-2,6,2
1.0172,-0.00052228,AD006-2,6,2
0.99685,-0.00038004,AD006-2,6,2
0.97655,-0.00025775,AD006-2,6,2
0.95625,-0.00014252,AD006-2,6,2
0.93595,0.0,AD006-2,6,2
0.9156,0.00012234,AD006-2,6,2
0.8953,0.00025444,AD006-2,6,2
0.875,0.00037231,AD006-2,6,2
0.8547,0.00048641,AD006-2,6,2
0.83435,0.00058782,AD006-2,6,2
0.81405,0.00068334,AD006-2,6,2
0.79375,0.00078107,AD006-2,6,2
0.77345,0.00084156,AD006-2,6,2
0.7531,0.00091462,AD006-2,6,2
0.7328,0.00096543,AD006-2,6,2
0.7125,0.00103692,AD006-2,6,2
0.6922,0.00106657,AD006-2,6,2
0.67185,0.00111158,AD006-2,6,2
0.65155,0.00115388,AD006-2,6,2
0.63125,0.00119032,AD006-2,6,2
0.61095,0.00122248,AD006-2,6,2
0.5906,0.00125092,AD006-2,6,2
0.5703,0.00128146,AD006-2,6,2
0.55,0.00131361,AD006-2,6,2
0.5297,0.0013378,AD006-2,6,2
0.50935,0.0013817,AD006-2,6,2
0.48905,0.0013804,AD006-2,6,2
0.46875,0.00139791,AD006-2,6,2
0.44845,0.00141515,AD006-2,6,2
0.4281,0.00143161,AD006-2,6,2
0.4078,0.00144808,AD006-2,6,2
0.3875,0.00146499,AD006-2,6,2
0.3672,0.00147812,AD006-2,6,2
0.3469,0.00149224,AD006-2,6,2
0.32655,0.00150497,AD006-2,6,2
0.30625,0.00151809,AD006-2,6,2
0.28595,0.00153199,AD006-2,6,2
0.26565,0.00154449,AD006-2,6,2
0.2453,0.00155631,AD006-2,6,2
0.225,0.00156778,AD006-2,6,2
0.2047,0.00157913,AD006-2,6,2
0.1844,0.00159056,AD006-2,6,2
0.16405,0.00160391,AD006-2,6,2
0.14375,0.00161632,AD006-2,6,2
0.12345,0.00162737,AD006-2,6,2
0.10315,0.00163747,AD006-2,6,2
0.0828,0.00164718,AD006-2,6,2
0.0625,0.00165738,AD006-2,6,2
0.0422,0.0016669,AD006-2,6,2
0.0219,0.00167637,AD006-2,6,2
0.00155,0.00168627,AD006-2,6,2
-0.01875,0.00169572,AD006-2,6,2
-0.03905,0.00170482,AD006-2,6,2
-0.05935,0.00171422,AD006-2,6,2
-0.0797,0.00172314,AD006-2,6,2
-0.1,0.00173269,AD006-2,6,2
1.2,-0.00206115,AD006-3,6,3
1.1797,-0.00179992,AD006-3,6,3
1.15935,-0.00153509,AD006-3,6,3
1.13905,-0.00127369,AD006-3,6,3
1.11875,-0.00101778,AD006-3,6,3
1.09845,-0.00076487,AD006-3,6,3
1.0781,-0.0005223,AD006-3,6,3
1.0578,-0.00028759,AD006-3,6,3
1.0375,-6.47e-05,AD006-3,6,3
1.0172,0.00014635,AD006-3,6,3
0.99685,0.00034819,AD006-3,6,3
0.97655,0.00053275,AD006-3,6,3
0.95625,0.00070083,AD006-3,6,3
0.93595,0.00085042,AD006-3,6,3
0.9156,0.00098073,AD006-3,6,3
0.8953,0.00107784,AD006-3,6,3
0.875,0.00117546,AD006-3,6,3
0.8547,0.00125232,AD006-3,6,3
0.83435,0.00131231,AD006-3,6,3
0.81405,0.00136069,AD006-3,6,3
0.79375,0.00139814,AD006-3,6,3
0.77345,0.00142783,AD006-3,6,3
0.7531,0.00145106,AD006-3,6,3
0.7328,0.00146963,AD006-3,6,3
0.7125,0.00148557,AD006-3,6,3
0.6922,0.00149811,AD006-3,6,3
0.67185,0.00150841,AD006-3,6,3
0.65155,0.00151732,AD006-3,6,3
0.63125,0.00152519,AD006-3,6,3
0.61095,0.00153147,AD006-3,6,3
0.5906,0.00153839,AD006-3,6,3
0.5703,0.00154378,AD006-3,6,3
0.55,0.00154802,AD006-3,6,3
0.5297,0.00155268,AD006-3,6,3
0.50935,0.0015567,AD006-3,6,3
0.48905,0.00156018,AD006-3,6,3
0.46875,0.00156357,AD006-3,6,3
0.44845,0.00156672,AD006-3,6,3
0.4281,0.0015693,AD006-3,6,3
0.4078,0.00157276,AD006-3,6,3
0.3875,0.00157537,AD006-3,6,3
0.3672,0.00157693,AD006-3,6,3
0.3469,0.00157922,AD006-3,6,3
0.32655,0.00158157,AD006-3,6,3
0.30625,0.00158321,AD006-3,6,3
0.28595,0.00158503,AD006-3,6,3
0.26565,0.00158632,AD006-3,6,3
0.2453,0.00158801,AD006-3,6,3
0.225,0.0015894,AD006-3,6,3
0.2047,0.0015909,AD006-3,6,3
0.1844,0.00159202,AD006-3,6,3
0.16405,0.00159329,AD006-3,6,3
0.14375,0.00159361,AD006-3,6,3
0.12345,0.00159523,AD006-3,6,3
0.10315,0.00159662,AD006-3,6,3
0.0828,0.00159779,AD006-3,6,3
0.0625,0.00159846,AD006-3,6,3
0.0422,0.00159948,AD006-3,6,3
0.0219,0.00159967,AD006-3,6,3
0.00155,0.00160077,AD006-3,6,3
-0.01875,0.00160129,AD006-3,6,3
-0.03905,0.00160148,AD006-3,6,3
-0.05935,0.00160222,AD006-3,6,3
-0.0797,0.00160237,AD006-3,6,3
-0.1,0.00160373,AD006-3,6,3
